edgeid	co2 (g)	co (g)	nox (g)	vocs (g)	pm10 (g)	pm25 (g)	ghg_cost (€/veh)	nox_cost (€/veh)	noise_cost (€/veh)	tc_cost (€/veh)	rc_cost (€/veh)	emissions_indicator (€/veh)	eco_indicator (€/veh)	totalvehicles	totalrouting	speed (km/h)	ttime (s)	length (km)
-12319876#0	3590.04112325607	23.2959292737646	10.5731004068246	4.34922660946036	0.981418480921793	0.678388014928429	0.00111498356792416	0	0	0.221544	0	0.00111498356792416	0.222658983567924	211	36	43.272	7.67970049916805	0.09231
-12319876#1	3203.76569685398	18.1888608846044	10.0866357581771	3.65464390422042	0.926701082417721	0.694165228634561	0.00096401689264368	0	0	0.172488	0	0.00096401689264368	0.173452016892644	213	36	33.228	7.78656554712893	0.07187
-12544650	4305.15264055929	29.34190391616	12.1928805638926	5.3189668559733	1.14173960253269	0.769421353631495	0.00211473735183676	1.55555050908613e-05	0.00123456790123457	0	0	0.00213029285692762	0.00336486075816219	135	25	45.864	13.8147566718995	0.176
-128245297	3696.0988418696	23.9065542812175	10.9102642178312	4.47186228619733	1.01231576189227	0.700936905468819	0.00193627359891222	5.92889725242563e-05	0.00675068493150685	0	0.0786736982709745	0.00199556257143648	0.0874199457739178	125	0	43.092	13.3826232247285	0.16019
-128245298#0	135.54868231233	0.95020917232248	0.373747588299628	0.169355969741297	0.0352785789740641	0.0234357327256425	7.36207869693628e-05	0	0	0.014688	0	7.36207869693628e-05	0.0147616207869694	123	0	47.268	0.466108149276466	0.00612
-128245298#1	420.789733673604	2.93686374426312	1.1653667896827	0.524821326206982	0.10984498900896	0.0731333812446046	0.000226434226151238	0	0	0.045192	0	0.000226434226151238	0.0454184342261512	124	0	47.052	1.4407039020658	0.01883
-128363658#0	165.453366702177	1.1439193071768	0.462447424982608	0.205584386657064	0.0434662872307804	0.0290786268729067	0.000500570376038515	0	0	0	0	0.000500570376038515	0.000500570376038515	22	0	46.584	3.21870170015456	0.04165
-128363658#1	247.145131403255	1.707490448013	0.691252771400242	0.307002403116037	0.0649588556298025	0.0434729885661086	0.000715079197722684	0	0	0	0	0.000715079197722684	0.000715079197722684	23	0	46.548	4.60170146945089	0.0595
-128363658#2	109.373677238226	0.7567395096438	0.30549229493285	0.135941557774229	0.0287197025253361	0.0192061981306373	0.000316577228909708	0	0	0	0	0.000316577228909708	0.000316577228909708	23	0	46.62	2.03397683397683	0.02634
-128363658#3	1362.21952403849	9.364093537176	3.82810656912741	1.68875301351267	0.359241467067261	0.241036729036414	0.00312182189715887	0	0	0	0	0.00312182189715887	0.00312182189715887	29	0	46.296	20.2021772939347	0.2598
-128363658#4	352.811156335032	2.03759184852	1.10483610200184	0.406253254477645	0.101746145468638	0.0752375765981588	0.000780807361442976	0	0	0	0	0.000780807361442976	0.000780807361442976	29	0	35.136	6.14139344262295	0.05994
-128363658#5	426.07170779615	2.40578301894864	1.32032541257602	0.462915207532893	0.111167281007739	0.0892933027228647	0.000964442046822131	0	0	0	0	0.000964442046822131	0.000964442046822131	29	0	17.208	10.5481171548117	0.05042
-128823190#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001
-128825640#0	203.818418310711	1.1240636015916	0.6427058917243	0.225372119536923	0.0573519032357783	0.0449224019831111	0.000657447499290708	0	0	0	0	0.000657447499290708	0.000657447499290708	20	0	24.804	6.01306240928882	0.04143
-128825640#1	508.718826185118	2.8157435003712	1.60868513575919	0.568922128363064	0.145960143044913	0.112450581096809	0.00163284692610194	0	0	0	0	0.00163284692610194	0.00163284692610194	20	0	28.368	14.1142131979695	0.11122
-13278020#0	944.706859813379	6.39336954993408	2.69217985506546	1.1638966853017	0.251684897408813	0.170225889897697	0.000281688340848322	0	0	0.056256	0	0.000281688340848322	0.0565376883408483	222	0	45.504	1.85443037974684	0.02344
-13278020#1	1438.32989618618	9.7752489636024	4.08381166165507	1.77503669535079	0.382151246347065	0.257906540904007	0.000429332859792595	0	0	0.085752	0	0.000429332859792595	0.0861813328597926	222	0	45.72	2.81338582677165	0.03573
-13278020#2	822.512723579582	5.5314835020774	2.3565335415227	1.01081237424403	0.220011615377682	0.149285646563457	0.000244867868165149	0	0	0.048888	0	0.000244867868165149	0.0491328678681652	222	0	45.18	1.62310756972112	0.02037
-13278020#3	449.163591523389	2.86137819894528	1.33947208033025	0.540096112734206	0.124084553440105	0.0866113559024557	0.000132047482407308	0	0	0.026112	0	0.000132047482407308	0.0262440474824073	222	0	42.228	0.927536231884058	0.01088
-13278020#4	554.851329543489	3.30906638687436	1.71538623545291	0.648770740236649	0.158290830084507	0.114648902371929	0.00016109675431528	0	0	0.030744	0	0.00016109675431528	0.0309050967543153	222	0	37.908	1.21652421652422	0.01281
-13278020#5	1197.70200345742	7.17765060264	3.56362854954219	1.2821552805544	0.269627781063236	0.219661328024585	0.000360442192382874	0	0	0.0354	0	0.000360442192382874	0.0357604421923829	224	0	7.956	6.67420814479638	0.01475
-13278020#6	1494.36936929127	8.66514467957118	4.55356547432069	1.61108904308748	0.365538052579191	0.29628217544002	0.000437633946647851	0	0	0.048792	0	0.000437633946647851	0.0492296339466478	227	0	12.708	5.75920679886686	0.02033
-13278020#7	1163.57392232002	6.4908268423968	3.67763646913163	1.31151888284464	0.335921430967058	0.255903508840305	0.000325686839231405	0	0	0.055488	0	0.000325686839231405	0.0558136868392314	229	0	30.456	2.73286052009456	0.02312
-13278020#8	45.0243603162984	0.266547688674	0.139647773497562	0.0524691995966265	0.0128818470008728	0.00937232654681719	1.2658631577095e-05	0	0	0.0024	0	1.2658631577095e-05	0.0024126586315771	229	0	37.332	0.0964320154291225	0.001
-13278159#0	1754.29424826626	10.6156019373048	5.17809673634524	1.87447717636472	0.384793885380684	0.313674401536535	0.000879436890909354	0	0	0.083352	0	0.000879436890909354	0.0842314368909094	135	25	6.624	18.875	0.03473
-13278159#1	424.042654577607	2.5665682635936	1.30189829812354	0.499070479603274	0.120213178895901	0.0863139416674316	0.000202955859860381	0	0	0.039168	0	0.000202955859860381	0.0393709558598604	135	25	38.988	1.50692520775623	0.01632
-13714843#0	222.650459847038	1.5316303118949	0.625274929716647	0.276100184514911	0.0586890024351472	0.0393635651191933	0.000290197349224929	0	0	0.05796	0	0.000290197349224929	0.0582501973492249	51	0	46.332	1.87645687645688	0.02415
-13714843#1	1736.03312837771	11.840392146645	4.91360815475002	2.14545541154964	0.460188530007965	0.310009639974715	0.00225771034882704	0	0	0	0	0.00225771034882704	0.00225771034882704	51	0	45.9	14.7372549019608	0.1879
-13714843#2	1764.79423370449	11.9182557880467	5.0383199142021	2.17243729133822	0.470803226346309	0.318769658240799	0.00228938788183506	0	0	0	0	0.00228938788183506	0.00228938788183506	51	0	45.396	15.1062648691515	0.19049
-13714843#3	2109.4018358	12.1064610490949	6.4704916447393	2.28014686389308	0.528954084802932	0.427546016482381	0.00178946076405416	0	0	0	0	0.00178946076405416	0.00178946076405416	78	0	14.328	21.8015075376884	0.08677
-13715172	2294.99079450389	15.13066959315	6.68052977943106	2.7981071766815	0.621485641839623	0.42604654880207	0.00351046269184111	0.000310072305086697	0.0441860465116279	0	0.125702080276518	0.0038205349969278	0.173708661785074	43	0	44.136	23.7724306688418	0.29145
-13715172.291	555.320749928004	3.44791956651156	1.59988111772632	0.590504842424691	0.113124424235697	0.0921960124089423	0.00090393853451562	7.73238279418317e-05	0.0210697977821265	0	1.15303270662496	0.000981262362457452	1.17508376676955	42	0	3.132	37.3908045977012	0.03253
-13797599#0	432.081705612775	2.7929240002248	1.27600564093349	0.522633890494321	0.118385974151986	0.0819993726141628	0.000601919124837774	0	0	0	0	0.000601919124837774	0.000601919124837774	47	0	43.056	4.16304347826087	0.04979
-13797599#1	3412.18567885929	18.8149329926213	10.7693368529487	3.78094387250537	0.96476992456892	0.753355332227233	0.00318643497714873	0	0	0	0	0.00318643497714873	0.00318643497714873	69	0	25.524	28.7884344146685	0.20411
-13797599#10	75.9970513156096	0.53628211399392	0.208122412876809	0.0952021592972486	0.0196895176883516	0.0130360178156103	0.000121098020722006	0	0	0.024144	0	0.000121098020722006	0.024265098020722	42	0	47.592	0.760968229954614	0.01006
-13797599#2	779.363473855282	4.58092713399354	2.35292081332761	0.837641481029444	0.18438265767592	0.149856369635425	0.00102189336441552	0	0	0	0	0.00102189336441552	0.00102189336441552	51	0	10.692	15.1481481481481	0.04499
-13797599#3	631.786071303583	3.97834078242024	1.89787822107385	0.756088610788004	0.175640855137186	0.123362955403073	0.000806517751876091	0	0	0	0	0.000806517751876091	0.000806517751876091	51	0	41.544	5.73570190641248	0.06619
-13797599#4	670.447818738545	4.09581416335392	1.96235004360616	0.715089309944776	0.143219399104478	0.116775585021074	0.00108442290383664	0	0	0	0	0.00108442290383664	0.00108442290383664	42	0	5.328	27.9527027027027	0.04137
-13797599#5	569.944074806673	3.8091144136752	1.64134062152873	0.698683120016871	0.153052017056672	0.104185052705689	0.000895485157099322	0	0	0	0	0.000895485157099322	0.000895485157099322	42	0	44.856	5.97592295345104	0.07446
-13797599#6	969.759610618872	6.863454805788	2.64749442470294	1.21625720445965	0.25073375362087	0.165757356617259	0.00154651900840512	0	0	0	0	0.00154651900840512	0.00154651900840512	42	0	47.736	9.68552036199095	0.12843
-13797599#7	442.582813219698	3.1277481302592	1.21016285362865	0.55475350407606	0.114548362882226	0.0757833808445999	0.000705520989058661	0	0	0	0	0.000705520989058661	0.000705520989058661	42	0	47.664	4.42598187311178	0.0586
-13797599#8	323.948248217772	2.30294384512416	0.880194109650611	0.40701146575199	0.0834983179832176	0.0550757932281011	0.000517247282810132	0	0	0	0	0.000517247282810132	0.000517247282810132	42	0	47.952	3.22297297297297	0.04293
-13797599#9	435.239181230912	3.08723952324312	1.18541696210508	0.546353520193422	0.112358310196946	0.0741954101614921	0.000694518947673964	0	0	0	0	0.000694518947673964	0.000694518947673964	42	0	47.844	4.33860045146727	0.05766
-13797704#0	619.333028194467	3.43507398051738	1.95853951788581	0.694334919624348	0.178135623693738	0.136752003762614	0.000845385521403121	0	0	0	0	0.000845385521403121	0.000845385521403121	47	0	29.052	7.23543990086741	0.05839
-13797704#1	217.044931712764	1.39224195023424	0.644328164739777	0.261718235762226	0.0597291467069848	0.0415387042491837	0.000301843542771715	0	0	0.02492	0	0.000301843542771715	0.0252218435427717	47	0	42.624	2.10472972972973	0.02492
-13798697	1103.24967169699	7.1220988226976	3.26097798719277	1.33376583798985	0.302503571720154	0.209669389770391	0.00180533786462596	0.000344024053965152	0.091398401826484	0	0.263805758214453	0.00214936191859111	0.357353521959528	40	0	42.984	12.5033500837521	0.14929
-14326205#0	329.350452178506	2.06649987326496	0.991511057518678	0.393567995508281	0.0917358248873437	0.0645564145321249	0.000510155993274285	0	0	0	0	0.000510155993274285	0.000510155993274285	42	24	41.328	3.64198606271777	0.04181
-14326205#1	412.203636530969	2.78961685394112	1.17467795954463	0.507842661714637	0.109817589333829	0.0742746071108365	0.000649661762212469	0	0	0	0	0.000649661762212469	0.000649661762212469	42	24	45.504	4.27689873417721	0.05406
-14326205#2	129.192405280125	0.87370476682104	0.368389005058877	0.159122954826635	0.0344344091626375	0.0232979428642244	0.000203580344110672	0	0	0.040656	0	0.000203580344110672	0.0408595803441107	42	24	45.468	1.34125098970705	0.01694
-14326205#3	149.925512157507	1.0089670906224	0.429291943897502	0.184299454077412	0.0400854523016876	0.0271896566539581	0.000235962759247183	0	0	0.047112	0	0.000235962759247183	0.0473479627592472	42	24	45.216	1.56289808917197	0.01963
-14326205#4	816.34690591627	5.433467670972	2.35875927142207	0.999098287856845	0.219783679228736	0.149928875561496	0.000978480043266473	0	0	0	0	0.000978480043266473	0.000978480043266473	55	24	44.64	6.55887096774194	0.08133
-14327505#0	217.719064296092	1.34212475882616	0.631813739215488	0.231823645537063	0.0453126624986067	0.036941871135596	0.000251577549153478	0	0	0.022296	0	0.000251577549153478	0.0225475775491535	59	0	4.104	8.14912280701754	0.00929
-14327505#1	1451.37713660689	8.14362181081392	4.51532247460193	1.58085901177343	0.384770715798905	0.308015857326413	0.00160929996303375	0	0	0	0	0.00160929996303375	0.00160929996303375	59	0	18.504	16.9221789883269	0.08698
-14327505#2	938.059923309882	5.4304575473016	2.86149332088982	1.01173257903554	0.230374023318194	0.186652434553784	0.00188833349433506	0	0	0	0	0.00188833349433506	0.00188833349433506	33	0	12.96	24.5305555555556	0.08831
-14327505#3	122.102011024668	0.7064655179076	0.382120860300718	0.140728716830468	0.0351961246927485	0.0259931033561218	0.000237515955770897	0	0	0.01828	0	0.000237515955770897	0.0185175159557709	33	0	35.316	1.86340468909276	0.01828
-14328611	396.940645463936	2.19290500161612	1.24875572795892	0.43711100348955	0.110419557664806	0.0870150321745572	0.000259401713014249	2.77598404822624e-05	0.00944836492781698	0.037872	0	0.000287161553496511	0.0476075264813135	99	46	23.292	2.43894899536321	0.01578
-14333888#0	40.2920368907254	0.2226911125086	0.127389537700568	0.0449648692597446	0.0115309314079839	0.00891102403922112	0.000431368745778815	0	0	0	0	0.000431368745778815	0.000431368745778815	6	0	27.756	3.76264591439689	0.02901
-14333888#1	22.425391334496	0.126568264158	0.0707122369020197	0.0254890698283109	0.00648792676120128	0.00488447573781651	0.000239496164071005	0	0	0	0	0.000239496164071005	0.000239496164071005	6	0	32.436	1.95560488346282	0.01762
-14333888#2	25.4618239256581	0.14296131649548	0.0803818435760016	0.0288403713071338	0.0073634316848121	0.00557059419012775	0.00027191913701367	0	0	0	0	0.00027191913701367	0.00027191913701367	6	0	31.644	2.24459613196815	0.01973
-14333888#3	56.9278936112247	0.3170608337232	0.177962958189098	0.0622416262645764	0.0153988184069239	0.0122618227387406	0.000617918770749302	0	0	0	0	0.000617918770749302	0.000617918770749302	6	0	20.304	6.1968085106383	0.03495
-14333980	105.960514308056	0.59818922617344	0.334096291732374	0.120455854351589	0.0306557342562636	0.023074164457846	0.00169744702202282	0.000183229503526452	0.0412671232876712	0	0	0.00188067652554927	0.0431477998132205	4	0	32.472	13.8536585365854	0.12496
-156211618#0	7894.8826854874	43.9740451610641	24.9578791487913	8.88730430725033	2.27764566586389	1.73827119674812	0.00192442191602171	0	0	0.13577	0	0.00192442191602171	0.137694421916022	263	0	30.132	16.221027479092	0.13577
-156211618#1	940.42072220622	6.3465359211648	2.68641544150921	1.15732197017081	0.250993041155665	0.170002516109049	0.000236529807281787	0	0	0.047232	0	0.000236529807281787	0.0474685298072818	263	0	45.36	1.56190476190476	0.01968
-156211618#2	47.7659529480087	0.322805899128	0.136285507384381	0.0588156499775169	0.012737059791627	0.0086208579899251	1.2018061329959e-05	0	0	0.0024	0	1.2018061329959e-05	0.00241201806132996	263	0	45.432	0.0792393026941363	0.001
-157156090#0	104.78519006961	0.61651850086512	0.316125774610273	0.112596466766681	0.0247285858913145	0.0201013514664742	0.000500715800022457	0	0	0	0	0.000500715800022457	0.000500715800022457	14	0	10.548	7.49488054607509	0.02196
-167487356#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01416
-167487356#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05981
-167487356#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17277
-167487356#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0883
-167487356#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04638
-167487356#5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20481
-167487370	191.443696229124	1.0998451282269	0.600574504189328	0.21983752211618	0.0552769104060136	0.0410294404149242	0.000101492013521277	3.47108864196331e-06	0.00406807804068078	0.018552	0	0.000104963102163241	0.022725041142844	121	0	34.596	0.804370447450572	0.00773
-167487441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00825
-167487519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01894
-172963174#2	861.452406856387	4.8046540582404	2.72280680173772	0.970844195793244	0.248681464891741	0.189483182407418	0.00153383096134358	0	0	0	0	0.00153383096134358	0.00153383096134358	36	0	30.42	12.8769230769231	0.10881
-172963174#3	684.309662376833	3.8439196620516	2.16013297441045	0.775350115815908	0.197911073748294	0.149659008487589	0.00121800478724169	0	0	0	0	0.00121800478724169	0.00121800478724169	36	0	31.716	10.044267877412	0.08849
-172963174#4	46.6422115539312	0.26605928385	0.146647057019208	0.0533517881852217	0.0134843007068886	0.0100625745133594	8.3062280732496e-05	0	0	0.015	0	8.3062280732496e-05	0.0150830622807325	36	0	33.804	0.665601703940362	0.00625
-172963174#5	332.241559438461	1.868391847728	1.04851573836565	0.376735159831103	0.0961011712236918	0.072591769042051	0.000591352638013627	0	0	0	0	0.000591352638013627	0.000591352638013627	36	0	31.896	4.86455981941309	0.0431
-193149514	498.350984324843	2.877090065202	1.56079231575134	0.573732217120784	0.143730859285514	0.106310717835313	0.000515854172745168	8.40795970580518e-05	0.0271026660774783	0	0	0.00059993376980322	0.0277025998472815	62	0	35.1	4.05948717948718	0.03958
-198514517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05117
-200072875	1622.40296287236	9.18301446668448	5.1120957295711	1.84735048760482	0.469368681615004	0.352485884609132	0.000580833222992819	2.00109867463172e-05	0.00196423560623453	0.103248	0	0.000600844209739136	0.105813079815974	179	0	32.832	4.71710526315789	0.04302
-207634492	707.209058415254	4.3353197267226	2.06333062260303	0.75381033357064	0.149593387522645	0.121971950066674	0.000397591780354904	1.17631572051795e-05	0.00406807804068078	0.035952	0	0.000409354937560083	0.0404294329782409	121	0	4.86	11.0962962962963	0.01498
-207634505#0	1529.78841067699	9.12041054181	4.57026906801745	1.63934089490618	0.349086822245135	0.284259203740575	0.000381136981850346	0	0	0.03816	0	0.000381136981850346	0.0385411369818503	270	0	8.676	6.59751037344398	0.0159
-207634505#1	1398.63144291157	8.1763931634588	4.23850495494998	1.50501342661232	0.335365973032713	0.272302785480522	0.000345594559986536	0	0	0.037296	0	0.000345594559986536	0.0376415945599865	270	0	11.484	4.87147335423198	0.01554
-207634523#0	6466.50941101655	37.778237019432	20.1648264619078	7.48881074702643	1.85871719047017	1.36378033071305	0.00152225717671714	0	0	0.28464	0	0.00152225717671714	0.286162257176717	273	0	36.216	11.7892644135189	0.1186
-207634523#1	746.56199292257	4.3259357400714	2.33514568832903	0.861098375706599	0.21511214040282	0.158701957559742	0.000175573183752421	0	0	0.032496	0	0.000175573183752421	0.0326715731837524	273	0	35.46	1.3746192893401	0.01354
-211090188#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075
-211641909#0	1500.68951533965	10.2207446110086	4.25287585819062	1.85356122168558	0.398170998787083	0.268425914930149	0.000585281810496249	0	0	0.116904	0	0.000585281810496249	0.117489281810496	170	0	45.828	3.82639434406913	0.04871
-211641909#1	611.500475498105	3.7204410167682	1.8725679409242	0.721315355957293	0.172947511694881	0.123807503414883	0.000232632758651246	0	0	0.045048	0	0.000232632758651246	0.0452806327586512	170	0	39.348	1.71729185727356	0.01877
-211641911	4438.46802674286	30.8652930216744	12.3364529432118	5.52776760334221	1.16149990761731	0.77474494877964	0.00174044911702556	2.28456151456352e-05	0.0020870265914585	0	0	0.0017632947321712	0.0038503213236297	170	0	46.872	11.1190476190476	0.14477
-212361874#0	49.5200874501006	0.2779011291351	0.154043958598954	0.0539340371050223	0.0131225368327869	0.0105058651008326	0.000647978382601951	0	0	0	0	0.000647978382601951	0.000647978382601951	5	0	18.468	6.82066276803119	0.03499
-212361874#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00886
-212706762#0	562.964072167866	3.1123856711688	1.76979569878256	0.619303534295423	0.156085878628283	0.123186274629327	0.000131593204915633	0	0	0.019032	0	0.000131593204915633	0.0191635932049156	277	0	22.896	1.24685534591195	0.00793
-212706762#1	2341.27575428577	13.1455216135488	7.28080459215042	2.54941434289362	0.619627249211172	0.496218178061781	0.000551160812801115	0	0	0.071232	0	0.000551160812801115	0.0717831608128011	278	0	18.36	5.81960784313725	0.02968
-212710688	2036.47881867828	14.0595953205926	5.69982545085658	2.52897719507977	0.535519299522194	0.358522107499449	0.00260569969770465	0.000344773923747808	0.0541271513874254	0	0.139724413884029	0.00295047362145246	0.196802038892906	52	0	46.512	16.78173374613	0.21682
-212710692	1483.92635548333	10.3343100677414	4.11859913634786	1.8491859732651	0.387946057381338	0.258576780047258	0.00210552156750614	0.000356066312535402	0.0650150587778102	0	0.191399753330655	0.00246158788004154	0.258876399988507	47	0	46.944	13.4294478527607	0.17512
-212710702	621.104745512223	3.44704373437632	1.96409919911251	0.696784388053669	0.178748539578506	0.137091277914056	0.000847682310089528	0.000182176287819492	0.0464393276984358	0	0	0.00102985859790902	0.0474691862963449	47	0	29.232	7.23645320197044	0.05876
-212711374#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076
-212711374#1	8.20231538464235	0.0455341339536	0.0257002313848246	0.00898767449142574	0.00224069053296371	0.0017785925717249	0.000133242625985298	0	0	0	0	0.000133242625985298	0.000133242625985298	4	0	21.276	1.30626057529611	0.00772
-212711374#2	55.4243917501815	0.30809890368768	0.175247900618169	0.0622788030021558	0.0159708857216981	0.0122203369626702	0.000888530959674047	0	0	0	0	0.000888530959674047	0.000888530959674047	4	0	29.664	7.53883495145631	0.06212
-216891254#0	1442.37149194588	9.92218879581516	4.05064841937154	1.7886288460347	0.380198379385133	0.255004567195978	0.000560687714900008	0	0	0.111984	0	0.000560687714900008	0.1125446877149	171	42	46.332	3.62548562548563	0.04666
-216891254#1	2400.03691887437	16.5100458231266	6.74008451093028	2.9761925333505	0.632631851167204	0.424315357846029	0.000932957440738033	0	0	0.186336	0	0.000932957440738033	0.187268957440738	171	42	46.332	6.03263403263403	0.07764
-216891254#2	3574.42165500381	24.748760130768	9.97683238696618	4.44396084488269	0.938129190722087	0.62713947298834	0.00139183268197441	0	0	0	0	0.00139183268197441	0.00139183268197441	171	42	46.656	8.93518518518518	0.1158
-217344337#0	952.480028050091	6.62840417886462	2.64547529345878	1.18658345603697	0.249131495046726	0.166114505504316	0.000371382006178472	0	0	0.074136	0	0.000371382006178472	0.0745073820061785	171	42	46.908	2.37068303914045	0.03089
-217344337#1	2581.16229032286	17.9625676210022	7.16907532584766	3.21556818079814	0.675131027852425	0.45016009244954	0.00100642239356426	0	0	0.08371	0	0.00100642239356426	0.0847164223935643	171	42	46.908	6.42440521872602	0.08371
-217344337#2	347.678808352812	2.290675386645	1.01258312950874	0.42378413361804	0.0941901048946161	0.0645926028436263	0.00013371032014236	0	0	0.02664	0	0.00013371032014236	0.0267737103201424	171	42	44.1	0.906122448979592	0.0111
-217344337#3	802.14730744098	5.3721147984504	2.30613711069211	0.984149414511749	0.215128218719594	0.146285151275302	0.000343897725601263	0	0	0.06864	0	0.000343897725601263	0.0689838977256013	154	42	44.964	2.28983186549239	0.0286
-217344337#4	442.792265577374	2.60640129295392	1.3766559519513	0.514637097894433	0.12695236623973	0.092697056437782	0.00018496806989045	0	0	0.034872	0	0.00018496806989045	0.0350569680698904	154	42	36.864	1.4189453125	0.01453
-217344337#5	361.152104442187	1.99377193092	1.14145278983194	0.402165891169327	0.103039178769327	0.0798791152536785	0.000150761749751174	0	0	0.024	0	0.000150761749751174	0.0241507617497512	154	42	27.108	1.32802124833997	0.01
-219536349#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04144
-219536349#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04144
-220232893#0	495.030169631524	3.01537427776704	1.45274765645104	0.528281368570322	0.106618397739904	0.0869297695470736	0.000349897863504153	0	0	0.032376	0	0.000349897863504153	0.0327258978635041	96	0	5.724	8.48427672955975	0.01349
-220232893#1	401.585933706068	2.3470970148864	1.21719637878942	0.432154880771654	0.0963507542622261	0.0782289892714516	0.000279054416574359	0	0	0.030144	0	0.000279054416574359	0.0304230544165744	96	0	11.52	3.925	0.01256
-220232893#2	390.451873307964	2.3908089390048	1.19171278953665	0.461835047355577	0.11009835413009	0.0785299682912005	0.000263344579450377	0	0	0.051192	0	0.000263344579450377	0.0514553445794504	96	0	39.78	1.93031674208145	0.02133
-220232893#3	817.915065871808	5.66722157057664	2.2813572503372	1.01717989004203	0.214562774565116	0.143382380091195	0.000561560661103302	0	0	0.04672	0	0.000561560661103302	0.0472815606611033	97	0	46.692	3.60215882806476	0.04672
-220232893#4	227.262381842946	1.55332522497264	0.642003346258932	0.281098136993322	0.0601589665532911	0.0404823598911465	0.000155479656847769	0	0	0.031056	0	0.000155479656847769	0.0312114796568478	97	0	46.008	1.01251956181534	0.01294
-223556668#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18123
-223556668#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01324
-223556668#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01786
-223556668#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00907
-223556668#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07043
-224637998	400.731773278378	2.3766594183255	1.24194646627636	0.467381437879592	0.114573736407089	0.0832663885744862	0.000469226816912039	1.57096718589501e-05	0.00719178082191781	0	0	0.000484936488770989	0.0076767173106888	55	24	37.476	3.56676272814601	0.03713
