edgeid	co2 (g)	co (g)	nox (g)	vocs (g)	pm10 (g)	pm25 (g)	ghg_cost (€/veh)	nox_cost (€/veh)	noise_cost (€/veh)	tc_cost (€/veh)	rc_cost (€/veh)	emissions_indicator (€/veh)	eco_indicator (€/veh)	totalvehicles	totalrouting	speed (km/h)	ttime (s)	length (km)
-12544650	11920.0236841427	75.10518435552	35.7944624624112	14.2687892186009	3.31278436060436	2.32601022322434	0.00214405884995174	1.76036737001814e-05	0.000605464315446908	0.176	0	0.00216166252365192	0.178767126839099	362	0	41.58	15.2380952380952	0.176
-128245297	14549.0096487793	94.9671154371498	42.6676160954943	17.6675506205665	3.96354439036276	2.73129213114946	0.00193260967856289	5.84612895544507e-05	0.00227755901872701	0.384456	0.01990731231553	0.00199107096811734	0.408631942302374	494	0	43.596	13.2279108175062	0.16019
-128245298#0	541.834291228931	3.735369694224	1.51858154900365	0.672484716853448	0.142619274778545	0.0955516296720631	7.35452358764947e-05	0	0	0.014688	0	7.35452358764947e-05	0.0147615452358765	490	0	46.44	0.474418604651163	0.00612
-128245298#1	1666.57020679143	11.5057924815792	4.66450188098409	2.06961054950247	0.438246890446296	0.293399694293136	0.000226295200201912	0	0	0.045192	0	0.000226295200201912	0.0454182952002019	490	0	46.512	1.45743034055728	0.01883
-128363658#0	2427.85695441151	15.1545402609489	6.95531847631293	2.57911961860483	0.486574457356679	0.396404088409584	0.00117962326458868	0	0	0.09996	0	0.00117962326458868	0.101139623264589	141	0	2.412	62.1641791044776	0.04165
-128363658#1	3521.53466369342	21.708429055068	10.2193806079344	3.7496716526041	0.732917497183773	0.597522684411207	0.00161128785518105	0	0	0.1428	0	0.00161128785518105	0.144411287855181	149	0	4.104	52.1929824561403	0.0595
-128363658#2	1434.04028403406	8.5628312438256	4.27907332226499	1.53626070993484	0.32592184399657	0.265437183976958	0.000635049714534186	0	0	0.063216	0	0.000635049714534186	0.0638510497145342	152	0	8.46	11.2085106382979	0.02634
-128363658#3	15664.140124691	88.637409859284	49.3602126615533	17.8330579909892	4.531746549032	3.40402422631136	0.00350979792091213	0	0	0	0	0.00350979792091213	0.00350979792091213	286	109	32.796	28.5181119648738	0.2598
-128363658#4	3323.06857109807	19.9524216361298	10.2419330063974	3.89727695175134	0.945376108686613	0.681980023422068	0.000749735990071906	0	0	0.143856	0	0.000749735990071906	0.144605735990072	286	109	38.412	5.61761949390815	0.05994
-128363658#5	4318.04365654229	24.4554233677008	13.35582157829	4.68641282988969	1.11824127952548	0.899459709109138	0.000978941648337037	0	0	0.121008	0	0.000978941648337037	0.121986941648337	290	112	16.632	10.9134199134199	0.05042
-128823190#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001
-128825640#0	218.233696389046	1.2076873354692	0.690095061044064	0.243998260267365	0.0625972192065083	0.0482438396212991	0.000609148112073694	0	0	0	0	0.000609148112073694	0.000609148112073694	23	0	28.296	5.27099236641221	0.04143
-128825640#1	594.280695230666	3.2833675232472	1.87876208617559	0.662798059541702	0.169934892617396	0.131440886049527	0.00166010303238584	0	0	0	0	0.00166010303238584	0.00166010303238584	23	0	27.576	14.5195822454308	0.11122
-13278020#0	2632.80164058287	17.656742153316	7.56055123748813	3.23195207968953	0.705477623574147	0.479376203852332	0.000281823258595563	0	0	0.056256	0	0.000281823258595563	0.0565378232585956	617	0	45.036	1.87370103916867	0.02344
-13278020#1	4006.3581103376	27.0184582518007	11.4514099261579	4.92902163131691	1.069751527026	0.72482403156033	0.000429445632173225	0	0	0.085752	0	0.000429445632173225	0.0861814456321732	617	0	45.324	2.83796664019063	0.03573
-13278020#2	2288.98828050073	15.3297376941731	6.58073744140872	2.80834511963352	0.613884715296359	0.417435792371687	0.0002449369465209	0	0	0.048888	0	0.0002449369465209	0.0491329369465209	617	0	44.964	1.63090472377902	0.02037
-13278020#3	1252.92274156911	7.92787456190976	3.75252693520271	1.50241443599364	0.3474153226538	0.243375863817733	0.000132340252681456	0	0	0.026112	0	0.000132340252681456	0.0262443402526815	617	0	41.832	0.93631669535284	0.01088
