edgeid	co2 (g)	co (g)	nox (g)	vocs (g)	pm10 (g)	pm25 (g)	ghg_cost (€/veh)	nox_cost (€/veh)	noise_cost (€/veh)	tc_cost (€/veh)	rc_cost (€/veh)	emissions_indicator (€/veh)	eco_indicator (€/veh)	totalvehicles	totalrouting	speed (km/h)	ttime (s)	length (km)
-128363658#2	317.909648977194	2.2236886615896	0.8785164357585	0.396852427357931	0.0828649888661693	0.0551090464671537	0.000316798089113068	0	0	0.063216	0	0.000316798089113068	0.0635327980891131	67	0	47.16	2.01068702290076	0.02634
-128363658#3	3940.54557701074	27.2443302677952	11.0139502836194	4.89633219130682	1.03522152078442	0.692555593116683	0.00312240537082368	0	0	0	0	0.00312240537082368	0.00312240537082368	84	0	46.584	20.0772797527048	0.2598
-128363658#4	982.35973099503	5.85867491446608	3.03707726932647	1.14864327779603	0.280252617198799	0.202984941904399	0.000753796990917866	0	0	0	0	0.000753796990917866	0.000753796990917866	84	0	37.908	5.69230769230769	0.05994
-128363658#5	1115.10233663194	6.18314548074048	3.49698122680427	1.2230090585193	0.30578448706263	0.242395260862169	0.000861812689965187	0	0	0.05042	0	0.000861812689965187	0.0512818126899652	84	0	21.672	8.37541528239203	0.05042
-128823190#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001
-128825640#0	131.444945521704	0.728535194037	0.415676927771288	0.147246892176686	0.0377791576966387	0.0290354697913692	0.000602453854216084	0	0	0	0	0.000602453854216084	0.000602453854216084	14	0	28.836	5.17228464419476	0.04143
-128825640#1	360.956301962591	1.99468516697688	1.14118490212573	0.402719441650533	0.103266531295061	0.0798320233061043	0.00165631572745597	0	0	0	0	0.00165631572745597	0.00165631572745597	14	0	27.684	14.4629388816645	0.11122
-13278020#0	2083.47790664518	14.0409425237357	5.95875044962488	2.56258880117947	0.556564148867385	0.377242639555849	0.000281739652681255	0	0	0.056256	0	0.000281739652681255	0.0565377396526813	489	0	45.288	1.86327503974563	0.02344
-13278020#1	3171.96482363511	21.4664931308923	9.03931172983505	3.90792054251814	0.845061759558592	0.571553523951484	0.000429382441062736	0	0	0.085752	0	0.000429382441062736	0.0861813824410627	489	0	45.504	2.82674050632911	0.03573
-13278020#2	1814.53009269895	12.1438164907886	5.21965017117042	2.22562161323692	0.486850666963836	0.331171732216749	0.000244950046698742	0	0	0.048888	0	0.000244950046698742	0.0491329500466988	489	0	44.928	1.63221153846154	0.02037
-13278020#3	991.992192393207	6.2883454671936	2.96761462056636	1.19041828732191	0.274789360839372	0.192309966282334	0.000132257499809249	0	0	0.026112	0	0.000132257499809249	0.0262442574998092	489	0	41.94	0.933905579399142	0.01088
-13278020#4	1228.60942235433	7.28995736332584	3.80695084043248	1.4332504985762	0.351211642060266	0.255171382838984	0.000161817879598711	0	0	0.030744	0	0.000161817879598711	0.0309058178795987	489	0	37.512	1.22936660268714	0.01281
-13278020#5	2395.26844419681	14.221734654897	7.17833786342751	2.56893270413701	0.552403442447844	0.449612119138136	0.000348167659098477	0	0	0.0354	0	0.000348167659098477	0.0357481676590985	462	0	9.252	5.73929961089494	0.01475
-13278020#6	3274.83987459021	19.3602176577252	9.845846373733	3.51541033778685	0.763614249832179	0.621171694277817	0.000472096058621123	0	0	0.048792	0	0.000472096058621123	0.0492640960586211	465	0	9.864	7.41970802919708	0.02033
-13278020#7	3146.20174803604	17.7648001524499	9.74955634231069	3.41826178195636	0.820882230458492	0.659360243766759	0.000442243159907331	0	0	0.055488	0	0.000442243159907331	0.0559302431599073	467	0	17.208	4.83682008368201	0.02312
-13278020#8	104.666301690923	0.581263890942	0.330971145867022	0.11749850126048	0.0301385851845451	0.0230924888898922	1.43746569931142e-05	0	0	0.0024	0	1.43746569931142e-05	0.00241437465699311	467	0	29.412	0.122399020807834	0.001
-13278159#0	4197.12886191055	25.277885771687	12.4378551166971	4.4887407229335	0.93247178960265	0.759939821805204	0.000864346073101792	0	0	0.083352	0	0.000864346073101792	0.0842163460731018	328	38	7.272	17.1930693069307	0.03473
-13278159#1	1544.32082737206	8.7008932482048	4.79208696063428	1.67924259085999	0.405134341899587	0.325063251071779	0.000308712742400517	0	0	0.039168	0	0.000308712742400517	0.0394767127424005	328	38	17.64	3.33061224489796	0.01632
-13714843#0	982.785644608481	6.74613199134	2.76548368230148	1.21767120095646	0.259423470451691	0.174190251215148	0.000290184267918432	0	0	0.05796	0	0.000290184267918432	0.0582501842679184	225	0	46.224	1.88084112149533	0.02415
-13714843#1	7746.03976725324	51.00039740844	22.5711511027374	9.43907410736691	2.09934195134957	1.44016450449477	0.00226365989271522	0	0	0	0	0.00226365989271522	0.00226365989271522	225	0	44.064	15.3513071895425	0.1879
-13714843#2	7871.42600755151	51.5158916313825	23.0397084739391	9.56880344151141	2.14102430413471	1.47335329748738	0.00229707135761861	0	0	0	0	0.00229707135761861	0.00229707135761861	225	0	43.74	15.6781893004115	0.19049
-13714843#3	7928.69214802062	46.861034417604	23.8421215375251	8.51158517528669	1.84996451367922	1.50482380162132	0.00201300501111619	0	0	0.208248	0	0.00201300501111619	0.210261005011116	264	0	9.9	31.5527272727273	0.08677
-13715172	5402.60281765555	34.63328031921	16.0451591630676	6.51292351165668	1.48728700089433	1.03468173780303	0.00353079778344251	0.000323785512364504	0.0203013698630137	0	0.0540518945189029	0.00385458329580701	0.0782078476777236	100	0	42.588	24.636517328825	0.29145
-13715172.291	1303.48108028461	8.1082211330064	3.74802687960129	1.38558587432571	0.264031360311229	0.215158637878415	0.000909990499824439	7.75547665949651e-05	0.0119513558848197	0.078072	0.494156874267842	0.000987545266419404	0.585167775419081	98	0	2.88	40.6625	0.03253
-13797599#0	794.994786108918	5.08029849826512	2.3659739949595	0.957155018678084	0.219241833586955	0.152777688861005	0.000603722481302985	0	0	0.04979	0	0.000603722481302985	0.050393722481303	86	0	42.408	4.22665534804754	0.04979
-13797599#1	5154.80241217144	28.5136337642579	16.197522014083	5.66706331845102	1.42610686263953	1.12656525571265	0.00340758453574955	0	0	0	0	0.00340758453574955	0.00340758453574955	98	0	22.644	32.449920508744	0.20411
-13797599#10	96.4683090429447	0.66124009800048	0.271811318292609	0.119456152349175	0.0254885075988748	0.0171268060261994	0.000120877558802728	0	0	0.024144	0	0.000120877558802728	0.0242648775588027	53	0	46.152	0.784711388455538	0.01006
-13797599#2	1140.22000183961	6.80136054727074	3.40506810351204	1.2217482667855	0.25984174991972	0.211598642483909	0.00108052782646282	0	0	0.04499	0	0.00108052782646282	0.0460705278264628	71	0	8.604	18.8242677824268	0.04499
-13797599#3	875.942858233683	5.5561004425668	2.61942904394112	1.05141948084456	0.242561580843787	0.169699808760425	0.000804442111303246	0	0	0	0	0.000804442111303246	0.000804442111303246	71	0	41.976	5.67667238421955	0.06619
-13797599#4	866.500871257932	5.3330156657064	2.51847368753337	0.922910560952645	0.181184783336069	0.147720379282642	0.00111390700830803	0	0	0	0	0.00111390700830803	0.00111390700830803	53	0	4.32	34.475	0.04137
-13797599#5	731.998273398458	4.6865476024542	2.17578259667571	0.881983798959358	0.201655634061482	0.140382389876877	0.000902368735964291	0	0	0	0	0.000902368735964291	0.000902368735964291	53	0	42.516	6.30482641828958	0.07446
-13797599#6	1232.43463734663	8.42361940764792	3.48155798951691	1.52438374408832	0.326239624552077	0.219534188310408	0.00154314160192883	0	0	0	0	0.00154314160192883	0.00154314160192883	53	0	46.008	10.0492957746479	0.12843
-13797599#7	561.736490457791	3.8559257858208	1.58068354644434	0.695991390095341	0.148280177507037	0.0995629320863136	0.000704132426501869	0	0	0	0	0.000704132426501869	0.000704132426501869	53	0	46.224	4.56386292834891	0.0586
-13797599#8	411.313575110923	2.82945896346474	1.15510233819266	0.510053983538288	0.108419194049175	0.0727183258880764	0.000515866343777483	0	0	0	0	0.000515866343777483	0.000515866343777483	53	0	46.332	3.33566433566434	0.04293
-13797599#9	552.821827695489	3.79201736085804	1.55662271746951	0.684750994447576	0.145995850152766	0.0980649567422852	0.000692829625783195	0	0	0	0	0.000692829625783195	0.000692829625783195	53	0	46.188	4.49415432579891	0.05766
-13797704#0	1295.09395593969	7.16433580706592	4.06918893434593	1.4236659505879	0.358182900340965	0.282987039067033	0.000975655370229131	0	0	0	0	0.000975655370229131	0.000975655370229131	86	0	22.608	9.29777070063694	0.05839
-13797704#1	402.678328718423	2.51914647311376	1.21439653761939	0.480606258422959	0.112334091168361	0.0791787281935668	0.000304433930780033	0	0	0.059808	0	0.000304433930780033	0.06011243393078	86	0	41.148	2.18022747156605	0.02492
-13798697	1785.56473141254	11.6321141439048	5.24398722744181	2.16657585375285	0.487003480295231	0.335942007985023	0.00180178367051176	0.000339255177541762	0.0612820512820513	0	0.162342005055048	0.00214103884805352	0.225765095185153	65	0	43.488	12.3584437086093	0.14929
-14326205#0	883.254895707798	5.3598097571568	2.70830805309636	1.04069755909804	0.25010542776756	0.179310623217141	0.000519057031521226	0	0	0.100344	0	0.000519057031521226	0.100863057031521	110	64	39.168	3.84283088235294	0.04181
-14326205#1	1081.3708980373	7.277398177104	3.09636304196794	1.32930055262443	0.289125185766702	0.196111408993071	0.000649829178038854	0	0	0.05406	0	0.000649829178038854	0.0547098291780389	110	64	45.216	4.30414012738853	0.05406
-14326205#2	338.925864550455	2.279311643994	0.971036854514321	0.416516909729979	0.0906583263885621	0.0615148743308138	0.000203635821635622	0	0	0.040656	0	0.000203635821635622	0.0408596358216356	110	64	45.18	1.34980079681275	0.01694
-14326205#3	393.348294703892	2.6324994702864	1.13149983130172	0.482463459683231	0.10553800148932	0.0717903972194991	0.000236051517756323	0	0	0.047112	0	0.000236051517756323	0.0473480515177563	110	64	44.928	1.57291666666667	0.01963
-14326205#4	2552.85170908146	16.501325362056	7.53897501083722	3.0878576973773	0.699455294031861	0.484473736801236	0.000983211135229085	0	0	0.08133	0	0.000983211135229085	0.0823132111352291	170	64	43.056	6.80016722408027	0.08133
-14327505#0	354.46790934201	2.1926745144375	1.02512234315931	0.377188194472406	0.0730219696871785	0.059524439601779	0.000254722791405956	0	0	0.022296	0	0.000254722791405956	0.022550722791406	95	0	3.636	9.1980198019802	0.00929
-14327505#1	2750.35755694253	16.0241166312998	8.35415311669916	2.96184416324298	0.665002562730602	0.539584256980326	0.00190856074420513	0	0	0	0	0.00190856074420513	0.00190856074420513	96	0	11.988	26.1201201201201	0.08698
-14327505#2	2152.59886537159	12.5902324564844	6.52118504843202	2.31607477733476	0.515532259913567	0.418629250227267	0.00196770104704956	0	0	0	0	0.00196770104704956	0.00196770104704956	73	0	11.412	27.8580441640379	0.08831
-14327505#3	267.35648451968	1.55818021704	0.83447621152832	0.309261007096	0.07690614716544	0.056517338755328	0.0002352977883528	0	0	0.043872	0	0.0002352977883528	0.0441072977883528	73	0	36	1.828	0.01828
-14328611	417.663391252276	2.3322821164992	1.30338483163601	0.45597354709401	0.112147528559683	0.0894888350992482	0.000283816487987047	2.98773431667094e-05	0.0128959760273973	0.037872	0	0.000313693831153756	0.051081669858551	96	61	19.62	2.8954128440367	0.01578
