edgeid	co2 (g)	co (g)	nox (g)	vocs (g)	pm10 (g)	pm25 (g)	ghg_cost (€/veh)	nox_cost (€/veh)	noise_cost (€/veh)	tc_cost (€/veh)	rc_cost (€/veh)	emissions_indicator (€/veh)	eco_indicator (€/veh)	totalvehicles	totalrouting	speed (km/h)	ttime (s)	length (km)
-128363658#2	417.610060358572	2.91893075556192	1.1548764938027	0.521158534432656	0.108906716104709	0.0724549007161549	0.00031677926056317	0	0	0.063216	0	0.00031677926056317	0.0635327792605632	88	24	47.124	2.0122230710466	0.02634
-128363658#3	4922.60777720618	34.132790045592	13.7207316365699	6.12364506744847	1.29071471899827	0.86220690347332	0.00312283591124102	0	0	0	0	0.00312283591124102	0.00312283591124102	105	24	46.728	20.0154083204931	0.2598
-128363658#4	1229.69365108834	7.32341603322	3.8041318052932	1.43692887579696	0.351011816433986	0.254451987823002	0.000754701231096216	0	0	0.05994	0	0.000754701231096216	0.0606947012310962	105	24	37.8	5.70857142857143	0.05994
-128363658#5	1429.07316953242	7.952094016461	4.47019467100937	1.56333853020868	0.387576107298249	0.308373802861735	0.000885852069171972	0	0	0.05042	0	0.000885852069171972	0.051305852069172	105	24	20.556	8.83012259194396	0.05042
-128823190#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001
-128825640#0	131.53674331177	0.728961943752	0.415967101965682	0.147330502490976	0.0378007712212838	0.0290575498006779	0.000602893682077032	0	0	0	0	0.000602893682077032	0.000602893682077032	14	0	28.8	5.17875	0.04143
-128825640#1	360.956301962591	1.99468516697688	1.14118490212573	0.402719441650533	0.103266531295061	0.0798320233061043	0.00165631572745597	0	0	0	0	0.00165631572745597	0.00165631572745597	14	0	27.684	14.4629388816645	0.11122
-13278020#0	1790.33790108182	12.2543172640128	5.05107340723759	2.21570491871149	0.473480612357573	0.318383924669782	0.000281643346903119	0	0	0.056256	0	0.000281643346903119	0.0565376433469031	422	0	46.08	1.83125	0.02344
-13278020#1	2733.58469705585	18.764135675987	7.69209838927653	3.38691084799699	0.721577520768909	0.48450423315629	0.000429328525578699	0	0	0.085752	0	0.000429328525578699	0.0861813285255787	423	0	46.224	2.78271028037383	0.03573
-13278020#2	1562.44203066885	10.6187460063804	4.43619993050576	1.92820294297535	0.415126718111304	0.28016105384538	0.000244766592610556	0	0	0.048888	0	0.000244766592610556	0.0491327665926106	423	0	45.72	1.60393700787402	0.02037
-13278020#3	853.116307823884	5.46888550407552	2.53366523611722	1.02844525998582	0.234855094424289	0.163384926436322	0.000131806758908405	0	0	0.026112	0	0.000131806758908405	0.0262438067589084	423	0	42.588	0.919695688926458	0.01088
-13278020#4	1056.22283243758	6.3051504339663	3.26404274886	1.23553519550667	0.301209081438728	0.218039258187121	0.000160969347799727	0	0	0.030744	0	0.000160969347799727	0.0309049693477997	423	0	37.98	1.21421800947867	0.01281
-13278020#5	2073.96159042511	12.323456291034	6.21182383110128	2.22398239676214	0.477361880896774	0.388569760872605	0.000349174283349042	0	0	0.0354	0	0.000349174283349042	0.035749174283349	399	0	9.144	5.80708661417323	0.01475
-13278020#6	2733.98485194337	16.022095981032	8.27120938125547	2.94032952937509	0.651601186965719	0.529314263460904	0.000456479553895677	0	0	0.048792	0	0.000456479553895677	0.0492484795538957	400	0	11.124	6.57928802588997	0.02033
-13278020#7	2508.54587733929	13.96956205344	7.84269187155033	2.74291494467656	0.678810408268001	0.540464173503694	0.000408396522367845	0	0	0.055488	0	0.000408396522367845	0.0558963965223678	400	0	20.34	4.09203539823009	0.02312
-13278020#8	83.1646071047168	0.4736726304	0.261593795212103	0.0950460206071398	0.0240477651980077	0.0179669059929585	1.3327908083641e-05	0	0	0.0024	0	1.3327908083641e-05	0.00241332790808364	400	0	33.624	0.107066381156317	0.001
-13278159#0	4592.79179314258	27.6825911238044	13.6015051212141	4.911148157488	1.0182219873185	0.829863224541247	0.000866843813875827	0	0	0.083352	0	0.000866843813875827	0.0842188438138758	358	65	7.164	17.4522613065327	0.03473
-13278159#1	1836.44886960057	10.5633721306829	5.62524694525814	1.98391462441945	0.458044888218734	0.370477075450976	0.000339780957834616	0	0	0.039168	0	0.000339780957834616	0.0395077809578346	358	65	13.968	4.20618556701031	0.01632
-13714843#0	993.314857360896	6.89752643832	2.76477048594142	1.23638138005536	0.260194650400742	0.173683657706792	0.00029030994633816	0	0	0.05796	0	0.00029030994633816	0.0582503099463382	228	0	46.8	1.85769230769231	0.02415
-13714843#1	7839.3766882459	51.7888907632152	22.7844199204571	9.56569350999046	2.12030300717046	1.45200593622097	0.00226259557105007	0	0	0	0	0.00226259557105007	0.00226259557105007	228	0	44.244	15.2888527257933	0.1879
-13714843#2	7969.98786311999	52.2649608481066	23.29378784365	9.6963706878733	2.16525406292126	1.48848105980439	0.00229629674571548	0	0	0	0	0.00229629674571548	0.00229629674571548	228	0	43.848	15.6395730706076	0.19049
-13714843#3	8177.96455483088	48.2976982627121	24.6052953068157	8.78057660886924	1.91178243918266	1.55494095019497	0.00200720502224961	0	0	0.208248	0	0.00200720502224961	0.21025520502225	273	0	10.008	31.2122302158273	0.08677
-13715172	5507.33270305568	34.7003704800045	16.5378877535102	6.59251789920083	1.53058468093471	1.07467170447376	0.00355048836260475	0.000332322352153771	0.0201003662010037	0	0.0535167272464385	0.00388281071475852	0.0774999041622007	101	0	41.58	25.2337662337662	0.29145
-13715172.291	1333.47717744938	8.301421348098	3.83104489913179	1.41726034715243	0.269448191334888	0.21956044435965	0.00091259506163814	7.76524723931237e-05	0.0117123287671233	0.078072	0.484273736782485	0.000990247534031263	0.57504831308364	100	0	2.772	42.2467532467533	0.03253
-13797599#0	802.473088983714	5.1507499871061	2.38124211080616	0.967890766562814	0.22075549714262	0.153473232421552	0.000602978503013459	0	0	0.04979	0	0.000602978503013459	0.0503929785030135	87	0	42.66	4.20168776371308	0.04979
-13797599#1	5134.56829026613	28.4202703113987	16.1248899050658	5.64077109923461	1.41690195370497	1.12046867028193	0.0034312988921584	0	0	0	0	0.0034312988921584	0.0034312988921584	97	0	22.356	32.8679549114332	0.20411
-13797599#10	99.8606318728973	0.6919206536418	0.278534759967601	0.124189210819503	0.0261963315489688	0.0175057969620415	0.000120918241667363	0	0	0.024144	0	0.000120918241667363	0.0242649182416674	55	0	46.692	0.775636083269083	0.01006
-13797599#2	1220.36745087702	7.33832575431648	3.62113176014557	1.30555436147259	0.272269564880009	0.221869877657882	0.00111324855351932	0	0	0.04499	0	0.00111324855351932	0.0461032485535193	74	0	7.488	21.6298076923077	0.04499
-13797599#3	909.675421014992	5.80951189992396	2.70838577155308	1.09494898607757	0.250955942289996	0.174935692478161	0.000802725835324387	0	0	0	0	0.000802725835324387	0.000802725835324387	74	0	42.372	5.62361937128292	0.06619
-13797599#4	874.22530289142	5.3336322305343	2.5618845876811	0.93266770014233	0.187450190793501	0.152838096907644	0.0010792338635146	0	0	0	0	0.0010792338635146	0.0010792338635146	55	0	5.508	27.0392156862745	0.04137
-13797599#5	754.838318445348	4.8981778971048	2.22308911174888	0.914463870387438	0.206352030630305	0.14263715953694	0.000899379010590762	0	0	0	0	0.000899379010590762	0.000899379010590762	55	0	43.272	6.19467554076539	0.07446
-13797599#6	1276.9251984724	8.7840705172869	3.58602139998619	1.58346532565969	0.336587969026126	0.225754432472041	0.00154327310811419	0	0	0	0	0.00154327310811419	0.00154327310811419	55	0	46.332	9.97902097902098	0.12843
-13797599#7	582.537031604701	4.010198566704	1.63485878934783	0.722588107714763	0.153479363167842	0.102903113499138	0.000704177357929869	0	0	0	0	0.000704177357929869	0.000704177357929869	55	0	46.368	4.54968944099379	0.0586
-13797599#8	426.691879076635	2.9394695531619	1.19668309898807	0.529426804877477	0.112365682897535	0.0753100520572067	0.000515886624729975	0	0	0	0	0.000515886624729975	0.000515886624729975	55	0	46.404	3.33048875096974	0.04293
-13797599#9	572.722948643875	3.9568611310074	1.60187790569352	0.711433482646612	0.150532713817167	0.100742337332627	0.000692965824213277	0	0	0	0	0.000692965824213277	0.000692965824213277	55	0	46.548	4.45939675174014	0.05766
-13797704#0	1078.22848198979	6.083961908724	3.40010221242112	1.22533545039173	0.311942400278988	0.23490054267968	0.000794143754808144	0	0	0	0	0.000794143754808144	0.000794143754808144	87	0	32.4	6.48777777777778	0.05839
-13797704#1	407.065429945471	2.5495918202916	1.22677124693789	0.486079262975607	0.113488052067569	0.0799408889845592	0.000304285935088491	0	0	0.059808	0	0.000304285935088491	0.0601122859350885	87	0	41.22	2.1764192139738	0.02492
-13798697	1838.47457798682	12.0083638835141	5.38906793808047	2.23313857096805	0.500654549618393	0.344883986208786	0.00180088782843752	0.000337875615746492	0.059452736318408	0	0.157495975053405	0.00213876344418402	0.219087474815996	67	0	43.632	12.3176567656766	0.14929
-14326205#0	381.101292938398	2.42628425057424	1.13695613030952	0.458138768631489	0.105318046400171	0.0735366022524848	0.000507533768395885	0	0	0	0	0.000507533768395885	0.000507533768395885	49	0	42.192	3.56740614334471	0.04181
-14326205#1	479.70349886464	3.27641207563404	1.3560053012444	0.593171413093609	0.127042144892418	0.0855207238366987	0.00064955398177075	0	0	0	0	0.00064955398177075	0.00064955398177075	49	0	45.972	4.23335943617854	0.05406
-14326205#2	150.544930359861	1.02241825879116	0.427703508743608	0.185734580259239	0.0400167030120145	0.0270162813066386	0.000203554574428373	0	0	0.040656	0	0.000203554574428373	0.0408595545744284	49	0	45.684	1.33490937746257	0.01694
-14326205#3	174.876022899338	1.17769957123182	0.500440633990598	0.215030208184522	0.046735758538612	0.0316891506112395	0.000235953630884444	0	0	0.047112	0	0.000235953630884444	0.0473479536308844	49	0	45.252	1.56165473349244	0.01963
-14326205#4	1577.69543487628	10.1849137938324	4.66334159493783	1.90734366641938	0.432593379703934	0.299836426477447	0.000983509468350387	0	0	0	0	0.000983509468350387	0.000983509468350387	105	0	42.984	6.81155778894472	0.08133
-14327505#0	756.058975242398	4.61147970635808	2.21613460025742	0.806642133852226	0.162234103160912	0.132277698287174	0.00024211909649492	0	0	0.022296	0	0.00024211909649492	0.0225381190964949	212	134	5.544	6.03246753246753	0.00929
-14327505#1	6063.42043923549	35.2171053770352	18.4559017881324	6.5344204001146	1.47722078964076	1.19780344886797	0.00188495245069519	0	0	0.208752	0	0.00188495245069519	0.210636952450695	214	136	12.456	25.1387283236994	0.08698
-14327505#2	3121.54975160075	18.0623320281096	9.524998407888	3.36709417054146	0.767473799772784	0.621746461822881	0.00188473044550204	0	0	0	0	0.00188473044550204	0.00188473044550204	110	53	13.032	24.3950276243094	0.08831
-14327505#3	398.511029408316	2.342732427948	1.23963345708296	0.462890552849352	0.11430825513627	0.0835329130593288	0.000233017042894741	0	0	0.043872	0	0.000233017042894741	0.0441050170428947	110	53	36.756	1.79040156709109	0.01828
-14328611	374.715823859279	2.07305675717616	1.17727655102868	0.411879062864876	0.103602130859136	0.0818630018894508	0.000263900871626883	2.8163262034912e-05	0.0119614850109192	0.037872	0	0.000292064133661795	0.050125549144581	92	54	22.572	2.51674641148325	0.01578
-14333888#0	259.279119627991	1.43108487496908	0.81939677296446	0.288588393476583	0.0739200018193766	0.057344304205603	0.000438719604615763	0	0	0	0	0.000438719604615763	0.000438719604615763	38	0	26.964	3.87316421895861	0.02901
-14333888#1	142.471185169917	0.8031054560736	0.449377726278599	0.161805619407715	0.0412169681110949	0.0310652162062342	0.000240239249004743	0	0	0.042288	0	0.000240239249004743	0.0425282392490047	38	0	32.256	1.96651785714286	0.01762
-14333888#2	162.934719600605	0.91178152962252	0.51471332520834	0.184108450027836	0.0470884300699402	0.0357453995089776	0.000274775014319171	0	0	0.01973	0	0.000274775014319171	0.0200047750143192	38	0	31.068	2.28621089223638	0.01973
-14333888#3	357.634167560987	1.9893150589896	1.11898337661121	0.391329535469383	0.0971010333047605	0.0772313575557441	0.000612407275716603	0	0	0	0	0.000612407275716603	0.000612407275716603	38	0	20.664	6.08885017421603	0.03495
-14333980	194.976634749882	1.084013073528	0.616494232649597	0.219119747285824	0.0561892401589042	0.0429854921705945	0.00178610057691014	0.000193535190427806	0.0235812133072407	0	0	0.00197963576733795	0.0255608490745787	7	0	29.7	15.1466666666667	0.12496
-156211618#0	9755.64925624345	53.8228987659705	30.7408482637527	10.7720463726429	2.73519977078112	2.1468838882032	0.00217971037253741	0	0	0.325848	0	0.00217971037253741	0.328027710372537	289	153	24.3	20.1140740740741	0.13577
-156211618#1	1034.25799784836	6.9603382908288	2.96146146175184	1.27138591448265	0.276528651086643	0.187567275565242	0.000236563785124022	0	0	0.047232	0	0.000236563785124022	0.047468563785124	289	153	45.216	1.56687898089172	0.01968
-156211618#2	52.4880623649221	0.354718269384	0.149758599369148	0.0646301248802373	0.0139962368052479	0.00947311011060211	1.2018061329959e-05	0	0	0.0024	0	1.2018061329959e-05	0.00241201806132996	289	153	45.432	0.0792393026941363	0.001
-157156090#0	174.190470392455	1.01584680341184	0.528754468763632	0.187543046925647	0.0420176996790402	0.0341000790900196	0.000483708428089083	0	0	0	0	0.000483708428089083	0.000483708428089083	24	0	11.844	6.67477203647416	0.02196
-167487356#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01416
-167487356#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05981
-167487356#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17277
-167487356#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0883
-167487356#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04638
-167487356#5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20481
-167487370	282.269944677416	1.61945962088484	0.885891367838931	0.323901282084378	0.081524226673574	0.0605714606149926	0.000101711166884268	3.4811737419633e-06	0.00330857831819814	0.018552	0	0.000105192340626231	0.0219657706588244	178	88	34.452	0.80773249738767	0.00773
-167487441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00825
-167487519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01894
-172963174#2	1363.80059596714	7.57591705621296	4.31247270980297	1.53141870648121	0.39278834939933	0.30084141596036	0.0015618809156092	0	0	0	0	0.0015618809156092	0.0015618809156092	56	0	29.484	13.2857142857143	0.10881
-172963174#3	1069.27039798552	5.99716375629504	3.3763887486187	1.21022646871353	0.309173499509646	0.234148789726303	0.0012235189836391	0	0	0	0	0.0012235189836391	0.0012235189836391	56	0	31.464	10.1247139588101	0.08849
-172963174#4	73.0731625596448	0.4153373931	0.229987481336997	0.0834132700652787	0.021134530733918	0.0158164563059894	8.3637271817304e-05	0	0	0.015	0	8.3637271817304e-05	0.0150836372718173	56	0	33.372	0.674217907227616	0.00625
-172963174#5	517.806490967026	2.9099411467728	1.6343816489502	0.586876970840655	0.149764693607785	0.113201731768461	0.000592483524295955	0	0	0	0	0.000592483524295955	0.000592483524295955	56	0	31.788	4.88108720271801	0.0431
-193149514	1368.47334669702	7.7873198368452	4.30563983136726	1.56317935231746	0.395747380542224	0.295886630725532	0.000528430249488665	8.68003910012359e-05	0.0169554932056995	0.094992	0	0.000615230640489901	0.112562723846189	166	0	33.516	4.25134264232009	0.03958
-198514517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05117
-200072875	1267.8617071295	7.3493539856496	3.96516666643658	1.46265162652681	0.365280326052089	0.269421179936644	0.00055756081526888	1.89681928052979e-05	0.00240820666791768	0.103248	0	0.000576529008074178	0.106232735675992	146	70	35.496	4.3630831643002	0.04302
-207634492	1037.16430868599	6.36307217261856	3.02372454477561	1.10534298413756	0.218885426833152	0.178468210157095	0.000398736152639453	1.1780290511547e-05	0.0030789670562134	0.035952	0	0.000410516443151	0.0394414834993644	177	87	4.752	11.3484848484848	0.01498
-207634505#0	2001.23431038468	11.9434397087808	5.9739430716912	2.14410593379302	0.455443904261023	0.370903765779955	0.000382607151938646	0	0	0.03816	0	0.000382607151938646	0.0385426071519386	352	71	8.532	6.70886075949367	0.0159
-207634505#1	1869.16496204657	11.0057434147584	5.63605730540117	2.00818048083549	0.440283657222495	0.357940200859725	0.000355354849491042	0	0	0.037296	0	0.000355354849491042	0.037651354849491	352	71	10.44	5.35862068965517	0.01554
-207634523#0	7141.50038054137	41.2743032379216	22.358117886391	8.22632203059911	2.05913750697758	1.52188304076924	0.00154335465675395	0	0	0.28464	0	0.00154335465675395	0.286183354656754	297	70	35.208	12.1267893660532	0.1186
-207634523#1	823.565091779629	4.7297827619856	2.58387707882487	0.945540810576882	0.237810647182129	0.176559367361188	0.00017787066006105	0	0	0.032496	0	0.00017787066006105	0.032673870660061	297	70	34.56	1.41041666666667	0.01354
-211090188#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075
-211641909#0	2676.8744248296	18.414433156895	7.51753429566464	3.31948796838979	0.705604155254554	0.473258940538785	0.000585321444337321	0	0	0.116904	0	0.000585321444337321	0.117489321444337	304	0	46.332	3.78477078477078	0.04871
-211641909#1	1081.92621004716	6.67603249377888	3.28854677943885	1.28390695934833	0.303939750325168	0.215858972042587	0.000230770794024325	0	0	0.045048	0	0.000230770794024325	0.0452787707940243	304	0	40.284	1.67739052725648	0.01877
-211641911	7937.0251772343	55.1944063446413	22.0604805572728	9.88494912597666	2.07703512891566	1.38542626134712	0.00174044911702556	2.28456151456352e-05	0.00133381398702235	0.14477	0	0.0017632947321712	0.147867108719194	304	0	46.872	11.1190476190476	0.14477
-212361874#0	52.2752604087464	0.2968791015576	0.161413158316805	0.0566829405706621	0.0134468753192064	0.0108285838771882	0.000688324852978551	0	0	0	0	0.000688324852978551	0.000688324852978551	5	0	16.128	7.81026785714285	0.03499
-212361874#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00886
-212706762#0	596.246377727775	3.2922761713296	1.87679939818834	0.657146665160654	0.166296024970403	0.130883828682533	0.000129363996660951	0	0	0.019032	0	0.000129363996660951	0.0191613639966609	298	155	23.616	1.20884146341463	0.00793
-212706762#1	2364.77736016941	13.1336466673339	7.4071195339183	2.59033774710602	0.645090727310565	0.512300317735501	0.000514078531373822	0	0	0.071232	0	0.000514078531373822	0.0717460785313738	299	155	21.132	5.05621805792163	0.02968
-212710688	5916.08004129996	39.00418799322	17.221223278129	7.21302501998144	1.60207997803177	1.09827259005522	0.00261155780012005	0.000372315596932373	0.0253746437436793	0	0.0487628826977818	0.00298387339705242	0.0771213998385136	149	0	44.136	17.6851549755302	0.21682
-212710692	2762.66049847716	18.7757302730976	7.8439481726621	3.40938735584643	0.734013911221792	0.495371899550753	0.00210424770240356	0.000371706678995802	0.038886264630242	0	0.103399866741848	0.00247595438139936	0.14476208575349	87	0	45.72	13.7889763779528	0.17512
-212710702	1011.10533751537	5.954224446846	3.1430040479773	1.17539940401083	0.289848164488698	0.211581190064558	0.000747688733450256	0.00015622610327152	0.0250879126646722	0	0	0.000903914836721776	0.025991827501394	87	0	36.9	5.73268292682927	0.05876
-212711374#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076
-212711374#1	18.9079596680472	0.1053499344804	0.0590925286602971	0.0206679525790004	0.00510871800736884	0.0040693633790736	0.000136858788487029	0	0	0	0	0.000136858788487029	0.000136858788487029	9	0	20.196	1.37611408199643	0.00772
-212711374#2	126.347026474091	0.7006043986308	0.399553864432391	0.141610394033564	0.0363318527700631	0.0279020191171188	0.000900693167283742	0	0	0	0	0.000900693167283742	0.000900693167283742	9	0	28.98	7.7167701863354	0.06212
-216891254#0	2889.17202445099	19.5389455320959	8.23840383824154	3.55851869571017	0.770067957288012	0.521019518172326	0.000560747276045097	0	0	0.111984	0	0.000560747276045097	0.112544747276045	341	97	45.468	3.69437846397466	0.04666
-216891254#1	4805.50687443577	32.5444751148132	13.6861849453612	5.92213347595977	1.27968550647103	0.865197201595181	0.000933010264655591	0	0	0.186336	0	0.000933010264655591	0.187269010264656	341	97	45.54	6.13754940711462	0.07764
-216891254#2	7150.94936935798	48.8415384116748	20.213997347799	8.84241776935598	1.89381971999473	1.27485909032247	0.00139138644263879	0	0	0.27792	0	0.00139138644263879	0.279311386442639	341	97	45.972	9.06812842599843	0.1158
-217344337#0	1903.22998810092	13.1207414033652	5.33412150213901	2.36214853945866	0.500959952209904	0.335631631197272	0.000371211166049824	0	0	0.074136	0	0.000371211166049824	0.0745072111660498	341	97	46.44	2.39457364341085	0.03089
-217344337#1	5155.12236892245	35.6160048684548	14.4186236006027	6.40366632605891	1.35495628748764	0.906789361087549	0.00100603831330027	0	0	0.200904	0	0.00100603831330027	0.2019100383133	341	97	46.548	6.47409126063418	0.08371
-217344337#2	688.01798478146	4.6366803069048	1.96773263738031	0.846232723268947	0.183791794904096	0.124575220986519	0.000133417668291891	0	0	0.02664	0	0.000133417668291891	0.0267734176682919	341	97	45.288	0.882352941176471	0.0111
-217344337#3	1694.36915604414	11.31620230455	4.88222223888047	2.07652254986862	0.455199448220963	0.309971900189935	0.000343975117574774	0	0	0.06864	0	0.000343975117574774	0.0689839751175748	325	97	44.82	2.29718875502008	0.0286
-217344337#4	933.526127781346	5.49975618465	2.90133353490813	1.08543467774959	0.267567549772898	0.19526352585465	0.000184804796011005	0	0	0.034872	0	0.000184804796011005	0.035056804796011	325	97	36.936	1.41617933723197	0.01453
-217344337#5	760.510796524544	4.19915418	2.40382040573527	0.847177576457805	0.217095512519289	0.16821203840254	0.000150412544118298	0	0	0.024	0	0.000150412544118298	0.0241504125441183	325	97	27.216	1.32275132275132	0.01
-219536349#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04144
-219536349#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04144
-220232893#0	546.857597265203	3.43613685314304	1.55510158148417	0.580206254982944	0.107327663294773	0.0873810211255962	0.000391248642168379	0	0	0.032376	0	0.000391248642168379	0.0327672486421684	96	53	1.512	32.1190476190476	0.01349
-220232893#1	522.852120245886	3.2913851456976	1.4836603968084	0.554543201812644	0.102005780570062	0.0830301179410669	0.000366700747614966	0	0	0.030144	0	0.000366700747614966	0.030510700747615	98	55	1.26	35.8857142857143	0.01256
-220232893#2	898.419104130398	5.64066749997	2.55715749539268	0.953349333991689	0.176774966265682	0.1439344240831	0.000616873424884334	0	0	0.051192	0	0.000616873424884334	0.0518088734248843	100	55	1.62	47.4	0.02133
-220232893#3	2156.05468238185	13.5976008893645	6.10482137950416	2.28593792942678	0.418112853793873	0.340253839646329	0.00137310384103383	0	0	0.112128	0	0.00137310384103383	0.113501103841034	108	57	1.008	166.857142857143	0.04672
-220232893#4	598.627434756967	3.7673997047088	1.69920497378555	0.634943094294188	0.116889097062516	0.095147810503946	0.000377437457045886	0	0	0.031056	0	0.000377437457045886	0.0314334374570459	109	58	1.296	35.9444444444444	0.01294
-223556668#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18123
-223556668#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01324
-223556668#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01786
-223556668#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00907
-223556668#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07043
-224637998	763.191912205256	4.536729413874	2.36292060778868	0.891057739756923	0.218010905778305	0.158217017438628	0.00046826019761696	1.56493690485919e-05	0.00560882800608828	0.089112	0	0.000483909566665552	0.0952047375727538	105	0	37.656	3.54971319311663	0.03713
