link	cost_co2	cost_co	cost_nox	cost_vocs	cost_pm10	cost_pm25	cost_ghg	cost_nox	cost_noise	cost_tc	cost_rc	cost_emissions_indicator	cost_eco_indicator	totalvehicles	totalrouting	avgspeed	ttime	length
14328446#9	19.1252192598706	0.132708212196	0.053270178012634	0.0237983321906899	0.00501221708652184	0.003346962402242	1.20206235760282e-05	0	0	0.0024	0	1.20206235760282e-05	0.00241202062357603	106	14	12.99	0.0769822940723634	1
14328611	421.278604782163	2.3710183214544	1.30810899523225	0.458275521873665	0.110813544675001	0.0888625342455768	0.000296844726333834	0	0	0.037872	0	0.000296844726333834	0.0381688447263338	93	0	4.96	3.18145161290323	15.78
14329124#0	290.21034784261	2.02107315392736	0.805471298199616	0.361643893272686	0.075870315154647	0.0505696640566067	0.000236017521528926	0	0	0.047112	0	0.000236017521528926	0.0473480175215289	82	8	13.04	1.50536809815951	19.63
14329124#1	837.636562543394	5.8291969679394	2.32650214791669	1.04351341552055	0.219092939470287	0.146085565346797	0.000681087427970554	5.81517528601358e-05	0.00972964695400379	0	0	0.00073923918083069	0.0104688861348345	82	8	13.03	4.34765924788949	56.65
14329124#2	146.334932178801	1.01027808825216	0.409571444167261	0.181724309101295	0.0384807245021482	0.0257622656343576	0.000118735877748003	0	0	0.023712	0	0.000118735877748003	0.023830735877748	82	8	12.92	0.764705882352941	9.88
14333321#0	25.159595415368	0.1393269525792	0.0795625090625043	0.0281550291332345	0.00722369527009796	0.00556013966572583	0.000161482530630409	0	0	0	0	0.000161482530630409	0.000161482530630409	10	0	7.93	1.3921815889029	11.04
14333321#1	339.292353415817	1.899815631756	1.071712454588	0.38355587532291	0.0980707334144336	0.0743995185829194	0.00217424992641357	0	0	0	0	0.00217424992641357	0.00217424992641357	10	0	8.66	18.0635103926097	156.43
14333321#2	192.790601624356	1.0790688178512	0.609006679854067	0.217876623772976	0.0557196724640267	0.0422885614566216	0.00123546076220604	0	0	0	0	0.00123546076220604	0.00123546076220604	10	0	8.64	10.2743055555556	88.77
14333465#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.97
14333465#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.08
14333474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.13
14333500#0	93.704571545407	0.516802398672	0.295943439659037	0.104035678102342	0.0265991885936724	0.0207105346904593	0.000603178724615513	0	0	0	0	0.000603178724615513	0.000603178724615513	10	0	7.27	5.3920220082531	39.2
14333500#1	19.5246583987486	0.1089344636394	0.0617088255117976	0.0220103253203252	0.00563713267809079	0.0042934647709954	0.000125146386726119	1.29365545589592e-06	0.00157534246575342	0	0	0.000126440042182015	0.00170178250793544	10	0	8.47	1.0495867768595	8.89
14333500#2	2.63921258436032	0.01463871066	0.00827468499703377	0.00289386473221658	0.00072298425967906	0.000573322321607195	1.71378806050522e-05	0	0	0.0024	0	1.71378806050522e-05	0.00241713788060505	10	0	5.99	0.166944908180301	1
14333500#3	3.82577695240448	0.02331010248	0.0112247064165431	0.00408255067288269	0.000823375811427026	0.000671330444240045	2.59624811924102e-05	0	0	0.0024	0	2.59624811924102e-05	0.00242596248119241	10	0	1.58	0.632911392405063	1
14333500#4	3.97895366955008	0.02454122256	0.0115407575332595	0.00423630335488307	0.000826822531620373	0.000674068676805902	2.7132309762743e-05	0	0	0.0024	0	2.7132309762743e-05	0.00242713230976274	10	0	1.12	0.892857142857143	1
14333733#0	107.982737634776	0.60155520833856	0.341356100426235	0.121573798613045	0.0311552037889044	0.0237724807385585	0.000865299506475256	0	0	0	0	0.000865299506475256	0.000865299506475256	8	0	8.38	7.28997613365155	61.09
14333733#1	96.4944786462032	0.53679841054368	0.305087712043535	0.108502859403792	0.027818773323954	0.0212649039918954	0.000773382621138909	0	0	0	0	0.000773382621138909	0.000773382621138909	8	0	8.29	6.54523522316043	54.26
14333733#2	15.8701016246789	0.0882986655264	0.0501759146691391	0.0178475532737567	0.00457567486058716	0.00349699003169462	0.000127192695145468	0	0	0	0	0.000127192695145468	0.000127192695145468	8	0	8.3	1.07590361445783	8.93
14333954#0	31.5964354156692	0.17574450796992	0.0999002920223894	0.0355235759037853	0.00910821234099942	0.00696377377727589	0.000506488588848039	0	0	0	0	0.000506488588848039	0.000506488588848039	4	0	8.28	4.28864734299517	35.51
14333954#1	86.4761495741613	0.4785073268964	0.273451350336548	0.0966732667701057	0.0248008864452395	0.0191176058242503	0.00138797333723011	0	0	0	0	0.00138797333723011	0.00138797333723011	4	0	7.85	12.0165605095541	94.33
14333954#2	1941.52682395097	11.028998222727	6.11167198189029	2.21551089466766	0.561566647391533	0.420456935985117	0.00175267511053241	0	0	0	0	0.00175267511053241	0.00175267511053241	71	0	9.25	14.1427027027027	130.82
14333954#3	1170.66642696095	6.83092796696736	3.65223880372267	1.35494347481786	0.336622054157888	0.247183353911575	0.000952183228665359	0	0	0	0	0.000952183228665359	0.000952183228665359	79	0	10.03	7.38584247258225	74.08
14333954#4	1229.53643330789	7.1948585305692	3.83169389163357	1.4250377186201	0.353228370203532	0.258894924006388	0.00100042917791191	0	0	0	0	0.00100042917791191	0.00100042917791191	79	0	10.1	7.73168316831683	78.09
14333954#5	408.466594491438	2.4159983338416	1.22760398064051	0.438426377782901	0.0951225737899629	0.0773840834021803	0.000346668820201808	0	0	0.03576	0	0.000346668820201808	0.0361066688202018	79	0	2.72	5.47794117647059	14.9
14333954#6	1027.490770109	6.442503308094	2.92892092325766	1.09058411870811	0.203026144759672	0.165332133026203	0.000892578382292604	0	0	0.074424	0	0.000892578382292604	0.0753165783822926	79	0	0.5	62.02	31.01
14333980	307.271376069285	1.76408215201152	0.964148045340975	0.352716843818106	0.0887330864438511	0.0658950092982588	0.00164244394638618	0	0	0	0	0.00164244394638618	0.00164244394638618	12	0	9.59	13.0302398331595	124.96
14334161#0	73.4104381595171	0.40518715068792	0.231998150163888	0.0817088566301195	0.0209291813783485	0.0162360567396477	0.000277659149973988	0	0	0	0	0.000277659149973988	0.000277659149973988	17	0	7.49	2.45126835781041	18.36
14334161#1	66.9788566631765	0.3952878838404	0.208014880986383	0.0779415551194059	0.0191853749391486	0.0139855960750108	0.00025355183280902	2.66681756087001e-05	0.009709911361805	0	0	0.00028022000841772	0.00999013137022271	17	0	10.3	1.93883495145631	19.97
14334161#2	128.771278667305	0.7758584764224	0.396230301851527	0.151253614210438	0.0365793419331759	0.0263339893052845	0.000489054049037686	0	0	0	0	0.000489054049037686	0.000489054049037686	17	0	10.74	3.64990689013035	39.2
154505299	122.666234401531	0.686850815406	0.3874621100123	0.13866906941691	0.0354560527280783	0.0268980679758167	0.00157213711677197	0	0	0	0	0.00157213711677197	0.00157213711677197	5	0	8.66	13.0612009237875	113.11
156208919#0	1165.90390625062	8.1254639832765	3.23361265382512	1.45330554860649	0.304654471406642	0.202985446936185	0.000914899371370727	0	0	0	0	0.000914899371370727	0.000914899371370727	85	0	13.05	5.83065134099617	76.09
156208919#1	666.225337036234	4.660059022422	1.84105738969585	0.83166126923424	0.173655487694329	0.115488923266242	0.000523306182889506	6.79275061958146e-06	0.000894439967767929	0.04351	0	0.000530098933509087	0.044934538901277	85	0	13.1	3.32137404580153	43.51
156211618#0	5713.52754293141	36.3078051664357	17.0657396170424	6.86328653157749	1.58056025581046	1.1046935608579	0.00164908829473891	0	0	0.13577	0	0.00164908829473891	0.137419088294739	226	0	11.69	11.6142001710864	135.77
156211618#1	773.174401148565	5.1996781588608	2.21517717297297	0.950178920914981	0.20681424625878	0.140330765801959	0.000236573374839967	0	0	0.047232	0	0.000236573374839967	0.04746857337484	216	0	12.55	1.56812749003984	19.68
156211618#2	39.2378740976747	0.26498671128	0.112020403671816	0.0483012802822293	0.0104676893018729	0.00708742326857904	1.20184150445434e-05	0	0	0.0024	0	1.20184150445434e-05	0.00241201841504454	216	0	12.61	0.0793021411578113	1
156211619	598.370581102789	3.4267162831776	1.83801510415678	0.647197149222116	0.150841148874188	0.121838587873932	0.000470874271738708	0	0	0.05532	0	0.000470874271738708	0.0557908742717387	84	0	4.08	5.64950980392157	23.05
156211620	371.453313249521	2.05317170681868	1.16797301794235	0.408739869582804	0.103082415017945	0.0813218959672654	0.000381680285987385	0	0	0.055344	0	0.000381680285987385	0.0557256802859874	63	0	6.39	3.60876369327074	23.06
157156090#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.96
157295454#0	574.311213781403	3.34449861494952	1.79308021673913	0.664069365735111	0.165242630723031	0.121498584113526	0.00194178755788503	2.56614635338989e-05	0.00324441240086518	0	0	0.00196744902141893	0.0052118614222841	19	0	9.98	15.1012024048096	150.71
157295454#1	123.828394373612	0.724604619636	0.3858954395159	0.143517611872485	0.0355741405822646	0.0260736826357722	0.000418927316144443	0	0	0	0	0.000418927316144443	0.000418927316144443	19	0	10.1	3.23762376237624	32.7
158900210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.75
159959889	1552.05244437927	10.5555986794566	4.40395590406969	1.9159206907235	0.412177518365654	0.27806995818926	0.00047186359411761	0	0	0.094248	0	0.00047186359411761	0.0947198635941176	218	0	12.71	3.08969315499607	39.27
159959890	702.961180377835	4.849659254784	1.96883174016903	0.872713640003612	0.184941786950449	0.123861246021891	0.00029226529034397	3.87217631367124e-05	0.0105022831050228	0.058368	0	0.000330987053480682	0.0692012701585035	160	27	12.91	1.88381099922541	24.32
159959891#0	577.271505033906	3.49940095521	1.77099037940646	0.679866582003067	0.163538896537775	0.117317518314855	0.000181998985425986	2.47086520723067e-05	0.0109789508853993	0.03516	0	0.000206707637498293	0.0463456585228976	205	26	10.86	1.34898710865562	14.65
159959891#1	285.331951554341	1.856369099592	0.838775601664884	0.346034673408218	0.0778828313833752	0.0537615520622926	9.12654670840448e-05	1.72145615101171e-05	0.0149058915246687	0.018144	0	0.000108480028594162	0.0331583715532628	205	26	12.06	0.626865671641791	7.56
159959891#2	562.264661067724	3.834854282685	1.59141446012143	0.69486793776692	0.14904539759214	0.100405609949965	0.000181914500698464	0	0	0.036336	0	0.000181914500698464	0.0365179145006985	205	26	12.75	1.18745098039216	15.14
159959891#3	8208.4070007936	45.98276294022	25.5630410637163	8.94722236367102	2.18530206624955	1.74761728137698	0.00261705385579277	0	0	0	0	0.00261705385579277	0.00261705385579277	205	26	5.24	27.2423664122137	142.75
167014898	12.9839267957336	0.0717087003408	0.0408594836971785	0.014304646467379	0.00361711184913461	0.00284845424663086	5.59811257708428e-05	0	0	0.008208	0	5.59811257708428e-05	0.00826398112577084	15	0	6.52	0.524539877300614	3.42
167014901	553.018918513385	3.0849351053544	1.74789285307239	0.623333627789186	0.159655439929822	0.121624831038216	0.000347521380788874	0	0	0.059208	0	0.000347521380788874	0.0595555213807889	102	0	8.46	2.9160756501182	24.67
167057944#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94
167057944#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28
167487325#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.61
167487325#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.52
167487340	16.0928067786993	0.08942034312	0.050886028940594	0.0180756112409745	0.00463584814518624	0.00354926767530091	0.000172006075853407	0	0	0	0	0.000172006075853407	0.000172006075853407	6	0	8.21	1.46163215590743	12
167487341	68.6592862519497	0.384501916812	0.213865333404419	0.0748501414034082	0.0182941875581775	0.0146271354536619	0.000345130994053397	0	0	0	0	0.000345130994053397	0.000345130994053397	13	0	5.26	3.58555133079848	18.86
167487342	22.7522757092879	0.12553093658304	0.0716904429545491	0.0251202333093671	0.00637737569648341	0.00500639460504987	0.000244874096807517	8.40076082350334e-06	0.00878995433789954	0	0	0.000253274857631021	0.00904322919553056	6	0	6.74	2.26112759643917	15.24
167487343	73.2625388837999	0.43278559977198	0.220386756199041	0.0786568929168732	0.0171158492190704	0.0139216145691074	0.0003776537399382	1.18367036842928e-05	0.00405690200210748	0	0	0.000389490443622492	0.00444639244572997	13	0	2.77	5.88808664259928	16.31
167487356#0	107.303305643681	0.74456818827552	0.298875851581827	0.133522114343841	0.0281213749593987	0.0187783535835977	0.000170212029836559	4.66869308753687e-06	0.00125570776255708	0.033984	0	0.000174880722924096	0.0354145884854812	42	0	12.99	1.09006928406467	14.16
167487356#1	452.899493052939	3.15406743295392	1.25701080383646	0.564378000806911	0.118402488149532	0.0789185340404042	0.000719114007266687	1.95898797162061e-05	0.00376712328767123	0	0	0.000738703886982893	0.00450582717465413	42	0	13.04	4.58665644171779	59.81
167487356#2	1308.64913843766	9.10040105664144	3.63731098618683	1.62982098057512	0.342459570338338	0.228427760123671	0.0020770697931098	0	0	0	0	0.0020770697931098	0.0020770697931098	42	0	13.02	13.2695852534562	172.77
167487356#3	668.92889690453	4.64838093531	1.86056682879604	0.832858090707929	0.175137414254621	0.116863547111818	0.00106150995249311	0	0	0	0	0.00106150995249311	0.00106150995249311	42	0	13.01	6.78708685626441	88.3
167487356#4	351.306054527629	2.44299705392736	0.976433892107108	0.437524437570609	0.0919330605561851	0.0613212913962832	0.000557588105599541	0	0	0	0	0.000557588105599541	0.000557588105599541	42	0	13.02	3.56221198156682	46.38
167487356#5	1558.92149513229	10.617345098698	4.41790225339317	1.92548585266508	0.41362142028892	0.278841775302504	0.00246092316993916	0	0	0	0	0.00246092316993916	0.00246092316993916	42	0	12.73	16.0887666928515	204.81
167487357#0	2535.6743797432	15.5896265472998	7.37747444261632	2.70128467481911	0.531852687074155	0.433631156139517	0.000846521123113595	0	0	0.075744	0	0.000846521123113595	0.0765905211231136	204	49	1.24	25.4516129032258	31.56
167487357#1	1346.29946370804	8.292620645148	3.90996842361736	1.43373077683053	0.280854491576567	0.228976512812143	0.000458778807195193	0	0	0.040776	0	0.000458778807195193	0.0412347788071952	200	49	1.17	14.5213675213675	16.99
167487358	68.6048961455121	0.37830718195536	0.216424472581394	0.0759306117176745	0.0193473606469056	0.0151335633575459	0.000232812964601405	0	0	0	0	0.000232812964601405	0.000232812964601405	19	0	6.98	2.11747851002865	14.78
167487359	96.3602656439148	0.5391294269088	0.300329786706729	0.105095645942242	0.0257386457186477	0.0205666155056139	0.000331233955400345	0	0	0	0	0.000331233955400345	0.000331233955400345	19	0	5.32	3.42105263157895	18.2
167487363#0	4436.25102117156	25.4778118657272	13.6022584998768	4.79447926341152	1.11065702719823	0.897909532156572	0.00135941894596453	4.41817566992006e-05	0.00227887705056655	0.157752	0	0.00140360070266373	0.16143447775323	216	0	3.95	16.6405063291139	65.73
167487363#1	452.510184416262	2.9440303443936	1.33022081868371	0.548779108071787	0.123514994378187	0.0852608679318527	0.000192671541621872	5.85423140151122e-06	0.00131278538812785	0.038304	0	0.000198525773023384	0.0398153111611512	154	0	12.06	1.32338308457711	15.96
167487363#2	954.9001899926	5.30024167316028	3.01963154736013	1.07139514187387	0.274842774862762	0.210750234768471	0.000397732763836869	0	0	0.066216	0	0.000397732763836869	0.0666137327638369	154	0	8.13	3.39360393603936	27.59
167487364	2006.53216547737	11.155747261801	6.28028173433379	2.19629561707902	0.545592141568796	0.433745795404015	0.000418339860483621	0	0	0.057504	0	0.000418339860483621	0.0579223398604836	312	79	5.78	4.14532871972318	23.96
167487370	332.597898940138	1.99165544137392	0.990223109514867	0.356104904882476	0.0750287921966159	0.0611207516257323	0.000188351570318311	0	0	0.018552	0	0.000188351570318311	0.0187403515703183	119	0	2.24	3.45089285714286	7.73
167487371#0	1010.40937374758	6.8188622753088	2.88634573844059	1.24345299874005	0.269672621562548	0.182654562773012	0.000474021117845207	1.36456652976418e-05	0.00317934518604877	0.094656	0	0.000487666783142849	0.0983230119691916	141	45	12.6	3.13015873015873	39.44
167487371#1	338.725558303181	2.3385189331728	0.948046471372155	0.420642338374715	0.089072408732693	0.0596326364472583	0.000159836758506927	4.42516652901488e-06	0.00143382233880631	0.03192	0	0.000164261925035941	0.0335180842638423	141	45	12.92	1.02941176470588	13.3
167487371#2	690.47303066658	4.77382507595712	1.92989409291662	0.857948540680651	0.181394308706238	0.121351460080591	0.000325941623005151	0	0	0.065088	0	0.000325941623005151	0.0654139416230052	141	45	12.94	2.09582689335394	27.12
167487372#0	680.347210104038	4.67010492519984	1.91444504522815	0.842950046065018	0.179589552742834	0.120585655775181	0.000379822969312698	0	0	0.075864	0	0.000379822969312698	0.0762438229693127	119	0	12.84	2.46183800623053	31.61
167487372#1	158.493825913065	1.0856167212576	0.446867444419157	0.196206179212968	0.0418963362210604	0.0281621982782575	8.84345981266139e-05	0	0	0.017664	0	8.84345981266139e-05	0.0177524345981266	119	0	12.81	0.574551131928181	7.36
167487372#2	916.143201188043	5.46119377109376	2.83295919166488	1.07099080225913	0.261411655638102	0.189392417572314	0.000496189329989631	0	0	0.094656	0	0.000496189329989631	0.0951521893299896	119	0	10.52	3.74904942965779	39.44
167487441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25
167487473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.41
167487481	887.631718955327	5.6476148844609	2.64916757173901	1.06679185288185	0.245382645152299	0.171391034565799	0.00049500525849836	0	0	0.097848	0	0.00049500525849836	0.0983430052584984	117	19	11.71	3.48163962425277	40.77
167487492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.38
167487508	1793.7409900321	11.1694080460662	5.42429727477886	2.13673092582485	0.501603583149643	0.354456903037033	0.000673505082663881	0.00013387871812671	0.0160859925568137	0.132048	0	0.000807383800790591	0.148941376357604	173	0	11.35	4.84757709251101	55.02
167487526	680.515380081052	4.29634045198752	1.92444915597449	0.721366111350589	0.131513309220893	0.107008488641318	0.000767628906036457	6.33832159191925e-05	0.0145070738827757	0.062448	0	0.00083101212195565	0.0777860860047313	61	0	0.24	108.416666666667	26.02
172963168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.93
172963174#2	168.631113476512	0.9389649693879	0.533109312349721	0.18977539214772	0.048641287614616	0.0371373485380541	0.00154442562522933	5.34623425469489e-05	0.00753424657534247	0	0	0.00159788796777628	0.00913213454311874	7	0	8.35	13.0311377245509	108.81
172963174#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.49
172963174#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.93
172963174#5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.1
173072164	5392.62569878853	37.7751406516416	14.8800954628309	6.73563838141625	1.4042152301668	0.93317409383329	0.00300153616922839	0	0	0	0.0526103229322267	0.00300153616922839	0.0556118591014551	120	0	13.12	19.0190548780488	249.53
173072170	722.922868510549	4.62263000952654	2.15059396354536	0.870604036522509	0.199296051939984	0.138832330896697	0.000390244996960414	0	0	0.077256	0	0.000390244996960414	0.0776462449969604	121	0	11.79	2.73027989821883	32.19
173372575#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.7
173372575#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.49
173372580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.62
173372580.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.34
173372581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.57
173372590	237.07556139079	1.6916368257012	0.641545643646829	0.298305778197212	0.0609474733734958	0.0401257081690172	0.00069195570321042	8.57594095498219e-05	0.010958904109589	0	0	0.000777715112760242	0.0117366192223493	23	0	13.37	4.29319371727749	57.4
174689855	122.212826363502	0.8592416391753	0.335967508940002	0.152872674116389	0.0317437244687067	0.0210561191267578	0.000544728903673736	6.96184933049162e-05	0.0168036529680365	0	0	0.000614347396978652	0.0174180003650152	15	0	13.17	3.4373576309795	45.27
174689856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.56
174689857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.43
176070912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.63
176070913#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.81
176070913#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82
176070913#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.58
176070914#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.99
176070914#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.64
176070929#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.88
176070929#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.46
176943863#0	410.993963323055	2.37361527384	1.28703687576402	0.473249306810761	0.118525309724871	0.0876451587248994	0.0011468515198772	0	0	0	0	0.0011468515198772	0.0011468515198772	23	0	9.76	9.02049180327869	88.04
176943863#1	473.129896700622	2.78859939685698	1.47019082732188	0.55023208291841	0.135587484331708	0.0989209547729579	0.00132357732990355	0	0	0	0	0.00132357732990355	0.00132357732990355	23	0	10.27	10.1372930866602	104.11
176943863#2	583.997064851688	3.44354527418928	1.81436897434826	0.679304727648307	0.167332984745089	0.122048119424696	0.00163382841346687	0	0	0	0	0.00163382841346687	0.00163382841346687	23	0	10.28	12.5068093385214	128.57
178413108	313.563060209422	1.82893223780352	0.978401491133719	0.362850924809105	0.0901754884062137	0.0662338492718236	0.000314802143846615	0	0	0.058752	0	0.000314802143846615	0.0590668021438466	64	0	10.02	2.44311377245509	24.48
189312418	3853.22902435571	21.3225827637312	12.1034753989773	4.23424100664136	1.06433432914215	0.841333355206795	0.00132126259425324	0	0	0.18912	0.105775955855922	0.00132126259425324	0.296217218450176	189	53	6.24	12.6282051282051	78.8
189908445#0	3006.31748168302	20.1756911117582	8.62821006743573	3.69149025103828	0.805211822198695	0.546950927959543	0.00131515223957283	4.91109291645808e-05	0.00464029755964801	0	0	0.00136426316873741	0.00600456072838542	151	12	12.52	8.73722044728435	109.39
189908445#1	1967.47115936941	13.7317863375378	5.44886285311827	2.45388786964842	0.513598195444606	0.341947074444402	0.000869420847091583	0.000146415158353998	0.018429647101515	0.0723	0	0.00101583600544558	0.0917454831069606	151	12	13.07	5.53175210405509	72.3
189908446	5637.88269179256	33.3385052960682	16.9472208039508	6.05172340122079	1.31377721321887	1.06874629857323	0.00188043908573493	0	0	0.19416	0	0.00188043908573493	0.196040439085735	201	0	2.73	29.6336996336996	80.9
189908447	1820.13452317471	10.2246262117642	5.65838724816599	1.98151869826059	0.481082218355654	0.385379424305159	0.00102715960353734	0	0	0.132384	0	0.00102715960353734	0.133411159603537	116	0	5.07	10.879684418146	55.16
190128487#0	1206.81254140969	6.688020349152	3.81638090488676	1.35171582982618	0.346811420415652	0.266594828480575	0.000226430743256544	2.32076459482975e-05	0.00471841704718417	0.037344	0	0.000249638389204841	0.042312055436389	342	63	8	1.945	15.56
190128487#1	2999.98413350838	16.645281387588	9.48684988738285	3.36462473921475	0.863172703294473	0.662264871939774	0.000562708484199895	9.31010668452465e-05	0.00958103020107346	0.09348	0	0.000655809551045142	0.103716839752119	342	63	8.1	4.80864197530864	38.95
190128487#2	623.782863725701	3.4905603252852	1.94397629323749	0.68028014194588	0.166549448083043	0.133096144864048	0.000119134421065653	0	0	0.015696	0	0.000119134421065653	0.0158151344210657	342	63	5.31	1.2316384180791	6.54
190128487#3	479.39616763223	2.661968799	1.51593766601508	0.538098003851316	0.138026952701155	0.105778152747557	8.9905731131256e-05	0	0	0.015	0	8.9905731131256e-05	0.0150899057311313	342	63	8.16	0.76593137254902	6.25
190128487#4	4217.72168836078	27.0547163788176	12.5208953436476	5.08583485687974	1.16068555715792	0.807200114905438	0.000806086989223822	0	0	0.15972	0	0.000806086989223822	0.160526086989224	342	63	11.84	5.62077702702703	66.55
190128487#5	1095.74670727709	7.2981011015784	3.16432634255678	1.34141273502273	0.294880768321425	0.201086403811351	0.000211249683471003	0	0	0.042144	0	0.000211249683471003	0.042355249683471	342	63	12.41	1.41498791297341	17.56
190128487#6	4979.73180407064	28.7544996349092	15.2156104470776	5.37423608325323	1.23051542414171	0.996332859360419	0.000966152383120633	0	0	0.109584	0	0.000966152383120633	0.110550152383121	342	63	3.71	12.3072776280323	45.66
190128490	312.092474267156	1.79115871658064	0.979382229688731	0.358186558500181	0.0901314464081863	0.066949998641391	0.000588763843645175	0	0	0	0	0.000588763843645175	0.000588763843645175	34	0	9.58	4.67327766179541	44.77
193149514	580.626015106743	3.60791154108288	1.67139581927581	0.617321510247425	0.117993038675402	0.0961591083143968	0.00110299335523048	0	0	0	0	0.00110299335523048	0.00110299335523048	36	0	0.84	47.1190476190476	39.58
197464423	99.2419185636702	0.55440173588712	0.313599032106459	0.111989931149066	0.0286663783901046	0.0218019764918281	0.000578221057731066	5.97576162401758e-06	0.0014321295143213	0	0	0.000584196819355083	0.00201632633367638	11	0	8.54	4.83255269320843	41.27
197464424#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
197464424#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.73
197464424#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.83
198514517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.17
199488827#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.77
199488827#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.88
199488827#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.66
2	1122.68091048214	6.4608902291232	3.51994308390665	1.29036124790968	0.324039013351069	0.240219577573211	0.000558357525953476	0	0	0.102336	0	0.000558357525953476	0.102894357525953	129	15	9.66	4.41407867494824	42.64
200072875	599.258698911317	3.5110222713972	1.86660473887214	0.694956149986697	0.1720880367965	0.126028701483354	0.000550375328899783	0	0	0.04302	0	0.000550375328899783	0.0435703753288998	70	0	10.13	4.24679170779862	43.02
200967938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.12
206720845#0	33.2969687369321	0.18877338409776	0.104871288841505	0.037951250055783	0.00963222390679908	0.00722360957054012	0.000152423239056799	5.24765077407126e-06	0.00376712328767123	0	0	0.00015767088983087	0.0039247941775021	14	0	9.18	1.23420479302832	11.33
206720845#1	70.8865347807304	0.4479898568208	0.212467619986339	0.0849596378879772	0.0196686426872541	0.0137875330302779	0.000329896387962299	4.04892769844052e-06	0.00146771037181996	0	0	0.000333945315660739	0.0018016556874807	14	0	11.6	2.33706896551724	27.11
206720845#2	28.653579070644	0.20027729488704	0.0792398174114644	0.0357583753175992	0.00747244259046597	0.00497136545260288	0.00013662157934691	0	0	0	0	0.00013662157934691	0.00013662157934691	14	0	13.09	0.867838044308632	11.36
206720845#3	255.840108659994	1.8000573735816	0.702781204673175	0.320117128029929	0.0664186437776609	0.0440401201075538	0.00122203059555015	0	0	0	0	0.00122203059555015	0.00122203059555015	14	0	13.18	7.70485584218513	101.55
206720845#4	261.069555209882	1.6693730590836	0.776645246617552	0.314401741152753	0.0719718989416612	0.0501366002580991	0.000655863756929431	0	0	0	0	0.000655863756929431	0.000655863756929431	26	0	11.79	4.58863443596268	54.1
206720845#5	49.124664155618	0.337690028676	0.138050032496073	0.0609001876471811	0.0129550458711177	0.00869232025685458	0.000125569818419208	0	0	0.02508	0	0.000125569818419208	0.0252055698184192	26	0	12.86	0.812597200622084	10.45
206720845#6	83.8541680878515	0.535188204096	0.249761932887893	0.100907080888727	0.0231412609952411	0.0161366077904162	0.00021057412296683	0	0	0	0	0.00021057412296683	0.00021057412296683	26	0	11.76	1.47619047619048	17.36
