vType	veh_id	depart	depart_edge	depart_delay	arrival	arrival_edge	duration	route_length	CO	CO2	HC	PMx	NOx	fuel
SCar	sveh5	6.00	256605510	0.40	74.00	304693638	68.00	896.35	2518.517308	201407.025819	16.236500	3.685296	81.889196	86.575703	
SCar	sveh9	9.00	549454263#0	0.70	96.00	367461722	87.00	1244.94	3366.683631	285966.490899	22.096659	5.112257	114.049873	122.924118	
SCar	sveh32	17.00	480148041	0.60	100.00	549454264#1	83.00	830.13	4544.640525	197302.160326	25.322343	3.671556	79.439513	84.813014	
SCar	sveh11	9.00	480148041	0.00	101.00	367461722	92.00	1717.30	1867.425086	241078.624948	14.267093	4.106051	90.042755	103.628825	
SCar	sveh23	13.00	480148041	0.70	103.00	549454264#1	90.00	830.13	5324.942998	210802.963862	29.164645	3.903008	85.438694	90.616877	
SCar	sveh39	22.00	480148041	0.30	104.00	549454264#1	82.00	830.13	5185.409816	207475.813441	28.533312	4.003629	84.479400	89.186432	
SCar	sveh52	34.00	256605510	0.60	106.00	304693638	72.00	896.35	2426.072597	192598.538778	15.601919	3.397284	77.693787	82.789528	
SCar	sveh33	19.00	549454263#0	0.80	116.00	367461722	97.00	1244.94	3534.594011	261505.087418	22.239382	4.684580	105.434458	112.409522	
SCar	sveh173	74.00	480148041	0.50	123.00	549454264#1	49.00	830.13	1083.036807	113555.542100	7.590737	1.945286	43.859356	48.812412	
SCar	sveh26	15.00	367461723	0.30	130.00	35006698	115.00	2105.38	3244.891331	346145.576129	23.050385	6.209399	133.703017	148.792119	
SCar	sveh95	50.00	479198389	0.70	130.00	479198374	80.00	1042.02	1779.459899	181394.012664	12.313886	2.881280	70.634741	77.973298	
SCar	sveh53	34.00	549454263#0	0.50	132.00	367461722	98.00	1244.94	2801.225767	239661.309566	18.380748	3.986165	94.538848	103.019957	
SCar	sveh60	37.00	480148041	0.80	132.00	367461722	95.00	1717.30	1886.048901	253683.728853	14.594481	4.194946	94.020682	109.047299	
SCar	sveh102	52.00	479198389	0.40	137.00	479198374	85.00	1042.02	1592.742670	169208.281300	11.132741	2.422541	64.339589	72.735520	
SCar	sveh216	97.00	480148041	0.80	146.00	549454264#1	49.00	830.13	1064.571743	109024.907496	7.436406	1.923749	42.353368	46.864849	
SCar	sveh70	41.00	549454263#0	0.30	147.00	367461722	106.00	1244.94	3808.379520	273847.023170	23.794806	4.862502	110.492021	117.714904	
SCar	sveh13	10.00	106586101#0	0.50	152.00	453763721	142.00	2210.72	3789.114790	379264.272846	26.272088	6.442902	145.495177	163.028951	
SCar	sveh36	21.00	367461723	0.50	157.00	35006698	136.00	2105.38	3094.607447	358562.092253	22.400234	5.784345	135.624839	154.130011	
SCar	sveh47	30.00	367461723	0.70	158.00	-34774629#0	128.00	1424.74	3525.969702	276532.532384	22.427947	4.381026	108.445547	118.869783	
SCar	sveh57	35.00	367461723	0.60	159.00	-34774629#0	124.00	1424.74	4464.433583	319211.344125	27.810356	5.696736	129.870405	137.214928	
SCar	sveh14	11.00	106586101#0	1.10	162.00	453763721	151.00	2210.72	3930.906413	388805.056565	26.969601	6.336387	148.724674	167.130407	
SCar	sveh17	11.00	480148041	0.00	169.00	-256605510	158.00	3126.73	3968.150256	456391.560831	29.117401	8.216256	173.052928	196.181875	
SCar	sveh3	4.00	479127834	0.70	172.00	447313062	168.00	3287.47	4437.729740	506957.325030	32.446930	9.135611	192.722934	217.917748	
SCar	sveh6	7.00	256605510	0.90	175.00	367461722	168.00	2253.05	4585.868090	405978.935923	30.340772	6.668992	158.555685	174.512745	
SCar	sveh34	19.00	96151239#5	0.00	180.00	238872916#7	161.00	1911.84	7722.793479	442901.607800	45.447776	8.111976	179.251729	190.385141	
SCar	sveh22	13.00	106586101#0	0.80	183.00	453763721	170.00	2210.72	4175.011874	386067.848029	27.710061	6.073989	148.299932	165.954111	
SCar	sveh10	9.00	-238872916#7	0.10	186.00	-96151239#5	177.00	1910.00	6954.788696	431250.543472	41.634428	7.093315	170.484092	185.377476	
SCar	sveh112	54.00	-36928561	0.20	187.00	453763721	133.00	1427.76	3121.548260	252678.795133	20.049470	3.759073	97.940822	108.616312	
SCar	sveh28	16.00	-238872916#7	0.30	188.00	-96151239#5	172.00	1910.00	7418.911478	439453.551469	43.984468	7.825069	177.808912	188.902962	
SCar	sveh64	40.00	367461723	0.70	191.00	549454264#1	151.00	2042.46	5530.917386	418215.156371	35.097939	7.462817	166.294998	179.772454	
SCar	sveh109	53.00	549454263#0	0.30	192.00	367461722	139.00	1244.94	8315.205409	367783.420217	46.508951	6.871381	151.362910	158.096210	
