junction	edge
138218140	:138218140_0
138218140	:138218140_0
138220134	:138220134_0
138220134	:138220134_1
138222054	:138222054_0
138222057	:138222057_0
138223440	:138223440_0
138223440	:138223440_1
138230335	:138230335_0
138230335	:138230335_1
138230335	:138230335_2
138230335	:138230335_2
138230335	:138230335_5
138231423	:138231423_0
138231423	:138231423_1
138231423	:138231423_2
138231423	:138231423_2
138231423	:138231423_2
138231423	:138231423_6
138231424	:138231424_0
138231424	:138231424_1
138231424	:138231424_1
138231433	:138231433_0
138231433	:138231433_1
138231433	:138231433_1
138233064	:138233064_0
138233991	:138233991_0
138233991	:138233991_0
138233991	:138233991_2
138233991	:138233991_3
138234001	:138234001_0
138234198	:138234198_0
138234198	:138234198_1
138234198	:138234198_2
138234198	:138234198_3
138234198	:138234198_4
138234198	:138234198_4
138234852	:138234852_0
138234852	:138234852_1
138234852	:138234852_2
138234852	:138234852_3
138234852	:138234852_3
138234852	:138234852_5
138234852	:138234852_8
138234852	:138234852_9
138235495	:138235495_0
138235495	:138235495_0
138238298	:138238298_0
138238298	:138238298_0
138238299	:138238299_0
138238299	:138238299_1
138238299	:138238299_2
138238299	:138238299_3
138238303	:138238303_0
138238303	:138238303_1
138238303	:138238303_2
138241616	:138241616_0
138241616	:138241616_0
138243251	:138243251_0
138243251	:138243251_0
138243251	:138243251_2
138246606	:138246606_0
138246606	:138246606_1
138246940	:138246940_0
138246940	:138246940_0
138248032	:138248032_0
138251514	:138251514_0
138251514	:138251514_1
138252374	:138252374_0
138252374	:138252374_0
1386051842	:1386051842_0
1386051842	:1386051842_1
1386051842	:1386051842_1
1386051845	:1386051845_0
1386051845	:1386051845_0
1386051849	:1386051849_0
1386051849	:1386051849_1
1386051849	:1386051849_1
1386051854	:1386051854_0
1386051854	:1386051854_0
1386051854	:1386051854_2
1386063701	:1386063701_0
1386063709	:1386063709_0
1386063709	:1386063709_0
1386063711	:1386063711_0
1386063711	:1386063711_0
1387283703	:1387283703_0
1387283703	:1387283703_1
1416622188	:1416622188_0
1416622190	:1416622190_0
1416622190	:1416622190_1
1416622198	:1416622198_0
1416622200	:1416622200_0
1416622200	:1416622200_1
1416622201	:1416622201_0
1416622201	:1416622201_0
1416622201	:1416622201_2
1416622201	:1416622201_2
1416641674	:1416641674_0
1416641676	:1416641676_0
1416641676	:1416641676_1
1417675671	:1417675671_0
1417675671	:1417675671_1
1417675671	:1417675671_2
1417675671	:1417675671_2
1417675671	:1417675671_4
1417675672	:1417675672_0
1417675672	:1417675672_0
1417675673	:1417675673_0
1417675673	:1417675673_1
1417675673	:1417675673_2
1417675673	:1417675673_2
1417675673	:1417675673_4
1417675673	:1417675673_5
1417680971	:1417680971_0
1417680972	:1417680972_0
1417680972	:1417680972_0
1417680972	:1417680972_2
1417680972	:1417680972_3
1417680972	:1417680972_3
1417693657	:1417693657_0
1417693657	:1417693657_0
1417693658	:1417693658_0
1417693658	:1417693658_0
1417693658	:1417693658_2
1417693658	:1417693658_3
1418798461	:1418798461_0
1418798461	:1418798461_1
1418798462	:1418798462_0
1418798464	:1418798464_0
1418798464	:1418798464_1
1418798469	:1418798469_0
1418798469	:1418798469_1
1418798470	:1418798470_0
1418798470	:1418798470_1
1418798471	:1418798471_0
1418798472	:1418798472_0
1418798472	:1418798472_1
1419645378	:1419645378_0
1419645378	:1419645378_0
1422563112	:1422563112_0
1422563112	:1422563112_1
1422610108	:1422610108_0
1422610108	:1422610108_1
1422610110	:1422610110_0
1422610110	:1422610110_0
1422610110	:1422610110_2
1438444063	:1438444063_0
1438444063	:1438444063_1
1471188701	:1471188701_0
1471188701	:1471188701_4
1471188701	:1471188701_2
1471188701	:1471188701_5
1471188703	:1471188703_0
1471188703	:1471188703_1
1471188703	:1471188703_2
1471188703	:1471188703_3
1471188703	:1471188703_4
1471188703	:1471188703_5
1471188703	:1471188703_6
1471188703	:1471188703_7
1471188703	:1471188703_12
1471188703	:1471188703_9
1471188703	:1471188703_10
1471188703	:1471188703_11
1487178614	:1487178614_0
1487178614	:1487178614_0
1537859379	:1537859379_0
1537859379	:1537859379_0
1541417335	:1541417335_0
1541417335	:1541417335_1
1548165654	:1548165654_0
1548165654	:1548165654_1
1548165654	:1548165654_1
1548540059	:1548540059_0
1548540059	:1548540059_1
1554874570	:1554874570_0
1554874570	:1554874570_0
1554874570	:1554874570_2
1554874616	:1554874616_0
1554874651	:1554874651_0
1554886129	:1554886129_0
1554886129	:1554886129_1
1554886150	:1554886150_0
1554886150	:1554886150_1
1554886175	:1554886175_0
1554886175	:1554886175_1
1554886175	:1554886175_2
1556436651	:1556436651_0
1556436651	:1556436651_1
1594804691	:1594804691_0
1594804691	:1594804691_1
1594804691	:1594804691_1
1670512103	:1670512103_0
1670512103	:1670512103_1
1676280555	:1676280555_0
1676280555	:1676280555_1
1676280555	:1676280555_1
1676280555	:1676280555_1
1676280584	:1676280584_0
1676280584	:1676280584_0
1676280588	:1676280588_0
1676280588	:1676280588_0
1684843635	:1684843635_0
1684843635	:1684843635_1
1684843635	:1684843635_1
1684844050	:1684844050_0
1684844050	:1684844050_1
1684844050	:1684844050_1
1684844136	:1684844136_0
1684844136	:1684844136_0
1684844412	:1684844412_0
1684844412	:1684844412_0
1684844412	:1684844412_2
1684844412	:1684844412_3
1684844430	:1684844430_0
1684844430	:1684844430_0
1684844451	:1684844451_0
1684844453	:1684844453_0
1684844453	:1684844453_1
1684844453	:1684844453_2
1684844512	:1684844512_0
1684844512	:1684844512_1
1684844825	:1684844825_0
1684844825	:1684844825_0
1684844825	:1684844825_0
1684865534	:1684865534_0
1684865534	:1684865534_0
1684865535	:1684865535_0
1684865535	:1684865535_0
1684865541	:1684865541_0
1684865541	:1684865541_0
1684865542	:1684865542_0
1684865542	:1684865542_1
1684865542	:1684865542_1
1693766989	:1693766989_0
1693766989	:1693766989_1
1693766989	:1693766989_2
1725588010	:1725588010_0
1725588010	:1725588010_0
1771990365	:1771990365_0
1771990365	:1771990365_6
1771990365	:1771990365_2
1771990365	:1771990365_3
1771990365	:1771990365_4
1771990365	:1771990365_5
1784648699	:1784648699_0
1788784885	:1788784885_0
1788784885	:1788784885_1
1788784965	:1788784965_0
1788784965	:1788784965_1
1788784965	:1788784965_2
1788784965	:1788784965_3
1788785058	:1788785058_0
1788785058	:1788785058_0
1788785406	:1788785406_0
1788785542	:1788785542_0
1788785577	:1788785577_0
1788785577	:1788785577_1
1788785577	:1788785577_2
1788785577	:1788785577_3
1788785577	:1788785577_4
1788785596	:1788785596_0
1788785596	:1788785596_0
1788785596	:1788785596_2
1788785597	:1788785597_0
1788785597	:1788785597_1
1788785597	:1788785597_1
1788785599	:1788785599_5
1788785599	:1788785599_6
1788785599	:1788785599_2
1788785599	:1788785599_3
1788785599	:1788785599_3
1788785622	:1788785622_0
1788785622	:1788785622_0
1788785628	:1788785628_0
1788785628	:1788785628_1
1788785628	:1788785628_2
1788785773	:1788785773_0
1788785773	:1788785773_0
1788785773	:1788785773_2
1788786301	:1788786301_0
1788786316	:1788786316_0
1788786316	:1788786316_1
1788786316	:1788786316_4
1788786316	:1788786316_3
1788786387	:1788786387_0
1788786433	:1788786433_0
1788786433	:1788786433_0
1788786433	:1788786433_5
1788786433	:1788786433_3
1788786433	:1788786433_6
1788786447	:1788786447_0
1788786447	:1788786447_0
1788786450	:1788786450_0
1788786450	:1788786450_0
1788786451	:1788786451_0
1788786451	:1788786451_0
1788786451	:1788786451_2
1788786451	:1788786451_3
1788786451	:1788786451_4
1788787019	:1788787019_0
1788787019	:1788787019_0
1788787019	:1788787019_2
1788787019	:1788787019_2
1788787039	:1788787039_0
1788787039	:1788787039_0
1788787039	:1788787039_2
1788787039	:1788787039_2
1788787056	:1788787056_0
1788787056	:1788787056_1
1788787056	:1788787056_1
1788787061	:1788787061_0
1788787061	:1788787061_1
1788787061	:1788787061_2
1788787081	:1788787081_0
1788787081	:1788787081_1
1788787081	:1788787081_1
1788787102	:1788787102_0
1788787110	:1788787110_0
1788787115	:1788787115_0
1788787115	:1788787115_1
1788787115	:1788787115_1
1788787124	:1788787124_0
1788787124	:1788787124_0
1788787124	:1788787124_2
1788787124	:1788787124_3
1788787125	:1788787125_0
1788787136	:1788787136_0
1788787156	:1788787156_0
1788787161	:1788787161_0
1788787177	:1788787177_0
1788787223	:1788787223_0
1788787223	:1788787223_0
1788787352	:1788787352_0
1788787389	:1788787389_0
1788787958	:1788787958_0
1788788389	:1788788389_0
1788788569	:1788788569_0
1788788569	:1788788569_0
1788788569	:1788788569_0
1788788654	:1788788654_0
1788788654	:1788788654_1
1788788654	:1788788654_1
1788788676	:1788788676_0
1788788676	:1788788676_0
1837918502	:1837918502_0
1837918502	:1837918502_1
1837918502	:1837918502_1
1837918502	:1837918502_1
1837918508	:1837918508_0
1837918508	:1837918508_4
1837918508	:1837918508_2
1837918508	:1837918508_3
1837918513	:1837918513_0
1837918513	:1837918513_1
1838975580	:1838975580_0
1838975580	:1838975580_0
1842003048	:1842003048_0
1842003048	:1842003048_1
1842003050	:1842003050_0
1842003050	:1842003050_1
1842003050	:1842003050_1
1842003053	:1842003053_0
1842003053	:1842003053_0
1842003056	:1842003056_0
1842003056	:1842003056_0
1842003057	:1842003057_0
1842003057	:1842003057_0
1842003071	:1842003071_0
1842003071	:1842003071_0
1842003071	:1842003071_2
1842003080	:1842003080_0
1842003080	:1842003080_0
1842003093	:1842003093_0
1842003093	:1842003093_0
1842003093	:1842003093_2
1842003097	:1842003097_0
1842003097	:1842003097_0
1866347269	:1866347269_3
1866347269	:1866347269_1
1866347269	:1866347269_2
1866347275	:1866347275_0
1866347299	:1866347299_0
1866347299	:1866347299_1
1866347324	:1866347324_0
1866347324	:1866347324_1
1866347361	:1866347361_0
1866347361	:1866347361_1
1866347361	:1866347361_6
1866347361	:1866347361_3
1866347361	:1866347361_7
1866347361	:1866347361_8
1866347474	:1866347474_0
1866347474	:1866347474_1
1866347478	:1866347478_0
1866347478	:1866347478_1
1874214575	:1874214575_0
1874214575	:1874214575_1
1874214575	:1874214575_2
1874214575	:1874214575_2
1887601134	:1887601134_0
1887601134	:1887601134_0
1887601134	:1887601134_0
1887601134	:1887601134_3
1887601134	:1887601134_4
1999553112	:1999553112_0
1999553112	:1999553112_0
2053568214	:2053568214_0
2053568214	:2053568214_0
2053571360	:2053571360_0
2053571360	:2053571360_0
2053595690	:2053595690_0
2053595690	:2053595690_1
2053595690	:2053595690_2
2053595690	:2053595690_3
2076734382	:2076734382_0
2080756633	:2080756633_0
2080756633	:2080756633_1
2086430190	:2086430190_0
2086430190	:2086430190_1
2086430192	:2086430192_0
2086430192	:2086430192_1
2086430192	:2086430192_2
2086430192	:2086430192_3
2086430192	:2086430192_4
2086430192	:2086430192_5
2086430192	:2086430192_6
2086430192	:2086430192_7
2086430192	:2086430192_8
2086430194	:2086430194_0
2086430194	:2086430194_1
2086430194	:2086430194_2
2086430194	:2086430194_3
2086430194	:2086430194_3
2086439968	:2086439968_0
2086439968	:2086439968_0
2086439968	:2086439968_0
2086439969	:2086439969_0
2086439969	:2086439969_0
2086439969	:2086439969_0
2086440304	:2086440304_0
2086440304	:2086440304_0
2094769995	:2094769995_0
2094769995	:2094769995_0
2094769995	:2094769995_0
2094769995	:2094769995_3
2094769995	:2094769995_3
2094769995	:2094769995_3
2100595280	:2100595280_0
2100595280	:2100595280_0
2100595280	:2100595280_2
2100595280	:2100595280_2
2109261123	:2109261123_0
2109261123	:2109261123_2
2135998880	:2135998880_0
2135998880	:2135998880_0
2135998880	:2135998880_2
2165544769	:2165544769_0
2165544769	:2165544769_0
2165604353	:2165604353_0
2165604353	:2165604353_0
2165604353	:2165604353_0
2168903802	:2168903802_0
2168903808	:2168903808_0
2202026085	:2202026085_0
2202026086	:2202026086_0
2202026124	:2202026124_0
2202026124	:2202026124_0
2202026124	:2202026124_2
2202026134	:2202026134_0
2202026134	:2202026134_1
2202026143	:2202026143_0
2202026143	:2202026143_0
2202026143	:2202026143_2
2202026143	:2202026143_2
2202026176	:2202026176_0
2202026176	:2202026176_0
2204099858	:2204099858_0
2204099858	:2204099858_1
2204099858	:2204099858_2
2204099938	:2204099938_0
2204099938	:2204099938_1
2204099938	:2204099938_2
2204099938	:2204099938_3
2204099938	:2204099938_4
2204099938	:2204099938_5
2204099938	:2204099938_7
2204099947	:2204099947_0
2204099947	:2204099947_1
2204100011	:2204100011_0
2204100011	:2204100011_1
2204100015	:2204100015_0
2204100015	:2204100015_1
2204100015	:2204100015_1
2204100015	:2204100015_3
2204100015	:2204100015_3
2204100015	:2204100015_5
2204100028	:2204100028_0
2204179799	:2204179799_0
2204179799	:2204179799_1
2204179952	:2204179952_2
2204179952	:2204179952_1
2204210205	:2204210205_0
2204210316	:2204210316_0
2206233230	:2206233230_0
2206233230	:2206233230_1
2206233230	:2206233230_1
2206337046	:2206337046_0
2206349297	:2206349297_0
2206349297	:2206349297_1
2207399542	:2207399542_0
2207402779	:2207402779_0
2207402779	:2207402779_1
2207402779	:2207402779_1
2207418932	:2207418932_0
2207418932	:2207418932_1
2207418932	:2207418932_2
2207418932	:2207418932_2
2207661589	:2207661589_0
2207661589	:2207661589_1
2207661589	:2207661589_1
2208159169	:2208159169_0
2208159169	:2208159169_1
2208159169	:2208159169_1
2208686199	:2208686199_0
2208686217	:2208686217_0
2208686218	:2208686218_0
2208686220	:2208686220_0
2208686220	:2208686220_0
2208891042	:2208891042_0
2208891059	:2208891059_0
2208891067	:2208891067_0
2208891083	:2208891083_0
2208891134	:2208891134_0
2208891134	:2208891134_1
2208891134	:2208891134_2
2208969603	:2208969603_0
2209225419	:2209225419_0
2209225419	:2209225419_0
2209225419	:2209225419_0
2209225425	:2209225425_0
2209225443	:2209225443_0
2211299275	:2211299275_0
2211299275	:2211299275_1
2211312946	:2211312946_0
2211312992	:2211312992_0
2211383251	:2211383251_0
2213037941	:2213037941_0
2213380800	:2213380800_0
2213380800	:2213380800_1
2213380800	:2213380800_2
2213435120	:2213435120_0
2213447626	:2213447626_0
2213447626	:2213447626_1
2213447626	:2213447626_1
2213447626	:2213447626_1
2213482387	:2213482387_0
2214522449	:2214522449_0
2214522449	:2214522449_0
2214522449	:2214522449_0
2214758555	:2214758555_0
2214758555	:2214758555_0
2214758555	:2214758555_0
2214758555	:2214758555_3
2214758559	:2214758559_0
2214758559	:2214758559_0
2214758559	:2214758559_0
2215508913	:2215508913_0
2215508913	:2215508913_0
2215508913	:2215508913_2
2215508913	:2215508913_2
2216241578	:2216241578_0
2216241578	:2216241578_1
2216241578	:2216241578_1
2216360362	:2216360362_0
2216386471	:2216386471_0
2216386471	:2216386471_0
2216386471	:2216386471_2
2216473539	:2216473539_0
2216473539	:2216473539_1
2216473539	:2216473539_2
2216473539	:2216473539_3
2218389428	:2218389428_0
2218389428	:2218389428_1
2218389428	:2218389428_1
2218529670	:2218529670_0
2218529670	:2218529670_1
2218529670	:2218529670_2
2218529687	:2218529687_0
2218529687	:2218529687_0
2218529690	:2218529690_0
2218529690	:2218529690_0
2218529690	:2218529690_2
2222190625	:2222190625_0
2222190625	:2222190625_0
2222190802	:2222190802_0
2222190802	:2222190802_1
2222190811	:2222190811_0
2222190811	:2222190811_1
2222190811	:2222190811_1
2222190811	:2222190811_3
2222393784	:2222393784_0
2222393784	:2222393784_1
2222393784	:2222393784_1
2222393786	:2222393786_0
2222393786	:2222393786_1
2222393786	:2222393786_1
2222393786	:2222393786_3
2222393786	:2222393786_4
2225284289	:2225284289_0
2225284289	:2225284289_0
2225284289	:2225284289_2
2225284290	:2225284290_0
2225284290	:2225284290_1
2242805402	:2242805402_0
2242805402	:2242805402_1
2242805402	:2242805402_1
2242805402	:2242805402_1
2243746971	:2243746971_0
2243746971	:2243746971_0
2245520803	:2245520803_0
2245520803	:2245520803_0
2245520803	:2245520803_0
2245520803	:2245520803_3
2245520803	:2245520803_4
2245520808	:2245520808_0
2245520808	:2245520808_0
2245520808	:2245520808_0
2245520814	:2245520814_0
2245520814	:2245520814_0
2245520814	:2245520814_0
2245520814	:2245520814_3
2245520814	:2245520814_3
2245520901	:2245520901_0
2245520901	:2245520901_0
2245520901	:2245520901_0
2245520913	:2245520913_0
2245520913	:2245520913_0
2245520913	:2245520913_0
2245786927	:2245786927_0
2245786927	:2245786927_0
2245786927	:2245786927_0
2245786927	:2245786927_3
2245786927	:2245786927_3
2245786941	:2245786941_0
2245786941	:2245786941_0
2245786941	:2245786941_0
2245786941	:2245786941_3
2245786941	:2245786941_4
2245786942	:2245786942_0
2245786942	:2245786942_0
2245786942	:2245786942_0
2245786953	:2245786953_0
2245786953	:2245786953_0
2245786953	:2245786953_0
2245786955	:2245786955_0
2245786955	:2245786955_0
2245786955	:2245786955_0
2246086926	:2246086926_0
2246086926	:2246086926_0
2246086926	:2246086926_4
2246086926	:2246086926_5
2246086928	:2246086928_0
2246086928	:2246086928_1
2246222543	:2246222543_0
2246222549	:2246222549_0
2246222549	:2246222549_1
2246296607	:2246296607_0
2246296607	:2246296607_1
2246296607	:2246296607_1
2246296620	:2246296620_0
2247054918	:2247054918_0
2247054918	:2247054918_0
2247054932	:2247054932_0
2247054932	:2247054932_0
2247240229	:2247240229_0
2247240229	:2247240229_0
2247371499	:2247371499_0
2247371499	:2247371499_0
2247371503	:2247371503_0
2247371503	:2247371503_1
2247371503	:2247371503_1
2247375538	:2247375538_0
2247375538	:2247375538_0
2247375546	:2247375546_0
2247375546	:2247375546_1
2247375569	:2247375569_0
2247375571	:2247375571_0
2247390934	:2247390934_0
2247390934	:2247390934_0
2247390934	:2247390934_0
2250794620	:2250794620_0
2250794620	:2250794620_0
2250794621	:2250794621_0
2250794621	:2250794621_0
2250794621	:2250794621_2
2250794621	:2250794621_2
2250873416	:2250873416_0
2250873416	:2250873416_0
2250887839	:2250887839_0
2255087253	:2255087253_0
2262128243	:2262128243_0
2262128243	:2262128243_1
2262128243	:2262128243_2
2262128243	:2262128243_3
2269685583	:2269685583_0
2269685583	:2269685583_0
2273292142	:2273292142_0
2273292142	:2273292142_0
2284963407	:2284963407_0
2284963407	:2284963407_0
2284963407	:2284963407_0
2286769198	:2286769198_0
2286769201	:2286769201_0
2286769203	:2286769203_0
2295955853	:2295955853_0
2295955853	:2295955853_1
2307219720	:2307219720_0
2307219720	:2307219720_1
2307219720	:2307219720_2
2307219720	:2307219720_3
2307219723	:2307219723_0
2307219723	:2307219723_0
2307219723	:2307219723_2
2307219736	:2307219736_0
2307219736	:2307219736_1
2307219736	:2307219736_1
2307219736	:2307219736_1
2307219738	:2307219738_0
2307219747	:2307219747_0
2307219747	:2307219747_1
2307219747	:2307219747_2
2307219747	:2307219747_3
2307244299	:2307244299_0
2308839857	:2308839857_0
2308839857	:2308839857_1
2308839857	:2308839857_1
2308839857	:2308839857_3
2308839857	:2308839857_3
2308839857	:2308839857_5
2308839857	:2308839857_6
2308862114	:2308862114_0
2308862114	:2308862114_1
2308862114	:2308862114_2
2308862117	:2308862117_0
2308862117	:2308862117_1
2308862124	:2308862124_0
2308862124	:2308862124_0
2308862137	:2308862137_0
2308862137	:2308862137_0
2322018092	:2322018092_0
2322018093	:2322018093_0
2322018094	:2322018094_0
2322018094	:2322018094_0
2322018094	:2322018094_0
2322018094	:2322018094_3
2322018094	:2322018094_4
2322018094	:2322018094_5
2322018099	:2322018099_0
2322018099	:2322018099_1
2322018099	:2322018099_2
2322018099	:2322018099_2
2322018099	:2322018099_2
2322018101	:2322018101_0
2322744401	:2322744401_0
2322744401	:2322744401_0
2325018379	:2325018379_0
2325018379	:2325018379_0
2325018383	:2325018383_0
2325018383	:2325018383_0
2325018389	:2325018389_0
2325018389	:2325018389_0
2325018399	:2325018399_0
2325018399	:2325018399_0
2325018420	:2325018420_0
2325018420	:2325018420_0
2325018422	:2325018422_0
2325018422	:2325018422_0
2325018426	:2325018426_0
2325018426	:2325018426_0
2335399819	:2335399819_0
2335399819	:2335399819_0
2337036559	:2337036559_0
2337036559	:2337036559_0
2343343385	:2343343385_0
2343343385	:2343343385_0
2343343385	:2343343385_0
2349402213	:2349402213_0
2349402213	:2349402213_0
2349409314	:2349409314_0
2349409314	:2349409314_0
2349409314	:2349409314_0
2352569141	:2352569141_0
2352571062	:2352571062_0
2352603829	:2352603829_0
2352603829	:2352603829_1
2352603829	:2352603829_2
2352603829	:2352603829_3
2352603829	:2352603829_4
2352603829	:2352603829_5
2352603829	:2352603829_5
2352603829	:2352603829_7
2354389949	:2354389949_0
2354389949	:2354389949_0
2354389960	:2354389960_0
2355306655	:2355306655_0
2355306655	:2355306655_0
2356335549	:2356335549_0
2356350474	:2356350474_0
2356350474	:2356350474_1
2356350502	:2356350502_0
2356505218	:2356505218_0
2356505218	:2356505218_1
2356505222	:2356505222_0
2356505222	:2356505222_1
2356505224	:2356505224_0
2356505224	:2356505224_1
2356505225	:2356505225_0
2356505225	:2356505225_1
2356731134	:2356731134_0
2356731134	:2356731134_1
2356731134	:2356731134_1
2363578524	:2363578524_0
2363578524	:2363578524_1
2363578524	:2363578524_2
2363578524	:2363578524_2
2363578528	:2363578528_0
2363578528	:2363578528_1
2363578528	:2363578528_2
2363578528	:2363578528_3
2363578528	:2363578528_3
2363578528	:2363578528_3
2363578530	:2363578530_0
2363578530	:2363578530_0
2363578530	:2363578530_2
2363578530	:2363578530_2
2363578534	:2363578534_0
2363578534	:2363578534_1
2363578534	:2363578534_1
2365191005	:2365191005_0
2365191005	:2365191005_0
2365191005	:2365191005_0
2365195081	:2365195081_0
2365195081	:2365195081_0
2366079039	:2366079039_0
2366079039	:2366079039_0
2366154016	:2366154016_0
2367470972	:2367470972_0
2367470972	:2367470972_0
2367470972	:2367470972_2
2375804624	:2375804624_0
2375804624	:2375804624_0
2378186481	:2378186481_0
2378366854	:2378366854_0
2378366860	:2378366860_0
2378366860	:2378366860_0
2383318884	:2383318884_0
2383318884	:2383318884_0
2383414242	:2383414242_0
2383414260	:2383414260_0
2383414260	:2383414260_1
2383414313	:2383414313_0
2383414313	:2383414313_1
2383414313	:2383414313_2
2383470264	:2383470264_0
2383470264	:2383470264_1
2383626829	:2383626829_0
2383626829	:2383626829_0
2397188711	:2397188711_0
2397188711	:2397188711_0
2407975404	:2407975404_0
2407975404	:2407975404_0
2407975404	:2407975404_0
2408280848	:2408280848_0
2413467921	:2413467921_0
2413940881	:2413940881_0
2413971718	:2413971718_0
2414401910	:2414401910_0
2414401910	:2414401910_1
2414401915	:2414401915_0
2414401915	:2414401915_1
2415701440	:2415701440_0
2418390679	:2418390679_0
2418390679	:2418390679_1
2418390679	:2418390679_1
2453063704	:2453063704_0
2453063704	:2453063704_4
2453063704	:2453063704_2
2453063704	:2453063704_5
2453063708	:2453063708_0
2453063708	:2453063708_4
2453063708	:2453063708_2
2453063708	:2453063708_5
2454212908	:2454212908_0
2454212908	:2454212908_0
2454212908	:2454212908_5
2454212908	:2454212908_3
2454212908	:2454212908_6
2454212910	:2454212910_0
2454212910	:2454212910_1
2454212915	:2454212915_0
2454212915	:2454212915_1
2454212915	:2454212915_1
2455291502	:2455291502_0
2455291504	:2455291504_0
2460613844	:2460613844_0
2460613844	:2460613844_0
2460613849	:2460613849_0
2460613849	:2460613849_0
2460613854	:2460613854_0
2460613854	:2460613854_0
2460613854	:2460613854_0
2464461320	:2464461320_0
2464461320	:2464461320_0
2473711658	:2473711658_0
2478887472	:2478887472_0
2478887472	:2478887472_1
2478887497	:2478887497_0
2478887497	:2478887497_1
2486710547	:2486710547_0
2486710547	:2486710547_1
2486710610	:2486710610_0
2486710610	:2486710610_1
2486710610	:2486710610_1
2486710615	:2486710615_0
2486710615	:2486710615_1
2486710615	:2486710615_2
2486710615	:2486710615_3
2490198476	:2490198476_0
2490198476	:2490198476_0
2490198478	:2490198478_0
2490198478	:2490198478_0
2490198479	:2490198479_0
2490198479	:2490198479_0
2490198482	:2490198482_0
2490198483	:2490198483_0
2490198485	:2490198485_0
2490198485	:2490198485_4
2490198485	:2490198485_2
2490198485	:2490198485_5
2490198491	:2490198491_0
2490198491	:2490198491_0
2490198495	:2490198495_0
2490198505	:2490198505_0
2490198505	:2490198505_1
2490198505	:2490198505_1
2490198505	:2490198505_1
2511656132	:2511656132_0
2511664799	:2511664799_0
2511664799	:2511664799_1
2517207367	:2517207367_0
25503936	:25503936_0
25503936	:25503936_1
25503943	:25503943_0
25503951	:25503951_0
25504003	:25504003_0
25504003	:25504003_0
25504027	:25504027_0
25504027	:25504027_1
25504147	:25504147_0
25504147	:25504147_0
25504156	:25504156_0
25504156	:25504156_0
25504157	:25504157_0
25504163	:25504163_0
25504163	:25504163_0
25504163	:25504163_2
25504163	:25504163_2
25504165	:25504165_0
25504165	:25504165_0
25504168	:25504168_0
25504168	:25504168_0
25507552	:25507552_0
25507552	:25507552_0
25507552	:25507552_0
25507555	:25507555_0
25507555	:25507555_0
25507555	:25507555_0
25507555	:25507555_0
25532189	:25532189_0
25532189	:25532189_0
25532210	:25532210_0
25532210	:25532210_0
25532211	:25532211_0
25532211	:25532211_0
25532222	:25532222_0
25532222	:25532222_0
25620516	:25620516_0
25620516	:25620516_1
25620518	:25620518_0
25620518	:25620518_1
25620570	:25620570_0
25620570	:25620570_1
25620653	:25620653_0
25620653	:25620653_1
25620653	:25620653_1
25620692	:25620692_0
25620737	:25620737_0
25620737	:25620737_0
25620737	:25620737_2
25620737	:25620737_3
25620737	:25620737_4
25620743	:25620743_0
25620743	:25620743_1
25620743	:25620743_1
25620743	:25620743_1
25620743	:25620743_4
25620743	:25620743_4
25620743	:25620743_6
25620743	:25620743_7
25620747	:25620747_0
25620747	:25620747_1
25620747	:25620747_2
25620747	:25620747_2
25620747	:25620747_4
25620747	:25620747_4
25620747	:25620747_4
25620747	:25620747_7
25620747	:25620747_8
25620759	:25620759_0
25620759	:25620759_1
25620947	:25620947_0
25620947	:25620947_1
25620948	:25620948_0
25620948	:25620948_4
25620948	:25620948_2
25620948	:25620948_3
25620960	:25620960_0
25620960	:25620960_1
25620960	:25620960_2
25620960	:25620960_3
25620960	:25620960_4
25620960	:25620960_4
25620960	:25620960_4
25632223	:25632223_0
25632224	:25632224_0
25632225	:25632225_0
25632225	:25632225_1
25632226	:25632226_0
25632226	:25632226_1
25632226	:25632226_2
25632226	:25632226_3
25632227	:25632227_0
25632227	:25632227_1
25632227	:25632227_3
25632228	:25632228_0
25632228	:25632228_4
25632228	:25632228_2
25632228	:25632228_3
25632229	:25632229_0
25632229	:25632229_1
25632230	:25632230_0
25632230	:25632230_1
25632230	:25632230_2
25632230	:25632230_3
25632231	:25632231_0
25632231	:25632231_6
25632231	:25632231_2
25632231	:25632231_7
25632231	:25632231_4
25632231	:25632231_5
25632278	:25632278_4
25632278	:25632278_5
25632278	:25632278_2
25632278	:25632278_3
25632279	:25632279_0
25632279	:25632279_1
25632284	:25632284_0
25632284	:25632284_0
25632285	:25632285_0
25632285	:25632285_0
25632285	:25632285_0
25632285	:25632285_3
25632285	:25632285_4
25632285	:25632285_5
25632292	:25632292_0
25632292	:25632292_1
25632292	:25632292_2
25632293	:25632293_0
25632293	:25632293_1
25632293	:25632293_2
25632293	:25632293_3
25632293	:25632293_4
25632293	:25632293_4
25632293	:25632293_4
25632293	:25632293_7
25632293	:25632293_7
25632361	:25632361_0
25632361	:25632361_1
25632361	:25632361_2
25632361	:25632361_3
25632361	:25632361_4
25632361	:25632361_5
25632361	:25632361_7
25632362	:25632362_0
25632362	:25632362_0
25632362	:25632362_2
25632362	:25632362_2
25632362	:25632362_4
25632362	:25632362_5
25632363	:25632363_0
25632363	:25632363_1
25632363	:25632363_1
25632366	:25632366_0
25632367	:25632367_0
25632367	:25632367_1
25632368	:25632368_0
25632368	:25632368_1
25632371	:25632371_0
25632371	:25632371_1
