junction	edge
4008074958	:4008074958_0
4008074958	:4008074958_0
4008074959	:4008074959_0
4008074959	:4008074959_0
4008074959	:4008074959_0
4013074576	:4013074576_0
4013074576	:4013074576_1
4013074576	:4013074576_1
402004623	:402004623_0
402004623	:402004623_0
402007436	:402007436_0
402007436	:402007436_0
402007436	:402007436_2
402007436	:402007436_2
4025528392	:4025528392_0
4027068570	:4027068570_0
4027068570	:4027068570_1
4027091849	:4027091849_0
4027091849	:4027091849_0
404754617	:404754617_0
404754617	:404754617_0
404756386	:404756386_0
404756386	:404756386_0
404765916	:404765916_0
404765916	:404765916_1
404765916	:404765916_1
404770462	:404770462_0
4077112087	:4077112087_0
4077112087	:4077112087_0
4077112088	:4077112088_0
4077112088	:4077112088_0
4077136685	:4077136685_0
4077136685	:4077136685_1
4087312908	:4087312908_0
4087312908	:4087312908_0
4087312908	:4087312908_2
4087312908	:4087312908_2
409118177	:409118177_0
409118177	:409118177_1
409118177	:409118177_1
409118177	:409118177_1
4097873927	:4097873927_0
4097873927	:4097873927_0
4097873929	:4097873929_0
4097873929	:4097873929_0
410546925	:410546925_0
410546925	:410546925_0
410546930	:410546930_0
410546930	:410546930_0
411029251	:411029251_0
411029251	:411029251_0
411029251	:411029251_0
411029251	:411029251_0
411029252	:411029252_0
411029252	:411029252_0
411029252	:411029252_0
411029252	:411029252_0
411029254	:411029254_0
411029254	:411029254_0
411029254	:411029254_0
411029254	:411029254_0
411029256	:411029256_0
411029259	:411029259_0
411029259	:411029259_0
411029259	:411029259_2
411029259	:411029259_2
411029259	:411029259_2
411029260	:411029260_0
411029260	:411029260_1
411029260	:411029260_2
411029260	:411029260_2
411029260	:411029260_2
411029269	:411029269_0
411029269	:411029269_1
411029269	:411029269_2
411029269	:411029269_2
411029271	:411029271_0
411029271	:411029271_0
411029271	:411029271_0
411066294	:411066294_0
411066294	:411066294_0
411066294	:411066294_0
411066295	:411066295_0
411066295	:411066295_0
411066295	:411066295_0
411066296	:411066296_0
411066296	:411066296_0
411066296	:411066296_0
411066303	:411066303_0
411066303	:411066303_0
411066303	:411066303_0
411502730	:411502730_0
411502730	:411502730_0
411504965	:411504965_0
411504966	:411504966_0
411504969	:411504969_0
411504969	:411504969_0
411504969	:411504969_2
411504969	:411504969_2
411506246	:411506246_0
411831032	:411831032_0
411831032	:411831032_1
411831032	:411831032_2
411831032	:411831032_3
411842524	:411842524_0
411842524	:411842524_6
411842524	:411842524_2
411842524	:411842524_3
411842524	:411842524_4
411842524	:411842524_5
411909880	:411909880_0
411909880	:411909880_0
412525201	:412525201_0
412525204	:412525204_0
412525204	:412525204_1
412525212	:412525212_0
414120959	:414120959_0
414120991	:414120991_0
416011692	:416011692_0
416011692	:416011692_1
416011733	:416011733_0
416011733	:416011733_4
416011733	:416011733_2
416011733	:416011733_2
4161788736	:4161788736_0
4161788736	:4161788736_0
4161788736	:4161788736_0
4161788736	:4161788736_0
416355034	:416355034_0
416355034	:416355034_1
418717034	:418717034_0
418717034	:418717034_0
4188196594	:4188196594_0
4188196594	:4188196594_0
4188196594	:4188196594_0
4199180593	:4199180593_0
4199180593	:4199180593_1
4199180593	:4199180593_2
4199180593	:4199180593_3
4199223989	:4199223989_0
4199223989	:4199223989_1
423185164	:423185164_0
423185164	:423185164_0
423185164	:423185164_0
423185164	:423185164_3
423185181	:423185181_0
423185181	:423185181_0
423185181	:423185181_0
4241285268	:4241285268_0
4241285268	:4241285268_4
4241285268	:4241285268_2
4241285268	:4241285268_5
4246373461	:4246373461_0
425725651	:425725651_0
425725651	:425725651_0
425725651	:425725651_2
425725652	:425725652_0
425725652	:425725652_1
425725925	:425725925_0
425725925	:425725925_0
425725925	:425725925_2
425725925	:425725925_2
425725925	:425725925_2
425727393	:425727393_0
425727393	:425727393_1
425727393	:425727393_2
425727393	:425727393_6
425727393	:425727393_4
425727393	:425727393_5
425743085	:425743085_0
425743085	:425743085_1
427067696	:427067696_0
427067696	:427067696_1
427067696	:427067696_3
427067703	:427067703_0
427067703	:427067703_1
427067714	:427067714_0
427067714	:427067714_1
427067714	:427067714_2
427067714	:427067714_2
427067727	:427067727_0
427067727	:427067727_0
427067727	:427067727_2
427067727	:427067727_3
427067727	:427067727_3
427067741	:427067741_0
427277909	:427277909_0
427277909	:427277909_1
427277909	:427277909_2
427277909	:427277909_3
427277909	:427277909_4
427277909	:427277909_4
428214900	:428214900_0
428214900	:428214900_0
428214905	:428214905_0
428214906	:428214906_0
428214907	:428214907_0
428214907	:428214907_1
428214907	:428214907_2
428214955	:428214955_0
428214955	:428214955_4
428214955	:428214955_2
428214955	:428214955_5
428214956	:428214956_0
428214956	:428214956_0
428214956	:428214956_0
428216714	:428216714_0
428217475	:428217475_0
428217475	:428217475_1
428217482	:428217482_0
428217482	:428217482_0
428217482	:428217482_0
428217533	:428217533_0
428217533	:428217533_4
428217533	:428217533_2
428217533	:428217533_5
429432804	:429432804_0
429432804	:429432804_0
429432804	:429432804_0
429432807	:429432807_0
429432807	:429432807_0
429432807	:429432807_2
429432807	:429432807_2
4297946707	:4297946707_0
4297946708	:4297946708_0
4297946771	:4297946771_0
4297946771	:4297946771_1
431654316	:431654316_0
431654316	:431654316_0
431654316	:431654316_0
431654316	:431654316_0
4327756510	:4327756510_0
4327986032	:4327986032_0
4332432967	:4332432967_0
4332432967	:4332432967_0
4332432967	:4332432967_0
4332432968	:4332432968_0
4332432968	:4332432968_0
4332432968	:4332432968_0
4332432969	:4332432969_0
4332432969	:4332432969_0
4356494324	:4356494324_0
4356494324	:4356494324_0
4356494327	:4356494327_0
4356494327	:4356494327_0
4356494329	:4356494329_0
4356494329	:4356494329_0
4356494331	:4356494331_0
4356494331	:4356494331_1
4356494331	:4356494331_1
4356494332	:4356494332_0
4356494336	:4356494336_0
4356494336	:4356494336_0
4394002950	:4394002950_0
4394002950	:4394002950_1
4394002950	:4394002950_2
4394002950	:4394002950_3
4394002950	:4394002950_3
4394002964	:4394002964_0
4394002964	:4394002964_1
4394002964	:4394002964_2
4394002964	:4394002964_3
4394002964	:4394002964_3
4394002983	:4394002983_0
4394002983	:4394002983_0
4394003106	:4394003106_0
4394003106	:4394003106_1
4394003106	:4394003106_1
4394003117	:4394003117_0
4394003117	:4394003117_1
4394003117	:4394003117_1
4438014857	:4438014857_0
4438014857	:4438014857_1
4438030092	:4438030092_0
4438030092	:4438030092_0
4438030092	:4438030092_0
4438030092	:4438030092_3
4438030092	:4438030092_3
4438030092	:4438030092_3
4438030098	:4438030098_0
4438030098	:4438030098_0
4438030098	:4438030098_0
4438030103	:4438030103_0
4438030103	:4438030103_0
444023177	:444023177_0
444023185	:444023185_0
444023185	:444023185_1
444023189	:444023189_0
444023189	:444023189_0
444023189	:444023189_0
444023189	:444023189_0
444023236	:444023236_0
4440811616	:4440811616_0
4440811616	:4440811616_0
4440811616	:4440811616_2
4440811616	:4440811616_2
4440811616	:4440811616_5
4442997329	:4442997329_0
4442997329	:4442997329_0
4444174177	:4444174177_0
4444174395	:4444174395_0
4444772637	:4444772637_0
4444772637	:4444772637_1
4444772637	:4444772637_1
4444772637	:4444772637_1
4444772651	:4444772651_0
4444772651	:4444772651_0
4444772651	:4444772651_0
4444772660	:4444772660_0
4444772660	:4444772660_0
4444772660	:4444772660_0
4452315752	:4452315752_0
4452315752	:4452315752_0
4452315907	:4452315907_0
4452315907	:4452315907_1
4452315908	:4452315908_0
4452315908	:4452315908_1
4452315909	:4452315909_0
4452315909	:4452315909_0
4452315911	:4452315911_0
4452315911	:4452315911_0
4452315915	:4452315915_0
4452315915	:4452315915_0
4452315940	:4452315940_0
4452315940	:4452315940_1
4452315953	:4452315953_0
4455723345	:4455723345_0
4455723345	:4455723345_1
4457834696	:4457834696_0
4457834696	:4457834696_1
4458013144	:4458013144_0
4458013161	:4458013161_0
4458013161	:4458013161_0
4463858994	:4463858994_0
4463858994	:4463858994_0
4463858994	:4463858994_0
4464000724	:4464000724_0
4464000724	:4464000724_0
4464130475	:4464130475_0
4464130475	:4464130475_5
4464130475	:4464130475_2
4464130475	:4464130475_2
4464130475	:4464130475_4
4464130476	:4464130476_0
4464130476	:4464130476_1
4464130476	:4464130476_1
4464130476	:4464130476_3
4464130476	:4464130476_4
4464130485	:4464130485_0
4464130485	:4464130485_1
4464130485	:4464130485_1
4466617541	:4466617541_0
4466617541	:4466617541_1
4467938297	:4467938297_0
4467938297	:4467938297_0
4468021928	:4468021928_0
4468021928	:4468021928_1
4468021928	:4468021928_1
4468021928	:4468021928_1
4468690329	:4468690329_0
4468690329	:4468690329_0
4468690329	:4468690329_0
4468690331	:4468690331_0
4468690331	:4468690331_1
4468690331	:4468690331_2
4468690331	:4468690331_2
4468690331	:4468690331_2
4470121106	:4470121106_0
4470121106	:4470121106_0
4470121106	:4470121106_0
4470131755	:4470131755_0
4470131757	:4470131757_0
4470131795	:4470131795_0
4470131795	:4470131795_0
4470131797	:4470131797_0
4470131797	:4470131797_0
4470131803	:4470131803_0
4470131803	:4470131803_0
4470131804	:4470131804_0
4470131804	:4470131804_0
4473275401	:4473275401_0
4473312168	:4473312168_0
4473312168	:4473312168_1
4473312184	:4473312184_0
4473312689	:4473312689_0
4473312689	:4473312689_0
4473312689	:4473312689_2
4473312693	:4473312693_0
4473312693	:4473312693_0
4473312694	:4473312694_0
4473312694	:4473312694_0
4473314936	:4473314936_0
4473314936	:4473314936_1
4473314936	:4473314936_1
4473314936	:4473314936_1
4477604310	:4477604310_0
4477604311	:4477604311_0
4477604311	:4477604311_0
4477604315	:4477604315_0
4477604315	:4477604315_0
4477604315	:4477604315_0
4477604315	:4477604315_0
4477788899	:4477788899_0
4477788899	:4477788899_1
4477788899	:4477788899_1
4478069023	:4478069023_0
4478069023	:4478069023_1
4489612862	:4489612862_0
4492375365	:4492375365_0
4492375365	:4492375365_0
4505215363	:4505215363_0
4505215363	:4505215363_1
4505281867	:4505281867_0
4505281867	:4505281867_0
4505281867	:4505281867_0
4505281873	:4505281873_0
4505281873	:4505281873_0
4505281873	:4505281873_0
4505293698	:4505293698_0
452518418	:452518418_0
452518418	:452518418_0
4526609655	:4526609655_0
4526688723	:4526688723_0
4526688723	:4526688723_1
4526688728	:4526688728_0
4526688728	:4526688728_1
4526689737	:4526689737_0
4526689737	:4526689737_0
452682212	:452682212_0
452682212	:452682212_0
452682212	:452682212_2
452682218	:452682218_0
452682218	:452682218_0
452682218	:452682218_2
452682249	:452682249_0
452682249	:452682249_0
452682249	:452682249_0
452682249	:452682249_3
452682249	:452682249_3
452682256	:452682256_0
452682256	:452682256_0
452682256	:452682256_2
452682265	:452682265_0
452682265	:452682265_1
452682265	:452682265_2
452682265	:452682265_2
452682270	:452682270_0
452682270	:452682270_0
452682270	:452682270_2
452682270	:452682270_2
452682270	:452682270_2
452682270	:452682270_6
452682282	:452682282_0
452682282	:452682282_1
452682286	:452682286_0
452682286	:452682286_1
452682286	:452682286_1
452682286	:452682286_3
452682286	:452682286_3
452682289	:452682289_0
452682289	:452682289_1
452682289	:452682289_1
452682289	:452682289_3
452682289	:452682289_3
452682289	:452682289_5
452682297	:452682297_0
452682297	:452682297_1
452682297	:452682297_2
452682297	:452682297_2
452682300	:452682300_0
452682300	:452682300_1
452682300	:452682300_2
452682300	:452682300_2
452682304	:452682304_0
452682304	:452682304_0
452682304	:452682304_2
4526972109	:4526972109_0
4526972109	:4526972109_0
4526972112	:4526972112_0
4526972112	:4526972112_0
4526972116	:4526972116_0
4526972116	:4526972116_0
4526972121	:4526972121_0
4526972121	:4526972121_1
4526972149	:4526972149_0
4526972149	:4526972149_0
4526972153	:4526972153_0
4526972153	:4526972153_0
4526972156	:4526972156_0
4526972156	:4526972156_0
4526972160	:4526972160_0
4526972161	:4526972161_0
4526972161	:4526972161_0
4529130486	:4529130486_0
4529130486	:4529130486_0
4529131591	:4529131591_0
4529131591	:4529131591_1
4529131593	:4529131593_0
4529131595	:4529131595_0
4529131595	:4529131595_1
4529131597	:4529131597_0
4529131597	:4529131597_0
4529131600	:4529131600_0
4529131600	:4529131600_0
4529131602	:4529131602_0
4529131608	:4529131608_0
4529131608	:4529131608_0
4529131610	:4529131610_0
4529131610	:4529131610_1
4529131612	:4529131612_0
4529131612	:4529131612_1
4529952469	:4529952469_0
4529952469	:4529952469_1
4529952474	:4529952474_0
4529952477	:4529952477_0
4529952477	:4529952477_0
4529952483	:4529952483_0
4529952483	:4529952483_0
4529952486	:4529952486_0
4529952486	:4529952486_0
4529953489	:4529953489_0
4529953489	:4529953489_1
4529953492	:4529953492_0
4529953494	:4529953494_0
4529953496	:4529953496_0
4529953496	:4529953496_0
4529953499	:4529953499_0
4529953502	:4529953502_0
4529953502	:4529953502_0
4529953527	:4529953527_0
4529953527	:4529953527_0
4529953529	:4529953529_0
4529953530	:4529953530_0
4529953533	:4529953533_0
4529953533	:4529953533_0
4529953537	:4529953537_0
4529953537	:4529953537_0
4529953538	:4529953538_0
4529953538	:4529953538_0
4529953547	:4529953547_0
4529953563	:4529953563_0
4529953563	:4529953563_0
4529953574	:4529953574_0
455341194	:455341194_0
455341194	:455341194_0
455341194	:455341194_2
4554424759	:4554424759_0
4554424759	:4554424759_0
4554424759	:4554424759_0
4554424759	:4554424759_3
4554424759	:4554424759_3
4554424759	:4554424759_3
4554424762	:4554424762_0
4554424762	:4554424762_1
4554424762	:4554424762_1
4555697401	:4555697401_0
4555699311	:4555699311_0
4555699312	:4555699312_0
4555699314	:4555699314_0
4556361546	:4556361546_0
4558796673	:4558796673_0
4558796673	:4558796673_1
4558796673	:4558796673_2
4558796673	:4558796673_3
4558796673	:4558796673_3
4558796673	:4558796673_3
4559387634	:4559387634_0
4559387634	:4559387634_1
4567794733	:4567794733_0
4567794733	:4567794733_0
4567794733	:4567794733_0
4573825409	:4573825409_0
4581733949	:4581733949_0
4581733949	:4581733949_0
4585850869	:4585850869_0
4585850869	:4585850869_4
4585850869	:4585850869_2
4585850869	:4585850869_5
4585850876	:4585850876_0
4585850876	:4585850876_9
4585850876	:4585850876_10
4585850876	:4585850876_3
4585850876	:4585850876_4
4585850876	:4585850876_5
4585850876	:4585850876_6
4585850876	:4585850876_7
4585850876	:4585850876_11
4585850879	:4585850879_0
4585850879	:4585850879_9
4585850879	:4585850879_10
4585850879	:4585850879_3
4585850879	:4585850879_4
4585850879	:4585850879_5
4585850879	:4585850879_6
4585850879	:4585850879_7
4585850879	:4585850879_11
4585852347	:4585852347_0
4585852347	:4585852347_4
4585852347	:4585852347_2
4585852347	:4585852347_5
4597723515	:4597723515_0
4597723515	:4597723515_1
4597723515	:4597723515_2
4597723515	:4597723515_2
4598508646	:4598508646_0
4598508646	:4598508646_1
4598508646	:4598508646_3
4598508648	:4598508648_0
4598508648	:4598508648_1
4598508655	:4598508655_0
4598508655	:4598508655_1
4608623070	:4608623070_0
4608623070	:4608623070_0
4612022394	:4612022394_0
4612022450	:4612022450_0
4612022450	:4612022450_1
4612022450	:4612022450_2
4612022450	:4612022450_3
4612022450	:4612022450_3
4612022452	:4612022452_0
4612022452	:4612022452_1
4612022452	:4612022452_2
4612022452	:4612022452_3
4612022452	:4612022452_4
4612022452	:4612022452_5
4612022452	:4612022452_6
4612022452	:4612022452_7
4612022452	:4612022452_8
4612022453	:4612022453_0
4612022454	:4612022454_0
4612022454	:4612022454_1
4612022454	:4612022454_2
4612022454	:4612022454_3
4612022454	:4612022454_4
4612022454	:4612022454_5
4612022454	:4612022454_6
4612022454	:4612022454_7
4612022454	:4612022454_8
4612022469	:4612022469_0
4612022469	:4612022469_1
4612031733	:4612031733_0
4612031733	:4612031733_4
4612031733	:4612031733_2
4612031733	:4612031733_5
4612031737	:4612031737_0
4612031737	:4612031737_4
4612031737	:4612031737_2
4612031737	:4612031737_5
4612052759	:4612052759_0
4612052759	:4612052759_4
4612052759	:4612052759_2
4612052759	:4612052759_5
4612052766	:4612052766_0
4612052766	:4612052766_1
4612052768	:4612052768_0
4612052768	:4612052768_1
4612052786	:4612052786_0
4612504733	:4612504733_0
4612504733	:4612504733_0
4612522510	:4612522510_0
4612522510	:4612522510_0
4612522510	:4612522510_0
4612602651	:4612602651_0
4612602651	:4612602651_1
4612602651	:4612602651_1
4612602651	:4612602651_1
4614795578	:4614795578_0
4614795578	:4614795578_0
4614795578	:4614795578_2
4614795578	:4614795578_2
4614805774	:4614805774_0
4614805774	:4614805774_0
4614805774	:4614805774_2
4614805774	:4614805774_2
4621547671	:4621547671_0
4621547671	:4621547671_1
4621547671	:4621547671_1
4621647257	:4621647257_0
4621647257	:4621647257_0
4621715682	:4621715682_0
4621715682	:4621715682_0
4649085930	:4649085930_0
4685339957	:4685339957_0
4685392590	:4685392590_0
4685392590	:4685392590_1
4685392593	:4685392593_0
4685392593	:4685392593_0
4685392593	:4685392593_0
4685392596	:4685392596_0
4685392596	:4685392596_0
4685392596	:4685392596_0
4685392598	:4685392598_0
4685392598	:4685392598_1
4685392598	:4685392598_2
4685392607	:4685392607_0
4685392607	:4685392607_0
4685392607	:4685392607_2
4685392618	:4685392618_0
4685392618	:4685392618_0
4685615413	:4685615413_0
4685615413	:4685615413_1
4695525092	:4695525092_0
4695525092	:4695525092_0
4695525092	:4695525092_0
4695525092	:4695525092_0
4703906251	:4703906251_0
4703906251	:4703906251_1
4708512440	:4708512440_0
4708512440	:4708512440_0
4708512446	:4708512446_0
4708512446	:4708512446_0
4708512446	:4708512446_0
4708552369	:4708552369_0
4708552369	:4708552369_0
4708552369	:4708552369_0
4708552372	:4708552372_0
4708552372	:4708552372_0
4708552372	:4708552372_2
4708552722	:4708552722_0
4708552723	:4708552723_0
4708680492	:4708680492_0
4708680492	:4708680492_1
4708680492	:4708680492_1
4720550783	:4720550783_0
4720550783	:4720550783_0
4720550783	:4720550783_0
4720550785	:4720550785_0
4720550785	:4720550785_0
4720550785	:4720550785_2
4720550785	:4720550785_3
4720550785	:4720550785_4
4720550785	:4720550785_5
4720552004	:4720552004_0
4720552004	:4720552004_0
4720552008	:4720552008_0
4720552008	:4720552008_0
4720552008	:4720552008_0
4720663314	:4720663314_0
4720663314	:4720663314_0
4720663314	:4720663314_0
4720663314	:4720663314_0
4720663315	:4720663315_0
4720663315	:4720663315_0
4720663315	:4720663315_0
4720708094	:4720708094_0
4720708094	:4720708094_0
4720708094	:4720708094_0
4720708097	:4720708097_0
4720708097	:4720708097_0
4720708097	:4720708097_0
4720708100	:4720708100_0
4720708100	:4720708100_0
4720708100	:4720708100_0
4720708102	:4720708102_0
4720708102	:4720708102_0
4720708102	:4720708102_0
4720708102	:4720708102_0
4720708102	:4720708102_0
4720971819	:4720971819_0
4720971819	:4720971819_0
4720971829	:4720971829_0
4720971829	:4720971829_0
4720971830	:4720971830_0
4720971830	:4720971830_0
4720971839	:4720971839_0
4720971840	:4720971840_0
4722746628	:4722746628_0
4722746628	:4722746628_0
4722746628	:4722746628_0
4722746630	:4722746630_0
4722746630	:4722746630_0
4722746630	:4722746630_0
4722746631	:4722746631_0
4722746631	:4722746631_0
4722746631	:4722746631_0
4722746634	:4722746634_0
4722746636	:4722746636_0
4722746636	:4722746636_0
4722746637	:4722746637_0
4722746637	:4722746637_1
4722746638	:4722746638_0
4722746638	:4722746638_1
4722746639	:4722746639_0
4722746639	:4722746639_0
4722746639	:4722746639_0
4722746639	:4722746639_0
4722746641	:4722746641_0
4722746641	:4722746641_0
4722746641	:4722746641_0
4722746643	:4722746643_0
4722746643	:4722746643_0
4722746644	:4722746644_0
4722746644	:4722746644_0
4722746645	:4722746645_0
4722746645	:4722746645_0
4722746645	:4722746645_0
4723135797	:4723135797_0
4723135797	:4723135797_0
4723135797	:4723135797_0
4723270155	:4723270155_0
4723270155	:4723270155_0
4723270155	:4723270155_0
4723326394	:4723326394_0
4723326394	:4723326394_0
4723326398	:4723326398_0
4723326398	:4723326398_0
4723326398	:4723326398_0
4723326398	:4723326398_0
4723379542	:4723379542_0
4723379542	:4723379542_1
4723379542	:4723379542_1
4723379542	:4723379542_1
4723379543	:4723379543_0
4723379543	:4723379543_0
4723379543	:4723379543_0
4723379543	:4723379543_0
4723379544	:4723379544_0
4723379544	:4723379544_0
4723379544	:4723379544_0
4723379544	:4723379544_0
4723379545	:4723379545_0
4723379545	:4723379545_0
4723379545	:4723379545_0
4723379547	:4723379547_0
4723379547	:4723379547_0
4723379547	:4723379547_0
4723379547	:4723379547_0
4723433441	:4723433441_0
4723433441	:4723433441_0
4723433441	:4723433441_0
4723433443	:4723433443_0
4723433443	:4723433443_0
4723433444	:4723433444_0
4723433444	:4723433444_0
4724823848	:4724823848_0
4724823848	:4724823848_0
4724823848	:4724823848_0
4724823848	:4724823848_0
4731523276	:4731523276_0
4731523276	:4731523276_0
4731603466	:4731603466_0
4731603466	:4731603466_0
4731603469	:4731603469_0
4731603469	:4731603469_0
4731603472	:4731603472_0
4731603472	:4731603472_0
4731603473	:4731603473_0
4731603473	:4731603473_0
4731603473	:4731603473_2
4731603473	:4731603473_3
4731670852	:4731670852_0
4731670852	:4731670852_0
4731670853	:4731670853_0
4731670853	:4731670853_0
4731670855	:4731670855_0
4731670857	:4731670857_0
4731670861	:4731670861_0
4731670861	:4731670861_0
4731670862	:4731670862_0
4731670863	:4731670863_0
4731670863	:4731670863_0
4731670864	:4731670864_0
4731670867	:4731670867_0
4731670867	:4731670867_0
4731670868	:4731670868_0
4731670868	:4731670868_0
473240006	:473240006_0
4737122477	:4737122477_0
4737122477	:4737122477_0
4737122477	:4737122477_2
4737122477	:4737122477_2
4737130618	:4737130618_0
4737133822	:4737133822_0
4737133822	:4737133822_0
4737133822	:4737133822_2
4737133822	:4737133822_2
4737133826	:4737133826_0
4737133826	:4737133826_1
4737133826	:4737133826_2
4737133826	:4737133826_3
4737133828	:4737133828_0
4737133828	:4737133828_4
4737133828	:4737133828_2
4737133828	:4737133828_3
4737133856	:4737133856_0
4737133856	:4737133856_1
4737134510	:4737134510_0
473849956	:473849956_0
473849956	:473849956_1
473859812	:473859812_0
473859815	:473859815_0
473859815	:473859815_1
473873465	:473873465_0
473873465	:473873465_0
473879871	:473879871_0
473879871	:473879871_4
473879871	:473879871_2
473879871	:473879871_5
473894833	:473894833_0
474385797	:474385797_0
474385797	:474385797_0
4744083580	:4744083580_0
4744083580	:4744083580_0
474541483	:474541483_0
474541483	:474541483_1
474546948	:474546948_0
474546948	:474546948_0
474549060	:474549060_0
474549060	:474549060_1
474549060	:474549060_1
474549120	:474549120_0
474552495	:474552495_0
474552495	:474552495_1
474559375	:474559375_0
474559375	:474559375_0
474676240	:474676240_0
474676240	:474676240_0
474676240	:474676240_0
474677934	:474677934_0
474677934	:474677934_0
474682657	:474682657_0
474682657	:474682657_0
474682657	:474682657_0
474683167	:474683167_0
474683167	:474683167_0
474683167	:474683167_0
474691686	:474691686_0
474691686	:474691686_0
474694626	:474694626_0
474694626	:474694626_0
474695389	:474695389_0
474695389	:474695389_0
474697403	:474697403_0
474697403	:474697403_0
474701473	:474701473_0
474701473	:474701473_1
474728387	:474728387_0
474728387	:474728387_1
474728387	:474728387_2
474728387	:474728387_3
474728387	:474728387_4
474728395	:474728395_0
474728395	:474728395_1
474728398	:474728398_0
474728398	:474728398_1
474729164	:474729164_0
474729164	:474729164_1
474789304	:474789304_0
474789304	:474789304_1
474793789	:474793789_0
474793789	:474793789_1
474794842	:474794842_0
474794842	:474794842_1
474797429	:474797429_0
474797429	:474797429_1
4749945156	:4749945156_0
4749945156	:4749945156_1
4749945161	:4749945161_0
4749945209	:4749945209_0
4749945209	:4749945209_0
4749945209	:4749945209_0
4749945342	:4749945342_0
4749945342	:4749945342_4
4749945342	:4749945342_2
4749945342	:4749945342_5
475044410	:475044410_0
475044410	:475044410_1
475049092	:475049092_0
475049092	:475049092_1
475049092	:475049092_2
475050311	:475050311_0
475050311	:475050311_0
475052386	:475052386_0
475054556	:475054556_0
475054556	:475054556_1
475055357	:475055357_0
475064050	:475064050_0
475064050	:475064050_1
475064050	:475064050_1
475064052	:475064052_0
475064052	:475064052_0
475064052	:475064052_0
475064052	:475064052_3
475066897	:475066897_0
475081801	:475081801_0
475081801	:475081801_0
475081801	:475081801_0
475082799	:475082799_0
475082799	:475082799_0
475082799	:475082799_0
4751036635	:4751036635_0
4751036635	:4751036635_0
4751036635	:4751036635_2
4751036636	:4751036636_0
4751036636	:4751036636_0
4751036636	:4751036636_2
4751036636	:4751036636_2
4751036637	:4751036637_0
4751036637	:4751036637_0
4751036637	:4751036637_2
4751036637	:4751036637_2
4751036638	:4751036638_0
4751036638	:4751036638_0
4751036638	:4751036638_2
4751036638	:4751036638_2
4751036640	:4751036640_0
4751036640	:4751036640_0
4751055176	:4751055176_0
4751055176	:4751055176_0
4751055176	:4751055176_2
4751057923	:4751057923_0
4751350304	:4751350304_0
4751350304	:4751350304_0
4751350304	:4751350304_2
4751350304	:4751350304_2
4751350305	:4751350305_0
4751350305	:4751350305_0
4751350305	:4751350305_2
4751350305	:4751350305_2
4751350306	:4751350306_0
4751350306	:4751350306_0
4751350306	:4751350306_2
4751350306	:4751350306_2
4751405791	:4751405791_0
4751405791	:4751405791_0
4751405791	:4751405791_0
4751405791	:4751405791_3
4751405791	:4751405791_3
4751405793	:4751405793_0
4751405793	:4751405793_0
4751405793	:4751405793_0
4751405793	:4751405793_3
4751405793	:4751405793_3
4751405794	:4751405794_0
4751405794	:4751405794_0
4751405794	:4751405794_2
4751405794	:4751405794_2
4751660608	:4751660608_0
4751660608	:4751660608_0
4751660618	:4751660618_0
4751660618	:4751660618_1
4751660618	:4751660618_1
4751728013	:4751728013_0
4751728013	:4751728013_1
4751728935	:4751728935_0
4751728935	:4751728935_5
4751728935	:4751728935_2
4751728935	:4751728935_2
4751728935	:4751728935_6
4751728939	:4751728939_0
4751728939	:4751728939_1
4751728939	:4751728939_1
4751728943	:4751728943_0
4751728943	:4751728943_1
4751728943	:4751728943_1
4751728950	:4751728950_0
4751728950	:4751728950_1
4751728950	:4751728950_1
4751728950	:4751728950_1
4751728960	:4751728960_0
4751728980	:4751728980_0
4751728980	:4751728980_0
4751728983	:4751728983_0
4751728983	:4751728983_1
4751728983	:4751728983_1
4751728983	:4751728983_1
4751728984	:4751728984_0
4751728984	:4751728984_5
4751728984	:4751728984_2
4751728984	:4751728984_2
4751728984	:4751728984_6
4751728994	:4751728994_0
4751728994	:4751728994_1
4751728994	:4751728994_1
4751729004	:4751729004_0
4751729004	:4751729004_1
4751729004	:4751729004_1
4751729004	:4751729004_3
4751729004	:4751729004_4
4751729007	:4751729007_0
4751729011	:4751729011_0
4751729011	:4751729011_0
4751729011	:4751729011_0
4751729011	:4751729011_3
4751729015	:4751729015_0
4751729015	:4751729015_1
4751729015	:4751729015_1
4751729015	:4751729015_1
4751729020	:4751729020_0
4751729020	:4751729020_1
4751729020	:4751729020_1
4751729025	:4751729025_0
4751729025	:4751729025_1
4751729025	:4751729025_1
4751729045	:4751729045_0
4751729045	:4751729045_1
4751729045	:4751729045_1
4751729050	:4751729050_0
4751729050	:4751729050_0
4751729050	:4751729050_2
4751755880	:4751755880_0
4751755880	:4751755880_1
4751755880	:4751755880_1
4751755880	:4751755880_1
4751793164	:4751793164_0
4751793164	:4751793164_0
4751793164	:4751793164_2
4751793164	:4751793164_3
4751793164	:4751793164_4
4751793164	:4751793164_4
4751793173	:4751793173_0
4751793173	:4751793173_0
4751793173	:4751793173_0
475328017	:475328017_0
475328017	:475328017_0
475329142	:475329142_0
475329142	:475329142_0
475339285	:475339285_0
475339285	:475339285_0
475341668	:475341668_0
475341668	:475341668_0
475341668	:475341668_2
475347095	:475347095_0
475356004	:475356004_0
475356004	:475356004_1
4753766314	:4753766314_0
4753766320	:4753766320_0
4753766320	:4753766320_1
4753766320	:4753766320_1
