vType	veh_id	depart	depart_edge	depart_delay	arrival	arrival_edge	duration	route_length	CO	CO2	HC	PMx	NOx	fuel
SCar	sveh7	5.00	480148041	0.80	63.00	549454264#1	58.00	830.13	1234.843646	126220.594957	8.556291	1.983932	48.080841	54.256801	
SCar	sveh52	25.00	549454263#0	0.50	116.00	367461722	91.00	1244.94	3077.085378	261774.591568	20.196950	4.596340	103.894328	112.525231	
SCar	sveh65	30.00	549454263#0	0.10	118.00	367461722	88.00	1244.94	3152.200175	269856.004345	20.769799	4.746665	107.301719	115.999033	
SCar	sveh6	4.00	367461723	0.00	126.00	35006698	122.00	2105.38	3761.492421	380430.505358	26.237163	6.813818	147.516581	163.529762	
SCar	sveh70	31.00	549454263#0	0.00	133.00	367461722	102.00	1244.94	3930.284674	287791.887161	24.674019	5.190295	115.526893	123.709117	
SCar	sveh13	8.00	106586101#0	0.20	139.00	453763721	131.00	2210.72	3583.139225	365440.694946	25.045112	6.431654	141.260749	157.086443	
SCar	sveh26	14.00	367461723	1.60	147.00	35006698	133.00	2105.38	3315.139133	340684.803985	23.127253	5.734954	131.361719	146.445233	
SCar	sveh94	44.00	480148041	0.90	147.00	367461722	103.00	1717.29	1687.571410	233137.500466	13.079981	3.591860	86.263491	100.215585	
SCar	sveh57	26.00	367461723	0.30	149.00	-256605510	123.00	2079.27	2919.272835	321791.438550	20.984359	5.598418	123.124856	138.323584	
SCar	sveh63	29.00	367461723	0.10	150.00	-34774629#0	121.00	1424.74	3408.626007	282528.914196	22.075908	4.405820	110.170160	121.447346	
SCar	sveh101	47.00	480148041	1.60	152.00	367461722	105.00	1717.29	2349.320001	270260.335652	17.031527	4.499407	103.282119	116.172779	
SCar	sveh126	63.00	480148041	0.20	154.00	367461722	91.00	1717.29	1753.140891	234759.261010	13.550036	3.934559	87.243344	100.912453	
SCar	sveh33	15.00	480148041	0.70	160.00	-34774629#0	145.00	2472.65	3641.074187	375377.632733	25.559175	6.488480	143.164470	161.358155	
SCar	sveh50	24.00	96151239#5	0.60	160.00	gneE25	136.00	1190.19	8077.946898	337500.971708	44.606289	6.403738	140.184329	145.079074	
SCar	sveh8	5.00	367461723	0.70	165.00	304693638	160.00	2771.64	3566.094808	436695.975602	26.511953	7.239103	164.866542	187.716027	
SCar	sveh58	27.00	106586101#0	0.90	167.00	453763721	140.00	2210.72	3881.928207	375497.723137	26.548645	6.441493	144.925442	161.409833	
