link	cost_co2	cost_co	cost_nox	cost_vocs	cost_pm10	cost_pm25	cost_ghg	cost_nox	cost_noise	cost_tc	cost_rc	cost_emissions_indicator	cost_eco_indicator	totalvehicles	totalrouting	avgspeed	ttime	length
-13278020#5	1217.90705808584	7.3063436455545	3.62072220184184	1.30351893710457	0.273422704626611	0.222771468156712	0.000361832297734691	0	0	0.0354	0	0.000361832297734691	0.0357618322977347	227	0	2.17	6.79723502304147	14.75
-13278020#6	1528.3765617484	8.8854480660984	4.64913893496726	1.64672831395768	0.371493751814921	0.301290001073578	0.000442263206643342	0	0	0.048792	0	0.000442263206643342	0.0492342632066433	230	0	3.42	5.94444444444444	20.33
-13278020#7	1056.55643645798	6.198062258112	3.2893870925194	1.22601339263247	0.303281634347242	0.221929053004846	0.000295379248233121	0	0	0.055488	0	0.000295379248233121	0.0557833792482331	230	0	10.16	2.2755905511811	23.12
-13278020#8	44.7489473457722	0.26764060998	0.138167647025427	0.0523906882180974	0.0127513250431697	0.00921987114420946	1.2546288585001e-05	0	0	0.0024	0	1.2546288585001e-05	0.002412546288585	230	0	10.59	0.0944287063267233	1
-13278159#0	1747.07631582044	10.5110342735604	5.18178690650628	1.86884008309702	0.389236465188451	0.31719620696317	0.000861026575953353	0	0	0.083352	0	0.000861026575953353	0.0842130265759534	137	25	2.06	16.8592233009709	34.73
-13278159#1	483.377818298782	2.7093810966624	1.52653231122135	0.546849863447674	0.13974922660223	0.105905415493302	0.000226091986777509	0	0	0.039168	0	0.000226091986777509	0.0393940919867775	137	25	8.71	1.87370838117107	16.32
-13714843#0	203.972782259346	1.447891981578	0.555098422363517	0.256121658825325	0.0526289607938064	0.0347403164006563	0.00029091654435307	0	0	0.02415	0	0.00029091654435307	0.0244409165443531	47	0	13.3	1.81578947368421	24.15
-13714843#1	1587.89690695788	11.230010458545	4.33843511596714	1.99092856519916	0.410765568477637	0.271654322366625	0.00226243927525236	0	0	0	0	0.00226243927525236	0.00226243927525236	47	0	13.25	14.1811320754717	187.9
-13714843#2	1614.87905998306	11.2217801772255	4.49164391824835	2.01062489129343	0.422803894716079	0.282123400528103	0.0022900003493818	0	0	0	0	0.0022900003493818	0.0022900003493818	47	0	13.01	14.641813989239	190.49
-13714843#3	1972.51273362264	11.3183202949759	6.05143685992284	2.13230557600559	0.494890709336109	0.399985934375473	0.00178776309109444	0	0	0	0	0.00178776309109444	0.00178776309109444	73	0	3.99	21.7468671679198	86.77
-13715172	2471.09879224996	16.0350649801272	7.27768143835218	2.99366170271366	0.675530429773476	0.466948357083461	0.0035203332344437	0.0003178259998938	0.041304347826087	0	0.117504118519354	0.0038381592343375	0.162646625579779	46	0	12.02	24.2470881863561	291.45
-13715172.291	612.878627575865	3.81439808847024	1.76128035082152	0.651418491942925	0.123941933646961	0.100996279264457	0.000911726150207197	7.76199894485871e-05	0.02263251935676	0	1.0527689930054	0.000989346139655784	1.07639085850182	46	0	0.78	41.7051282051282	32.53
-13797599#0	412.856013551964	2.6807846863239	1.2153491117069	0.500293867716361	0.112820581348862	0.0779585984462752	0.000601314803630975	0	0	0	0	0.000601314803630975	0.000601314803630975	45	0	12.03	4.13881961762261	49.79
-13797599#1	3412.18567885929	18.8149329926213	10.7693368529487	3.78094387250537	0.96476992456892	0.753355332227233	0.00318643497714873	0	0	0	0	0.00318643497714873	0.00318643497714873	69	0	7.09	28.7884344146685	204.11
-13797599#10	79.7596363019031	0.55708158329472	0.220731777147518	0.0995074817600837	0.0208105132610602	0.0138502333032642	0.000120980100412248	0	0	0.024144	0	0.000120980100412248	0.0242649801004122	44	0	13.08	0.769113149847095	10.06
-13797599#2	801.660705842771	4.69800875601222	2.42528905968055	0.862165218016357	0.191062897477146	0.15520585117986	0.00101018274125758	0	0	0	0	0.00101018274125758	0.00101018274125758	53	0	3.09	14.5598705501618	44.99
-13797599#3	655.425395042039	4.13965740109782	1.96524096001135	0.785351553373651	0.181918169509154	0.12756449981389	0.000805627115830612	0	0	0	0	0.000805627115830612	0.000805627115830612	53	0	11.59	5.71095772217429	66.19
-13797599#4	706.585105912692	4.3246018744236	2.06458137959812	0.753370108207362	0.150144380978761	0.122422272624093	0.0010917262401664	0	0	0	0	0.0010917262401664	0.0010917262401664	44	0	1.41	29.3404255319149	41.37
-13797599#5	591.393873435227	4.0947225954624	1.65068313685999	0.73526054593211	0.155214999636969	0.10376124528999	0.000894955626077845	0	0	0	0	0.000894955626077845	0.000894955626077845	44	0	12.96	5.74537037037037	74.46
-13797599#6	1017.55507711939	7.13315799997416	2.805698657838	1.27134416883268	0.264833980944947	0.175930510088193	0.00154495386772472	0	0	0	0	0.00154495386772472	0.00154495386772472	44	0	13.13	9.78141660319878	128.43
-13797599#7	464.168795126376	3.258642589752	1.27793979025908	0.580276375602429	0.120685534817239	0.0801123250235933	0.000705026583129753	0	0	0	0	0.000705026583129753	0.000705026583129753	44	0	13.15	4.45627376425855	58.6
-13797599#8	339.918054477059	2.39161874805216	0.933739518274779	0.425318734949914	0.0882461170461414	0.0585132332232964	0.000516610275400963	0	0	0	0	0.000516610275400963	0.000516610275400963	44	0	13.18	3.25720789074355	42.93
-13797599#9	456.842059851314	3.20250634803792	1.25964793748298	0.570783343260083	0.118900002657367	0.0789858538634679	0.0006936232968388	0	0	0	0	0.0006936232968388	0.0006936232968388	44	0	13.13	4.39146991622239	57.66
-13797704#0	535.388951358172	3.0843269337843	1.6780153284897	0.615690836087156	0.154492229277839	0.114443531700969	0.000763390456812248	0	0	0	0	0.000763390456812248	0.000763390456812248	45	0	9.69	6.02579979360165	58.39
-13797704#1	207.17800620286	1.3374508707504	0.612375362522268	0.250466375966544	0.0568068030891186	0.0393735772135637	0.000301353202401225	0	0	0.02492	0	0.000301353202401225	0.0252213532024012	45	0	11.94	2.08710217755444	24.92
-13798697	1063.07004670369	7.06594987316088	3.0749862958624	1.30034363908038	0.28645071489518	0.195544916894484	0.00179636097617101	0.000328706549184405	0.0937419505912657	0	0.27057000842508	0.00212506752535541	0.366437026541701	39	0	12.38	12.0589660743134	149.29
-14326205#0	139.50560399764	0.89429796200484	0.414316894250864	0.168176221526937	0.0384046131800669	0.0267174740859772	0.000506511083636065	0	0	0	0	0.000506511083636065	0.000506511083636065	18	0	11.83	3.53423499577346	41.81
-14326205#1	175.43946254407	1.22178961061568	0.486927680909063	0.218622839398249	0.0458655158671296	0.0305706352274411	0.000649979990517257	0	0	0	0	0.000649979990517257	0.000649979990517257	18	0	13.04	4.14570552147239	54.06
-14326205#2	54.9829162057847	0.38263163616216	0.152712857069028	0.0684967839882306	0.014381378835227	0.00958913538104007	0.000203664978461098	0	0	0	0	0.000203664978461098	0.000203664978461098	18	0	13.03	1.30007674597084	16.94
-14326205#3	63.7327661198961	0.442878423039	0.177267077411097	0.0793512586341853	0.0166863651924521	0.0111342732396295	0.000235984602122761	0	0	0	0	0.000235984602122761	0.000235984602122761	18	0	13.01	1.50883935434281	19.63
-14326205#4	458.674255614849	3.08248679904408	1.31488592357158	0.563523231468821	0.122743528862341	0.0833156204594691	0.000977709763118924	0	0	0	0	0.000977709763118924	0.000977709763118924	31	0	12.54	6.48564593301435	81.33
-14327505#0	371.222646008078	2.292656605194	1.07529535401065	0.395134447672707	0.0768372257956585	0.0626386885692979	0.000253266798180843	0	0	0.022296	0	0.000253266798180843	0.0225492667981808	100	45	1.07	8.6822429906542	9.29
-14327505#1	2698.93034630078	15.4327916185554	8.29817738290458	2.9204125889996	0.682844698401968	0.551277451513115	0.0017651246483562	0	0	0	0	0.0017651246483562	0.0017651246483562	101	45	4.15	20.9590361445783	86.98
-14327505#2	1360.97247164663	7.87321219758624	4.15345981115931	1.46811241309293	0.334801390379895	0.271213718217416	0.00188293186992708	0	0	0	0	0.00188293186992708	0.00188293186992708	48	16	3.63	24.3278236914601	88.31
-14327505#3	175.334371996849	1.0239131738304	0.546838707650902	0.203013480583391	0.0504041576048875	0.0369924267991754	0.000234738476265909	0	0	0.043872	0	0.000234738476265909	0.0441067384762659	48	16	10.05	1.81890547263682	18.28
-14328611	325.069435678034	1.797972139584	1.02150978319709	0.357405705474847	0.0899605734439708	0.0710557052077628	0.000263217040115181	2.81023639864578e-05	0.00997288812785388	0.037872	0	0.000291319404101639	0.0481362075319555	80	28	6.3	2.5047619047619	15.78
-14333888#0	41.028718194149	0.2264256655416	0.12965278733837	0.0456507157982706	0.011690656277189	0.00907379110587857	0.000439746211956196	0	0	0	0	0.000439746211956196	0.000439746211956196	6	0	7.46	3.8887399463807	29.01
-14333888#1	21.6143108814874	0.12425909070456	0.0677906529047786	0.0248290091915463	0.00623994935282716	0.00462931906296047	0.000231096601473357	0	0	0	0	0.000231096601473357	0.000231096601473357	6	0	9.63	1.82969885773624	17.62
-14333888#2	25.4130764556191	0.14278286929968	0.0802166078625108	0.0287984792954563	0.00734999761944947	0.00555680911178057	0.000271396177652617	0	0	0	0	0.000271396177652617	0.000271396177652617	6	0	8.82	2.23696145124717	19.73
-14333888#3	56.5599804885006	0.3146891770512	0.176937100797412	0.061878926046068	0.0153452150507065	0.0122079674856082	0.000613503350466928	0	0	0	0	0.000613503350466928	0.000613503350466928	6	0	5.72	6.11013986013986	34.95
-14333980	108.484494590963	0.6073201603392	0.342679411036215	0.122618860513245	0.031355372087806	0.0237921981746076	0.00173798827192802	0.000188116518078014	0.0412671232876712	0	0	0.00192610479000603	0.0431932280776773	4	0	8.65	14.4462427745665	124.96
-156211618#0	10786.5941265102	59.4934961323458	34.006973355901	11.9223970726325	3.03213819319733	2.37643131734105	0.00216165479035135	0	0	0.325848	0	0.00216165479035135	0.328009654790351	322	79	6.85	19.8204379562044	135.77
-156211618#1	1152.35666196254	7.7551174036224	3.29962142105222	1.41656146873153	0.308104587023873	0.208984992152277	0.000236563785124022	0	0	0.047232	0	0.000236563785124022	0.047468563785124	322	79	12.56	1.56687898089172	19.68
-156211618#2	58.5177282494954	0.394637412372	0.167261756357574	0.0719943500839424	0.0156250208865416	0.0105869357005575	1.2019189257577e-05	0	0	0.0024	0	1.2019189257577e-05	0.00241201918925758	322	79	12.59	0.079428117553614	1
-157156090#0	106.867843187922	0.6324225386976	0.321060471246984	0.114694189894223	0.0248551093859595	0.0202215149997148	0.000511913311059278	0	0	0	0	0.000511913311059278	0.000511913311059278	14	0	2.7	8.13333333333333	21.96
-167487356#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.16
-167487356#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.81
-167487356#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.77
-167487356#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.3
-167487356#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.38
-167487356#5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.81
-167487370	243.590783946656	1.4052946764687	0.763093740751967	0.280332832307068	0.0702670899869492	0.0519994649374507	0.000100851073089142	3.44089761330395e-06	0.00351598173515982	0.018552	0	0.000104291970702446	0.0221722737058623	155	45	9.73	0.794450154162384	7.73
-167487441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25
-167487519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.94
-172963174#2	1014.16588940206	5.67981714031758	3.20329390582064	1.14664415772947	0.29315336384944	0.222348147855516	0.00151137533307024	0	0	0	0	0.00151137533307024	0.00151137533307024	43	0	8.67	12.5501730103806	108.81
-172963174#3	818.41546177398	4.59518344785822	2.5837011449209	0.927011586835916	0.236681643866599	0.179054746029983	0.00121957042241965	0	0	0	0	0.00121957042241965	0.00121957042241965	43	0	8.79	10.0671217292378	88.49
-172963174#4	56.2447475279444	0.3193204450875	0.177079204694057	0.0641602860968478	0.0162690013397797	0.0121866427577922	8.3833387769904e-05	0	0	0.015	0	8.3833387769904e-05	0.0150838333877699	43	0	9.23	0.677139761646804	6.25
-172963174#5	397.09604091035	2.232594469101	1.25325232493715	0.45020475454513	0.114857641423784	0.0867788183983295	0.00059172864064621	0	0	0	0	0.00059172864064621	0.00059172864064621	43	0	8.85	4.87005649717514	43.1
-193149514	566.804221144574	3.23122080379212	1.7824044669203	0.648115947463597	0.163877292307964	0.122350886693832	0.000526614884328479	8.64269388665954e-05	0.0243531202435312	0.03958	0	0.000613041823195075	0.0645461620667263	69	0	9.37	4.22411953041622	39.58
-198514517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.17
-200072875	1835.81244047158	10.7381868188033	5.72199162557585	2.12729409961865	0.527473488506362	0.38670932159688	0.000551395792090226	1.8647731694489e-05	0.00184835488413775	0.103248	0	0.000570043523784715	0.105666398407922	214	35	10.09	4.26362735381566	43.02
-207634492	910.898243277746	5.6047765863012	2.6481957569074	0.970246397135969	0.190616048948838	0.155410711982948	0.000402957861855092	1.1842307694729e-05	0.00319634703196347	0.035952	0	0.000414800169549821	0.0395631472015133	154	45	1.21	12.3801652892562	14.98
-207634505#0	1700.20629164452	10.08711867564	5.09824809885102	1.82376210646347	0.392876057593263	0.31973967917867	0.000374231012985734	0	0	0.03816	0	0.000374231012985734	0.0385342310129857	305	35	2.6	6.11538461538461	15.9
-207634505#1	1589.41121976397	9.3076287977232	4.81096123095308	1.70964955623309	0.379502800018234	0.3082395146285	0.000347923854523522	0	0	0.037296	0	0.000347923854523522	0.0376439238545235	305	35	3.12	4.98076923076923	15.54
-207634523#0	7284.16097223832	42.6071202121488	22.7037943330352	8.44070576890446	2.09291631005696	1.53439037990894	0.00152011950120644	0	0	0.28464	0	0.00152011950120644	0.286160119501206	308	35	10.09	11.7542120911794	118.6
-207634523#1	837.749705215325	4.8729041944968	2.61671880713388	0.968119842807375	0.241124630324591	0.177432061788087	0.000174706941351644	0	0	0.032496	0	0.000174706941351644	0.0326707069413516	308	35	9.95	1.3608040201005	13.54
-211090188#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5
-211641909#0	1476.50151823285	9.9993545265201	4.20510746912916	1.8195872562265	0.393185909943558	0.265833556189863	0.000585354585154223	0	0	0.116904	0	0.000585354585154223	0.117489354585154	167	0	12.65	3.85059288537549	48.71
-211641909#1	603.56824289215	3.65129874957624	1.853545002762	0.710202080075677	0.171146618523656	0.122920938769631	0.000233505544248171	0	0	0.045048	0	0.000233505544248171	0.0452815055442482	167	0	10.82	1.73475046210721	18.77
-211641911	4364.79903499543	30.1993675703331	12.1913472033782	5.42504919987596	1.1461233912334	0.766465910110566	0.00173997287127025	2.30561805942243e-05	0.00227626937905012	0	0	0.00176302905186448	0.0040392984309146	167	0	12.95	11.1791505791506	144.77
-212361874#0	51.1499032329434	0.2890292644092	0.158431889396198	0.0555579364802949	0.0133210117706304	0.0107036775737932	0.000671791351131405	0	0	0	0	0.000671791351131405	0.000671791351131405	5	0	4.74	7.38185654008439	34.99
-212361874#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86
-212706762#0	694.369052777305	3.8375342577663	2.18361278625166	0.764211317743516	0.192811713352952	0.152068220635373	0.000131029282901348	0	0	0.019032	0	0.000131029282901348	0.0191630292829013	343	79	6.41	1.23712948517941	7.93
-212706762#1	2922.41687874274	16.4278725446808	9.08125818327655	3.18063180784491	0.771085962434502	0.617930656167926	0.000554726179515483	0	0	0.071232	0	0.000554726179515483	0.0717867261795155	345	79	5.03	5.90059642147117	29.68
-212710688	2025.48320983083	13.344858597519	5.89903692173451	2.46885236204849	0.548726213426997	0.376299128379067	0.00261180825344743	0.000372710110614476	0.0551884680812964	0	0.142464108273912	0.00298451836406191	0.20063709471927	51	0	12.25	17.6995918367347	216.82
-212710692	1416.76096215484	10.02709818792	3.86783147840941	1.77687924754708	0.366307062219164	0.242161613531671	0.00210874724559608	0.000345377740499276	0.0679046169457128	0	0.19990640903424	0.00245412498609536	0.270265150966048	45	0	13.26	13.2066365007541	175.12
-212710702	475.658902795833	3.354070419882	1.30362330944655	0.595686970617192	0.123297805117759	0.0816634055138043	0.000707270301622868	0.00011671779506522	0.0412278031456114	0	0	0.000823988096688089	0.0420517912422994	45	0	13.21	4.44814534443603	58.76
-212711374#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6
-212711374#1	8.41721188690206	0.04691094518688	0.0263013344786196	0.00919925580703094	0.00227249744297196	0.00181056974198964	0.000137105365415811	0	0	0	0	0.000137105365415811	0.000137105365415811	4	0	5.59	1.38103756708408	7.72
-212711374#2	55.9986258466955	0.31066729484448	0.177085232257931	0.0627967672065615	0.0161103837806927	0.0123629760350479	0.000898091216386893	0	0	0	0	0.000898091216386893	0.000898091216386893	4	0	8.09	7.67861557478368	62.12
-216891254#0	1456.70791014252	9.8653056940536	4.14873485576318	1.7951943270008	0.3879149585006	0.262269858378853	0.000560719460958654	0	0	0.111984	0	0.000560719460958654	0.112544719460959	172	43	12.65	3.68853754940711	46.66
-216891254#1	2425.8597672698	16.3826562100464	6.92559922345241	2.98619981940423	0.647159075705349	0.438176006122527	0.000933109744058347	0	0	0.186336	0	0.000933109744058347	0.187269109744058	172	43	12.61	6.15701823949247	77.64
-216891254#2	3610.29838378264	24.5712376135296	10.2378293895772	4.45796497463308	0.958344538957007	0.646299803774437	0.00139142368266592	0	0	0	0	0.00139142368266592	0.00139142368266592	172	43	12.72	9.10377358490566	115.8
-217344337#0	961.810010157461	6.57860223829368	2.71530793919877	1.1899888786663	0.254483439942658	0.171185420668875	0.00037115737897579	0	0	0.074136	0	0.00037115737897579	0.0745071573789758	172	43	12.79	2.41516810007819	30.89
-217344337#1	2605.97794715601	17.8371247841952	7.35223551977173	3.22513317294921	0.68918835570882	0.463432900525137	0.00100581760107765	0	0	0.08371	0	0.00100581760107765	0.0847158176010776	172	43	12.8	6.53984375	83.71
-217344337#2	350.34994764814	2.2974973878816	1.02396358585607	0.426239414816813	0.0951816565618233	0.0654316255349439	0.00013380699184966	0	0	0.02664	0	0.00013380699184966	0.0267738069918497	172	43	12.18	0.911330049261084	11.1
-217344337#3	808.454582195576	5.392015262634	2.33210461969725	0.990252202856874	0.217381006075836	0.14813247673878	0.000344017633598606	0	0	0.06864	0	0.000344017633598606	0.0689840176335986	155	43	12.43	2.30088495575221	28.6
-217344337#4	445.443550989658	2.6231400256575	1.38465383571827	0.51782347983674	0.12769292263351	0.0932123223249637	0.000184886271222468	0	0	0.034872	0	0.000184886271222468	0.0350568862712225	155	43	10.25	1.41756097560976	14.53
-217344337#5	363.232808071514	2.0053656588	1.14805494350379	0.40453059164523	0.103651487263348	0.0803399699470551	0.000150645125260666	0	0	0.024	0	0.000150645125260666	0.0241506451252607	155	43	7.54	1.3262599469496	10
-219536349#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.44
-219536349#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.44
-220232893#0	768.425863007677	4.6243341679695	2.27864320190383	0.821940181387555	0.17108015191955	0.139418859896235	0.000334766135023506	0	0	0.032376	0	0.000334766135023506	0.0327107661350235	155	62	2.05	6.58048780487805	13.49
-220232893#1	646.183198773435	3.7729887626688	1.95986974296567	0.695524121801115	0.155407574098511	0.126154195481366	0.00027798590245952	0	0	0.030144	0	0.00027798590245952	0.0304219859024595	155	62	3.24	3.87654320987654	12.56
-220232893#2	742.00994715291	4.1196531028095	2.34638789699101	0.83275653544648	0.213615083969211	0.163737455376824	0.000307049599579654	0	0	0.051192	0	0.000307049599579654	0.0514990495995796	155	62	8.15	2.61717791411043	21.33
-220232893#3	1314.94872951672	8.8927593739968	3.74954435688194	1.61958844896913	0.350480993692241	0.23713158914596	0.000561468339837697	0	0	0.112128	0	0.000561468339837697	0.112689468339838	155	62	12.63	3.69912905779889	46.72
-220232893#4	364.053551093619	2.465490539001	1.0368321928304	0.448646475451498	0.0969458717023511	0.0655452425450895	0.000155501710775932	0	0	0.031056	0	0.000155501710775932	0.0312115017107759	155	62	12.65	1.02292490118577	12.94
-223556668#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.23
-223556668#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.24
-223556668#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.86
-223556668#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.07
-223556668#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.43
-224637998	224.46916410706	1.33933976952888	0.693824700419821	0.262520794743719	0.0640254721794723	0.0463599827839531	0.000466756587949869	1.55527339032844e-05	0.0113418765650317	0	0	0.000482309321853154	0.0118241858868848	31	0	10.54	3.52277039848197	37.13
-224646232#0	1394.28464072455	9.3184401005508	4.01529925470504	1.70922584519099	0.374419326468855	0.254873460751204	0.00155946226592894	0	0	0	0	0.00155946226592894	0.00155946226592894	59	11	12.46	10.4069020866774	129.67
