link	cost_co2	cost_co	cost_nox	cost_vocs	cost_pm10	cost_pm25	cost_ghg	cost_nox	cost_noise	cost_tc	cost_rc	cost_emissions_indicator	cost_eco_indicator	totalvehicles	totalrouting	avgspeed	ttime	length
-13715172.291	576.324322592792	3.5935659396159	1.65294752021334	0.612352681713746	0.115883993006757	0.0944169253595582	0.000917823737577686	7.7845547476857e-05	0.0139216310927047	0	1.12621799251741	0.000995669285054543	1.14113529289517	43	0	0.71	45.8169014084507	32.53
-13797599#0	379.496458719552	2.41906963795224	1.13125847352011	0.456440587511598	0.104802386062722	0.07312813183711	0.000604171996324144	0	0	0	0	0.000604171996324144	0.000604171996324144	41	0	11.74	4.24105621805792	49.79
-13797599#1	3258.4744978389	17.9699005404555	10.2760175021015	3.60379783036642	0.91735159975751	0.718322646516814	0.003233658214464	0	0	0	0	0.003233658214464	0.003233658214464	65	0	6.91	29.5383502170767	204.11
-13797599#10	72.6147354942544	0.5035021340352	0.202398270118249	0.0903315654951159	0.0190396863127279	0.0127186501689088	0.000120922745446823	0	0	0.024144	0	0.000120922745446823	0.0242649227454468	40	0	12.98	0.775038520801233	10.06
-13797599#2	767.612916137083	4.54488670252848	2.30525731567828	0.823741520302095	0.178299853449158	0.14507029772532	0.00105078944981966	0	0	0	0	0.00105078944981966	0.00105078944981966	49	0	2.68	16.7873134328358	44.99
-13797599#3	600.284377685417	3.86033042331888	1.77898266270583	0.724583316898471	0.164955982120225	0.114564930407479	0.000801187849781069	0	0	0	0	0.000801187849781069	0.000801187849781069	49	0	11.88	5.57154882154882	66.19
-13797599#4	639.613378131881	3.909517225488	1.87118874865319	0.682133795976164	0.136427343055003	0.111237844148719	0.00108650496661194	0	0	0	0	0.00108650496661194	0.00108650496661194	40	0	1.46	28.3356164383562	41.37
-13797599#5	537.062566008491	3.7374723374832	1.49166985928897	0.669063431164063	0.140474546513315	0.0936648328049644	0.000895212178052735	0	0	0	0	0.000895212178052735	0.000895212178052735	40	0	13.03	5.7145049884881	74.46
-13797599#6	926.335554021898	6.4464621582456	2.57286005947465	1.15401311394575	0.242293123941782	0.161554854648692	0.00154407870033995	0	0	0	0	0.00154407870033995	0.00154407870033995	40	0	13.03	9.85648503453569	128.43
-13797599#7	422.730133992876	2.939683101504	1.17495279322936	0.526477587663764	0.110623983009763	0.0737885310955502	0.000704498986376306	0	0	0	0	0.000704498986376306	0.000704498986376306	40	0	13.02	4.50076804915515	58.6
-13797599#8	309.466761458342	2.1598951662792	0.857060563635211	0.385976042589309	0.0807847014570889	0.0537854154631572	0.000516241175181766	0	0	0	0	0.000516241175181766	0.000516241175181766	40	0	13.07	3.28462127008416	42.93
-13797599#9	415.949138669441	2.8925277753024	1.15610542760418	0.518032384039124	0.108849468606535	0.0726048925421403	0.000693198149393478	0	0	0	0	0.000693198149393478	0.000693198149393478	40	0	13.02	4.42857142857143	57.66
-13797704#0	490.281096058943	2.8157131716888	1.53822217446149	0.56289513677219	0.141572373475659	0.105108534848487	0.000767050800662092	0	0	0	0	0.000767050800662092	0.000767050800662092	41	0	9.6	6.08229166666667	58.39
-13797704#1	187.846443208391	1.2261477095196	0.550893848942645	0.228110821588195	0.0511744602692379	0.0352644973496557	0.000300646939195875	0	0	0.02492	0	0.000300646939195875	0.0252206469391959	41	0	12.11	2.05780346820809	24.92
-13798697	894.579507619198	6.04987869381786	2.55087173308162	1.1018305160514	0.238437520588597	0.161324206410022	0.00179412689328702	0.000319523202297574	0.0661408606614086	0	0.319764555411458	0.0021136500955846	0.388019066168451	33	0	12.63	11.8202692003167	149.29
-14326205#0	122.503524230597	0.80765480784	0.356597701249024	0.149359200542026	0.0331740683084206	0.0227417921847565	0.000503593910262058	0	0	0	0	0.000503593910262058	0.000503593910262058	16	0	12.26	3.41027732463295	41.81
-14326205#1	156.133874431218	1.0810475594496	0.435796793293047	0.194116109262276	0.0409783062553392	0.0273940024925004	0.000649762303864737	0	0	0	0	0.000649762303864737	0.000649762303864737	16	0	12.96	4.1712962962963	54.06
-14326205#2	48.8737032940308	0.34011700992192	0.135744761839136	0.0608860302117605	0.0127834478535351	0.00852367589425784	0.000203664978461098	0	0	0	0	0.000203664978461098	0.000203664978461098	16	0	13.03	1.30007674597084	16.94
-14326205#3	56.6683855201901	0.39321693666528	0.157840542549133	0.07051490730615	0.0148512937974979	0.00991711274807704	0.000235964840797433	0	0	0	0	0.000235964840797433	0.000235964840797433	16	0	12.99	1.51116243264049	19.63
-14326205#4	430.743626812908	2.86108811763642	1.2466221160886	0.526740481660399	0.116115398062286	0.0792938718284462	0.000978691271317857	0	0	0	0	0.000978691271317857	0.000978691271317857	29	0	12.37	6.57477768795473	81.33
-14327505#0	323.628958873689	2.0072384564118	0.933402579668423	0.344201784571184	0.0661390042152334	0.0539064274937164	0.000257165991370622	0	0	0.022296	0	0.000257165991370622	0.0225531659913706	86	45	0.91	10.2087912087912	9.29
-14327505#1	2303.34237857057	13.140112629276	7.09224001613668	2.49406265122481	0.586049459520619	0.472748940645152	0.00174687363159218	0	0	0	0	0.00174687363159218	0.00174687363159218	87	45	4.26	20.4178403755869	86.98
-14327505#2	1159.91424145651	6.66297601612272	3.55598146383501	1.2535025619763	0.290240068471109	0.234659960680169	0.00182815111071176	0	0	0	0	0.00182815111071176	0.00182815111071176	42	16	3.94	22.4137055837563	88.31
-14327505#3	148.827097852296	0.89359004898576	0.458695670320183	0.174543620104756	0.0423396567432954	0.0305431878721686	0.000228648213188429	0	0	0.043872	0	0.000228648213188429	0.0441006482131884	42	16	10.67	1.71321462043112	18.28
-14328611	292.465020238195	1.61562908116512	0.92013832896946	0.322092718189037	0.0813808745253285	0.064122538529311	0.000259180443556479	2.7739828974266e-05	0.00452242446988178	0.037872	0	0.000286920272530745	0.0426813447424125	73	28	6.48	2.43518518518518	15.78
-14333888#0	41.3313880851903	0.2280083095728	0.130572756042797	0.0459347217470757	0.0117540559219682	0.00913832859419521	0.000443210213422626	0	0	0	0	0.000443210213422626	0.000443210213422626	6	0	7.36	3.94157608695652	29.01
-14333888#1	21.8642919376178	0.12487450796856	0.068717486217772	0.0250269217145939	0.00631982815133607	0.0047116021082928	0.000233641395357095	0	0	0	0	0.000233641395357095	0.000233641395357095	6	0	9.43	1.86850477200424	17.62
-14333888#2	24.8348572540168	0.14083746565068	0.0782133700309554	0.0283110095480524	0.00718416078870058	0.00538645666095267	0.000265271364794698	0	0	0	0	0.000265271364794698	0.000265271364794698	6	0	9.19	2.14689880304679	19.73
-14333888#3	44.8175207909813	0.2522114127882	0.141416833911307	0.050843317881853	0.0129643423433282	0.00978639625003941	0.000478620696557589	0	0	0	0	0.000478620696557589	0.000478620696557589	6	0	8.89	3.93138357705287	34.95
-14333980	109.125600852665	0.6098429078016	0.344809897143831	0.123179263613749	0.0315251784022982	0.0239662524949845	0.0017484254835519	0.000189322562168865	0.0412671232876712	0	0	0.00193774804572077	0.043204871333392	4	0	8.56	14.5981308411215	124.96
-156211618#0	10172.049175227	56.0890221207566	32.103097838764	11.2701461651592	2.87540935090241	2.24566034377484	0.00212127395785964	0	0	0.325848	0	0.00212127395785964	0.32796927395786	309	76	7.08	19.1765536723164	135.77
-156211618#1	1107.02885760819	7.424229305304	3.1790273411831	1.35895699982587	0.296636129230202	0.201565998415935	0.000236616114725285	0	0	0.047232	0	0.000236616114725285	0.0474686161147253	309	76	12.51	1.57314148681055	19.68
-156211618#2	56.2514663418795	0.37724742405	0.161535942133288	0.0690526930805827	0.0150729740462501	0.0102421747162569	1.20231765612442e-05	0	0	0.0024	0	1.20231765612442e-05	0.00241202317656124	309	76	12.51	0.0799360511590727	1
-157156090#0	91.5556275837253	0.51954458258304	0.282840847706981	0.0993010507757746	0.0235968125997591	0.0189959904621239	0.000430380204208828	0	0	0	0	0.000430380204208828	0.000430380204208828	14	0	4.52	4.85840707964602	21.96
-167487356#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.16
-167487356#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.81
-167487356#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.77
-167487356#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.3
-167487356#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.38
-167487356#5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.81
-167487370	214.912921301049	1.2612707963772	0.668978139759841	0.249431805645273	0.0616813451693916	0.0451236921280277	9.87129604340473e-05	3.33067996378805e-06	0.00282534246575342	0.018552	0	0.000102043640397835	0.0214793861061513	140	44	10.17	0.76007866273353	7.73
-167487441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25
-167487519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.94
-172963174#2	1014.8253160727	5.6823591205836	3.20549791210123	1.14721775627251	0.29333010907208	0.222529373861357	0.00151237060981309	0	0	0	0	0.00151237060981309	0.00151237060981309	43	0	8.66	12.5646651270208	108.81
-172963174#3	816.84857939671	4.58944764728952	2.57838999898128	0.925665058394677	0.236249834784918	0.17861165439232	0.00121722492450482	0	0	0	0	0.00121722492450482	0.00121722492450482	43	0	8.82	10.0328798185941	88.49
-172963174#4	56.17710755525	0.3191185471875	0.176838171913781	0.0641046996025	0.0162486500628187	0.0121657111422856	8.37350515275e-05	0	0	0.015	0	8.37350515275e-05	0.0150837350515275	43	0	9.25	0.675675675675676	6.25
-172963174#5	397.09604091035	2.232594469101	1.25325232493715	0.45020475454513	0.114857641423784	0.0867788183983295	0.00059172864064621	0	0	0	0	0.00059172864064621	0.00059172864064621	43	0	8.85	4.87005649717514	43.1
-193149514	532.068330192104	3.0388256399046	1.67224249709101	0.609031039492392	0.153793245222685	0.114657006659146	0.000524831238832794	8.60543719674594e-05	0.0148647699332631	0.03958	0	0.000610885610800254	0.0550556555440633	65	0	9.43	4.19724284199364	39.58
-198514517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.17
-200072875	1927.41732448595	10.8950294560766	6.07524466665026	2.19286152964879	0.557627357271746	0.419244213892395	0.000582594824897313	2.00825677269257e-05	0.00165848195054708	0.103248	0	0.000602677392624238	0.105509159343171	212	35	9.07	4.74310915104741	43.02
-207634492	822.545218384071	5.07325969249344	2.38575156030554	0.875745574734848	0.17092406102669	0.139346173144023	0.000406442000245891	1.18920707806764e-05	0.00254781285156508	0.035952	0	0.000418334071026567	0.0389181469225916	138	42	1.12	13.375	14.98
-207634505#0	1672.86746705065	9.97600343364	4.99672449388702	1.79257369941905	0.381480995359153	0.310645793538489	0.000381503993440694	0	0	0.03816	0	0.000381503993440694	0.0385415039934407	295	35	2.4	6.625	15.9
-207634505#1	1539.92878668947	9.022293532476	4.65959249793056	1.65624338943837	0.367240942646795	0.298307017224682	0.000348592480712159	0	0	0.037296	0	0.000348592480712159	0.0376445924807122	295	35	3.1	5.01290322580645	15.54
-207634523#0	7082.36745016098	41.376164354616	22.0852861249467	8.2020308181718	2.03573787527686	1.49366417173334	0.00152225717671714	0	0	0.28464	0	0.00152225717671714	0.286162257176717	299	35	10.06	11.7892644135189	118.6
-207634523#1	811.972794228532	4.72851969543408	2.53509302782957	0.93887468243436	0.233623368957798	0.171777152300251	0.000174452946279366	0	0	0.032496	0	0.000174452946279366	0.0326704529462794	299	35	9.98	1.35671342685371	13.54
-211090188#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5
-211641909#0	1384.14863687323	9.4740755510712	3.90509320455648	1.71300900299024	0.366058018312983	0.246149441995133	0.00058527506090661	0	0	0.116904	0	0.00058527506090661	0.117489275060907	157	0	12.8	3.80546875	48.71
-211641909#1	555.130254726675	3.4587296660712	1.67816078536612	0.661438738303571	0.155191087713169	0.109630635454578	0.00022970607773595	0	0	0.045048	0	0.00022970607773595	0.045277706077736	157	0	11.36	1.65228873239437	18.77
-211641911	4106.74003053566	28.3115936005572	11.5098282590815	5.09698251168573	1.08095831943488	0.72421718025112	0.00173972937873205	2.32048488294269e-05	0.0018024896024198	0	0	0.00176293422756148	0.00356542382998128	157	0	12.9	11.222480620155	144.77
-212361874#0	43.7332159756912	0.2413440932376	0.137754294742714	0.0482561763685335	0.012238400511394	0.00961581937592143	0.000565048196882282	0	0	0	0	0.000565048196882282	0.000565048196882282	5	0	6.68	5.23802395209581	34.99
-212361874#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86
-212706762#0	643.201052865069	3.54696883366488	2.02870332401438	0.711586264969117	0.181213430479235	0.141832572690429	0.000125323039259105	0	0	0.019032	0	0.000125323039259105	0.0191573230392591	331	76	6.94	1.14265129682997	7.93
-212706762#1	2895.86857129889	16.360429359624	8.97071285637453	3.14564297949933	0.754522707896855	0.606219389058735	0.000569311396741248	0	0	0.071232	0	0.000569311396741248	0.0718013113967412	334	76	4.75	6.24842105263158	29.68
-212710688	1835.7351190568	11.9511115823119	5.39387885691363	2.226864060991	0.500880553763426	0.345633159922402	0.0026171417777635	0.000379712381729262	0.0410958904109589	0	0.157949337434119	0.00299685415949277	0.202042082004571	46	0	12.07	17.963545981773	216.82
-212710692	1290.97332897819	9.130091457828	3.52718366014457	1.61864140317334	0.333955807233811	0.220857212669321	0.00210855969069821	0.000345874085888396	0.0532353268738167	0	0.219409473330263	0.0024544337765866	0.275099233980667	41	0	13.25	13.2166037735849	175.12
-212710702	433.275253015934	3.05971293837768	1.18563294407682	0.542927226214893	0.112196789189917	0.0742553834630329	0.000707387009954423	0.000116387109841282	0.0239558970932175	0	0	0.000823774119795705	0.0247796712130132	41	0	13.23	4.44142101284958	58.76
-212711374#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6
-212711374#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.72
-212711374#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.12
-216891254#0	1423.40439914301	9.62622536478624	4.0588030640017	1.75317050111234	0.379388319133097	0.256689967897216	0.000560747276045097	0	0	0.111984	0	0.000560747276045097	0.112544747276045	168	43	12.63	3.69437846397466	46.66
-216891254#1	2368.95879314224	16.0096015262131	6.75909787558295	2.91696998781271	0.63169617541172	0.427552599272806	0.00093308228165802	0	0	0.186336	0	0.00093308228165802	0.187269082281658	168	43	12.62	6.15213946117274	77.64
-216891254#2	3545.3271482513	24.18045084351	10.0345714042815	4.38144940415832	0.939797093777654	0.63310173916384	0.00139139360507808	0	0	0	0	0.00139139360507808	0.00139139360507808	169	43	12.75	9.08235294117647	115.8
-217344337#0	943.243014630659	6.5026548304068	2.64359687349411	1.17068358700444	0.248276339951536	0.166339430124161	0.000371211166049824	0	0	0.074136	0	0.000371211166049824	0.0745072111660498	169	43	12.9	2.39457364341085	30.89
-217344337#1	2560.06870005238	17.5354047536811	7.21801843661327	3.16921681501651	0.676729824575242	0.454889406079336	0.00100582339798626	0	0	0.08371	0	0.00100582339798626	0.0847158233979863	169	43	12.81	6.53473848555816	83.71
-217344337#2	345.272928239278	2.2478162829174	1.01450385088856	0.418838135822242	0.0942077610765903	0.0650081659299073	0.000133983367462295	0	0	0.02664	0	0.000133983367462295	0.0267739833674623	169	43	12.07	0.91963545981773	11.1
-217344337#3	791.729809941747	5.3023470737952	2.27618727808572	0.971368253284323	0.212334345749209	0.144385344115882	0.000343897725601263	0	0	0.06864	0	0.000343897725601263	0.0689838977256013	152	43	12.49	2.28983186549239	28.6
-217344337#4	435.516317252581	2.5714107051384	1.35232538809095	0.506902785313464	0.124728867220417	0.0908987656900548	0.000184402271801482	0	0	0.034872	0	0.000184402271801482	0.0350564022718015	152	43	10.31	1.40931134820563	14.53
-217344337#5	354.911873199908	1.95998531952	1.12187446856525	0.39549826331828	0.101366581577311	0.0785009801406604	0.00015006534200137	0	0	0.024	0	0.00015006534200137	0.0241500653420014	152	43	7.59	1.31752305665349	10
-219536349#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.44
-219536349#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.44
-220232893#0	506.640538938851	3.0885489187728	1.48575869334362	0.540590626560038	0.10887625670212	0.0887717496992661	0.000350906787762875	0	0	0.032376	0	0.000350906787762875	0.0327269067877629	98	14	1.56	8.6474358974359	13.49
-220232893#1	424.577557736889	2.50685199145248	1.27767397135701	0.455887679129316	0.0993177012213138	0.0807767280012248	0.000290264618894704	0	0	0.030144	0	0.000290264618894704	0.0304342646188947	98	14	2.79	4.50179211469534	12.56
-220232893#2	439.866805406445	2.49104575301904	1.38579823361767	0.501019692249726	0.127252868264892	0.0955203467149448	0.000287640298704825	0	0	0.051192	0	0.000287640298704825	0.0514796402987048	98	14	9.14	2.33369803063457	21.33
-220232893#3	830.8863566189	5.6309975081472	2.36493876917624	1.02424147283255	0.221161315237824	0.149473532383183	0.000561428123628072	0	0	0.04672	0	0.000561428123628072	0.0472814281236281	98	14	12.66	3.69036334913112	46.72
-220232893#4	229.949711418171	1.5627956313648	0.652890074504987	0.283779942928853	0.0610955588482235	0.041232219959404	0.000155487467274452	0	0	0.031056	0	0.000155487467274452	0.0312114874672745	98	14	12.7	1.01889763779528	12.94
-223556668#0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.23
-223556668#1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.24
-223556668#2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.86
-223556668#3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.07
-223556668#4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.43
-224637998	209.987282551766	1.25293075213992	0.649061816521768	0.245583969276382	0.0598947965549903	0.0433690161527303	0.000466756587949869	1.55527339032844e-05	0.00878995433789954	0	0	0.000482309321853154	0.0092722636597527	29	0	10.54	3.52277039848197	37.13
-224646232#0	1197.46746216051	7.735301049315	3.53789190160813	1.44804610818219	0.328215828242593	0.227413895462971	0.00156783736565378	0	0	0	0	0.00156783736565378	0.00156783736565378	50	11	11.95	10.8510460251046	129.67
-224646232#1	145.403029230394	0.995950214115	0.409958430296392	0.180000530916171	0.0384359085604928	0.0258361416658064	0.000193090216290039	0	0	0.038568	0	0.000193090216290039	0.03876109021629	50	11	12.81	1.25448868071819	16.07
-224646232#2	1055.37788335329	7.22373994776	2.97753354714289	1.30612548940187	0.279109863102831	0.187682644884337	0.00140124774384991	0	0	0	0	0.00140124774384991	0.00140124774384991	50	11	12.8	9.1109375	116.62
